dynamic,controllable,controllable,dynamic,controllable,dynamic,output
2.752469401233430257e-02,1.520368754863739014e-01,4.980257153511047363e-01,3.216392662798346902e-01,3.173381090164184570e-01,2.431861212032511710e-01,-7.548928856849670410e-01
4.136725906145299336e-01,8.788279294967651367e-01,6.560642123222351074e-01,8.823592513465411402e-01,2.408247739076614380e-01,3.134535523148784808e-01,-4.316772818565368652e-01
6.776033282437025074e-01,8.036223649978637695e-01,5.131316781044006348e-01,8.247554711823713580e-01,3.005151748657226562e-01,4.331032480616173741e-01,-6.495394557714462280e-02
1.206129319434802588e-01,1.828555017709732056e-01,5.514155626296997070e-01,8.765342423902163782e-01,3.315869867801666260e-01,5.061341535641410427e-01,-1.178422346711158752e-01
4.461499839665737377e-01,1.688305437564849854e-01,4.414411485195159912e-01,6.042535766832641819e-01,3.085695505142211914e-01,4.039868540368420358e-01,-6.017512083053588867e-01
5.690575311821105542e-01,1.510795801877975464e-01,3.940842151641845703e-01,3.666333415144376051e-01,3.060205280780792236e-01,3.801566352062473730e-01,-1.081453680992126465e+00
3.127330019547561180e-01,8.678792119026184082e-01,5.654261708259582520e-01,5.814287246677001253e-01,2.915377020835876465e-01,2.646536500633369648e-01,-1.402527451515197754e+00
1.877708112610800839e-01,1.657548695802688599e-01,4.973951578140258789e-01,6.347809835990704252e-01,3.169274032115936279e-01,3.655803455927193468e-01,-5.272560119628906250e-01
4.003745022210558613e-01,1.509696543216705322e-01,5.044780373573303223e-01,1.718421928742723884e-02,3.188512623310089111e-01,4.777524976118932565e-01,-1.229682087898254395e+00
4.499695071579079553e-01,1.546620428562164307e-01,4.313218295574188232e-01,5.560949090342053314e-01,3.078511059284210205e-01,4.444581881268338530e-01,-9.113947153091430664e-01
3.562637444050386626e-01,8.467725515365600586e-01,5.238765478134155273e-01,3.756118586446111074e-01,3.041456043720245361e-01,2.460952224585227777e-01,-1.241998076438903809e+00
5.386044042257713826e-01,1.477906107902526855e-01,4.344320297241210938e-01,1.330740532380118024e-01,3.081460595130920410e-01,3.920842687940468974e-01,-1.039294004440307617e+00
5.124183677848965779e-01,8.551632165908813477e-01,5.260530710220336914e-01,2.149412912838075951e-01,2.984131872653961182e-01,1.565387090994437291e-01,-6.372865438461303711e-01
1.426179994651692318e-01,8.762714862823486328e-01,6.048675775527954102e-01,8.054366742038521210e-01,2.720097899436950684e-01,1.985188241308663837e-01,-4.132404625415802002e-01
6.209045902857455168e-01,8.809219598770141602e-01,7.733583450317382812e-01,7.238400351789471276e-01,2.057092338800430298e-01,1.937580295009905806e-01,-8.270015120506286621e-01
3.714007337391977970e-01,8.700223565101623535e-01,5.738037824630737305e-01,5.037610947920709847e-01,2.857330739498138428e-01,2.351282979559488617e-01,-1.791093468666076660e+00
3.512798871376867083e-01,8.805179595947265625e-01,7.237965464591979980e-01,6.230242564942960470e-01,2.146499603986740112e-01,1.716857692373630340e-01,-2.330491781234741211e+00
1.530726964904647880e-01,8.616405725479125977e-01,5.534741878509521484e-01,5.786891628331793935e-01,3.035576641559600830e-01,2.065364638475841452e-01,-7.753522396087646484e-01
6.555646317366781162e-01,8.437218666076660156e-01,4.725531935691833496e-01,4.578766004552192737e-01,2.974165678024291992e-01,2.543813357594579827e-01,-5.487849116325378418e-01
1.307241280559505170e-01,1.543666273355484009e-01,5.045461654663085938e-01,6.920852579701419760e-01,3.180561959743499756e-01,4.743837152899963439e-01,-5.192593336105346680e-01
5.812628445981084246e-02,1.500909030437469482e-01,4.887684583663940430e-01,3.891324520855012348e-01,3.149355053901672363e-01,3.510913515033349253e-01,-1.302632212638854980e+00
6.459750588932883231e-01,8.773427605628967285e-01,6.703162193298339844e-01,8.445846273712007690e-01,2.530742585659027100e-01,2.968079855825945246e-01,-2.272896319627761841e-01
2.668431581279016029e-01,1.587307006120681763e-01,4.754447638988494873e-01,4.695141177436731317e-01,3.124363720417022705e-01,3.596929540878326392e-01,-1.150973916053771973e+00
5.996008838154223142e-01,1.737609505653381348e-01,4.440084993839263916e-01,8.103420869952460137e-01,3.070109486579895020e-01,4.612983404603404614e-01,-1.003760844469070435e-01
5.774441275115657080e-01,8.822295069694519043e-01,8.361818194389343262e-01,7.577531472561098713e-01,1.533824205398559570e-01,1.519608357463765880e-01,-1.149496793746948242e+00
1.110839422956186873e-01,1.504972428083419800e-01,5.029855966567993164e-01,2.110051765937943913e-01,3.188571929931640625e-01,3.767165632251778806e-01,-1.702302813529968262e+00
1.757404233800559379e-01,1.630558669567108154e-01,4.897428750991821289e-01,5.146637886884029012e-01,3.151383399963378906e-01,3.176959781078493306e-01,-7.943316102027893066e-01
4.255774384381261211e-01,8.665474057197570801e-01,5.572228431701660156e-01,5.345092722709365862e-01,2.899244427680969238e-01,2.736152652568191179e-01,-1.498381257057189941e+00
6.674763107292285003e-02,1.603261232376098633e-01,5.228279232978820801e-01,7.707832139682717632e-01,3.216743469238281250e-01,5.156080384978227737e-01,-2.939053475856781006e-01
2.301785299946472185e-01,1.513070017099380493e-01,5.099090337753295898e-01,9.671420483447515370e-02,3.211714625358581543e-01,4.908574878471946845e-01,-2.066792011260986328e+00
3.429391729641541042e-01,1.497247368097305298e-01,4.924955070018768311e-01,1.124826238309467180e-01,3.155350685119628906e-01,4.836995753536292297e-01,-1.915529608726501465e+00
7.715076985781205154e-01,1.459686458110809326e-01,3.731492459774017334e-01,4.805194390294661305e-02,3.051017522811889648e-01,5.285030690524534780e-01,-6.172614693641662598e-01
1.571225927550224943e-01,8.159860372543334961e-01,5.261552333831787109e-01,3.467164466674382273e-01,3.168238997459411621e-01,1.791794015874441925e-01,-6.021698713302612305e-01
2.937956616173886260e-01,1.575903743505477905e-01,5.266612768173217773e-01,2.791997848075066652e-02,3.332135975360870361e-01,2.254354059953888600e-01,-4.751524925231933594e-01
7.463172985183171848e-01,1.456566452980041504e-01,3.730975389480590820e-01,8.874551679928328884e-02,3.052413165569305420e-01,4.384362240924031262e-01,-6.157557964324951172e-01
3.570786731604086439e-02,1.576085090637207031e-01,4.961212873458862305e-01,4.271404580637671589e-01,3.167892098426818848e-01,2.109802829212778508e-01,-5.050240755081176758e-01
4.930445712690629811e-01,1.501832306385040283e-01,4.922774136066436768e-01,2.012609203589167933e-03,3.156786262989044189e-01,3.532171780878008982e-01,-5.835289955139160156e-01
2.265735987296720599e-01,1.495480388402938843e-01,4.747885465621948242e-01,3.972389412438722678e-01,3.122752904891967773e-01,4.487771745006452484e-01,-2.050253629684448242e+00
4.748331919149308966e-01,8.771892189979553223e-01,6.471690535545349121e-01,6.460916203008240100e-01,2.571620643138885498e-01,2.520903899004016679e-01,-1.491303086280822754e+00
4.623299409434646345e-01,1.475209593772888184e-01,4.311713278293609619e-01,2.645353807253535972e-01,3.078918755054473877e-01,4.680966354043712974e-01,-1.969124674797058105e+00
7.322854918416114378e-04,1.524091064929962158e-01,5.191773176193237305e-01,7.100055041442612791e-02,3.262883722782135010e-01,4.596111067470885492e-01,-1.536382794380187988e+00
5.847965077899228703e-01,1.461814790964126587e-01,3.918345570564270020e-01,2.539182061055848538e-01,3.058750033378601074e-01,5.123801956025773041e-01,-1.739588618278503418e+00
1.781194020291893554e-01,8.478397727012634277e-01,5.491926670074462891e-01,7.906970709458267521e-01,3.218197822570800781e-01,3.382424743650720433e-01,-2.609399855136871338e-01
7.623115733150338524e-01,1.458193957805633545e-01,3.671403825283050537e-01,1.454076296662429324e-01,3.050936758518218994e-01,3.699888789339648154e-01,-5.331305265426635742e-01
7.296243760033815917e-01,1.467800736427307129e-01,3.820764422416687012e-01,7.476903020925843024e-02,3.055826127529144287e-01,2.904285075181419762e-01,-3.017306327819824219e-01
3.943095077260267978e-01,8.773211836814880371e-01,6.355404257774353027e-01,7.427009149942981336e-01,2.575359940528869629e-01,2.829186023229742220e-01,-1.052285075187683105e+00
7.545662347916755053e-01,1.634372621774673462e-01,3.646302223205566406e-01,6.164975081438756055e-01,3.049977123737335205e-01,3.229707692923801110e-01,-1.810215562582015991e-01
5.073330734641874618e-02,1.507539004087448120e-01,4.984083473682403564e-01,2.852078569183401080e-01,3.174376487731933594e-01,3.015849554955001843e-01,-1.132767200469970703e+00
2.117084787663718604e-01,1.501570194959640503e-01,4.855556190013885498e-01,3.032441052804034642e-01,3.142308294773101807e-01,3.994568884587985647e-01,-1.954933404922485352e+00
9.661773994437873603e-02,8.608034253120422363e-01,5.607930421829223633e-01,8.345180227931801031e-01,3.227173089981079102e-01,2.622516566128365589e-01,-1.702916175127029419e-01
6.937284627940757398e-01,1.520072221755981445e-01,3.815101087093353271e-01,1.734030753498409794e-01,3.055643439292907715e-01,2.331725220415156452e-01,-3.203769028186798096e-01
4.843183972846761276e-01,1.513340920209884644e-01,4.489629864692687988e-01,1.795930128405228698e-01,3.093264102935791016e-01,3.292190622784073040e-01,-9.641834497451782227e-01
6.406077141776693740e-01,1.561675667762756348e-01,3.777944445610046387e-01,4.226328976420910544e-01,3.054269254207611084e-01,3.342865649675927919e-01,-6.492761373519897461e-01
8.389156925259204367e-02,1.550167053937911987e-01,5.077499747276306152e-01,7.009737262680895142e-01,3.197902739048004150e-01,4.255702865408488855e-01,-4.027778208255767822e-01
3.045127031092089154e-01,8.766910433769226074e-01,6.174368858337402344e-01,7.747758508955525647e-01,2.645324766635894775e-01,2.759971702348578138e-01,-8.288515806198120117e-01
6.331755128577363223e-01,1.473271101713180542e-01,3.841610848903656006e-01,2.486589228083996850e-01,3.056478202342987061e-01,3.876666934650773166e-01,-1.009019494056701660e+00
7.055317239623967174e-01,1.461202800273895264e-01,3.727028071880340576e-01,1.937639288728653653e-01,3.052606880664825439e-01,3.961375267638440056e-01,-7.999688386917114258e-01
2.717976084988651952e-01,8.810463547706604004e-01,7.290148138999938965e-01,7.234321332643343094e-01,1.997265368700027466e-01,1.694022065453292814e-01,-1.496186733245849609e+00
7.097539351069910296e-01,1.668943166732788086e-01,3.700193166732788086e-01,3.357777185601376613e-01,3.051762878894805908e-01,2.150147108719323574e-01,-3.011017441749572754e-01
