dynamic,controllable,controllable,dynamic,controllable,dynamic,output
5.486456966649960049e-02,1.625899672508239746e-01,5.362640619277954102e-01,5.734707404990511265e-02,3.475356698036193848e-01,3.062242702535632535e-02,-1.107904464006423950e-01
1.760286637477882776e-01,1.576241105794906616e-01,5.246450901031494141e-01,9.934433208166032481e-02,3.312450647354125977e-01,1.966119501265279068e-01,-5.188330411911010742e-01
1.523819941205062922e-01,8.414761424064636230e-01,5.346817970275878906e-01,3.754369080390662639e-01,3.129010796546936035e-01,1.575898996883872416e-01,-6.670895814895629883e-01
2.439823606326982641e-01,8.803942799568176270e-01,7.090214490890502930e-01,4.708241252589959180e-01,2.170672565698623657e-01,4.992394628214448515e-02,-1.859298229217529297e+00
7.302782686267308976e-02,8.155868649482727051e-01,5.376767516136169434e-01,2.194946309394481543e-01,3.275032341480255127e-01,2.907576115308020681e-02,-1.663101762533187866e-01
1.324358247454976711e-01,1.572693288326263428e-01,5.237342119216918945e-01,1.204497377302637812e-01,3.304259479045867920e-01,1.808557476009447496e-01,-4.808538854122161865e-01
2.264037017372400318e-01,1.651211380958557129e-01,5.277658104896545410e-01,7.369874133926977711e-02,3.344154357910156250e-01,1.404337374780547654e-01,-3.152719140052795410e-01
2.505996110060882964e-01,8.815073966979980469e-01,7.687160372734069824e-01,5.117150303230526553e-01,1.856628656387329102e-01,3.825696380623521548e-02,-2.061178445816040039e+00
2.995931352915453538e-01,8.257028460502624512e-01,5.370444655418395996e-01,1.280215213600681412e-01,3.230509459972381592e-01,1.252555915688761956e-01,-3.779533505439758301e-01
1.011717254385969232e-02,1.579051315784454346e-01,5.354726910591125488e-01,4.708025742983542455e-02,3.459459245204925537e-01,7.309027941195885003e-02,-1.488549113273620605e-01
2.887469667664283035e-02,1.621704101562500000e-01,5.088042616844177246e-01,2.840085495536415761e-01,3.211882412433624268e-01,1.026939579605674890e-01,-2.679157853126525879e-01
1.849711331518989754e-01,8.735671639442443848e-01,5.922134518623352051e-01,4.871987840751539900e-01,2.800917029380798340e-01,1.191736892530317754e-01,-1.217638850212097168e+00
1.088657390048618917e-01,1.576298326253890991e-01,5.355784296989440918e-01,3.017972979914040205e-02,3.461365103721618652e-01,1.719884999391542157e-01,-3.587670028209686279e-01
1.884241631649067328e-01,8.578190803527832031e-01,5.460010170936584473e-01,4.963155953877335103e-01,3.045893609523773193e-01,2.048095418986517757e-01,-9.845525622367858887e-01
1.793182823476744125e-01,8.780204057693481445e-01,6.383160352706909180e-01,4.073123661882193103e-01,2.525118589401245117e-01,1.563875493930265773e-02,-1.024559855461120605e+00
9.137372450897068843e-02,8.067948818206787109e-01,5.245984792709350586e-01,4.006865481330552092e-01,3.177297413349151611e-01,1.631675093630725326e-01,-4.319837987422943115e-01
2.390720716000273860e-01,8.651659488677978516e-01,5.585960149765014648e-01,3.883848629875459313e-01,2.974444031715393066e-01,1.538883063720666022e-01,-1.232888460159301758e+00
2.128976153919627246e-01,8.670313358306884766e-01,5.654269456863403320e-01,2.619019686181144890e-01,2.991968095302581787e-01,5.473151717456214982e-02,-6.697752475738525391e-01
2.219320605363897247e-01,8.315321207046508789e-01,5.390878319740295410e-01,1.773858020775195277e-01,3.228058815002441406e-01,1.066955630463754939e-01,-4.026109874248504639e-01
4.648514667118446020e-02,1.580525785684585571e-01,5.385768413543701172e-01,1.180180439623713419e-02,3.530193865299224854e-01,1.303290325246732884e-01,-2.331102490425109863e-01
1.377811419094877865e-01,8.416181802749633789e-01,5.374938249588012695e-01,3.206394820923880173e-01,3.150897920131683350e-01,1.157549044161217400e-01,-5.137898921966552734e-01
1.104965301423827678e-01,1.622328609228134155e-01,5.215868949890136719e-01,1.594367254103136178e-01,3.286394178867340088e-01,1.220242891816524233e-01,-3.215635418891906738e-01
1.612149794996679542e-01,1.609080880880355835e-01,5.333357453346252441e-01,5.078257032318246600e-02,3.420454859733581543e-01,1.359748253131360107e-01,-2.929822206497192383e-01
1.260687266520186534e-01,8.298628926277160645e-01,5.354871153831481934e-01,2.778495355003355871e-01,3.196632862091064453e-01,1.000251040344845299e-01,-3.867448270320892334e-01
1.993027918811665911e-01,1.731438040733337402e-01,5.077075958251953125e-01,2.339733726985517293e-01,3.206988871097564697e-01,1.675494397596834217e-01,-5.093001723289489746e-01
2.476480554294908376e-01,8.427188992500305176e-01,5.492181181907653809e-01,8.145952028257887056e-02,3.323405086994171143e-01,3.375509839044846944e-02,-2.070790827274322510e-01
1.174653106429825872e-01,1.596471220254898071e-01,5.260522961616516113e-01,1.168742588436983559e-01,3.326117396354675293e-01,1.373162464108552416e-01,-3.399428725242614746e-01
2.847826032901320525e-01,8.692662715911865234e-01,5.720596909523010254e-01,1.496371460217721938e-01,2.981998622417449951e-01,7.731587799116400490e-03,-4.221178889274597168e-01
9.756808411992358432e-02,1.677932739257812500e-01,5.140756368637084961e-01,2.322780493772388100e-01,3.237357735633850098e-01,1.123486342191627185e-01,-3.150469660758972168e-01
2.811411798522687189e-01,8.712909817695617676e-01,5.800886154174804688e-01,4.550773785343983358e-01,2.851508557796478271e-01,1.750904316825775131e-01,-1.694347739219665527e+00
1.369165768785987058e-01,8.587928414344787598e-01,5.503271222114562988e-01,3.505342318674229407e-01,3.071411550045013428e-01,8.779986606595018006e-02,-5.904560089111328125e-01
7.727928758165426848e-02,1.621096134185791016e-01,5.259081721305847168e-01,1.356131429633852248e-01,3.324644863605499268e-01,8.459811317612406234e-02,-2.188662439584732056e-01
1.700647541757258074e-01,8.421455025672912598e-01,5.358734130859375000e-01,3.346085262904863744e-01,3.133567571640014648e-01,1.472696965741171204e-01,-6.663336157798767090e-01
3.485883119140453096e-02,1.558572053909301758e-01,5.337710976600646973e-01,3.887621886629105683e-02,3.427842259407043457e-01,1.863372715234529464e-01,-3.761290311813354492e-01
8.824017289223920479e-02,8.135715126991271973e-01,5.249426364898681641e-01,4.739154543856732849e-01,3.166083991527557373e-01,1.914248293818456292e-01,-4.510379135608673096e-01
2.048071465580114658e-01,1.621871888637542725e-01,5.070153474807739258e-01,2.176482094207802809e-01,3.204308450222015381e-01,2.084203305556290020e-01,-6.765996217727661133e-01
2.716126023437710479e-01,1.747488975524902344e-01,5.101794004440307617e-01,1.665720560587060917e-01,3.217744827270507812e-01,1.656486961392974466e-01,-4.521502852439880371e-01
9.553437464833584858e-02,8.528801202774047852e-01,5.456765294075012207e-01,3.307901088046789617e-01,3.122307956218719482e-01,5.742941767021440824e-02,-3.756255209445953369e-01
5.012599565247081307e-02,1.655842810869216919e-01,4.985253810882568359e-01,4.337819483686610189e-01,3.174716532230377197e-01,1.786136350509958115e-01,-4.002712666988372803e-01
1.950695189266119511e-01,1.683762818574905396e-01,5.395807027816772461e-01,3.420664836553601908e-03,3.557620644569396973e-01,7.044398435043833229e-02,-1.477530151605606079e-01
2.318802110412464257e-01,8.635856509208679199e-01,5.595101714134216309e-01,2.000596315259490499e-01,3.064945936203002930e-01,4.452869117694598783e-02,-4.994114041328430176e-01
1.220897774150295212e-01,8.619440793991088867e-01,5.549508333206176758e-01,3.602030166555838520e-01,3.047259747982025146e-01,6.822701977759505765e-02,-5.432752370834350586e-01
2.892996639105828716e-01,8.349499106407165527e-01,5.279732346534729004e-01,2.727611885606687769e-01,3.119795918464660645e-01,1.927241369866289911e-01,-8.332881331443786621e-01
4.029623323346918223e-02,1.615386754274368286e-01,5.075238943099975586e-01,2.915251681056665323e-01,3.206459581851959229e-01,1.224336926009189502e-01,-3.209751844406127930e-01
6.144242969548589783e-02,8.735080361366271973e-01,5.904191732406616211e-01,4.942015196412494205e-01,2.820065021514892578e-01,1.210362663629909949e-02,-4.103317558765411377e-01
2.065133817923442416e-01,1.670515388250350952e-01,5.193567872047424316e-01,1.424858405617877022e-01,3.269798457622528076e-01,1.498947392497866349e-01,-3.985588550567626953e-01
2.592319200097868981e-01,8.666056990623474121e-01,5.619648098945617676e-01,3.946036658793732887e-01,2.948962152004241943e-01,1.609074492204067841e-01,-1.364973187446594238e+00
2.584967656686974410e-02,1.619734168052673340e-01,5.009919404983520508e-01,3.722864397551937654e-01,3.182487487792968750e-01,1.437036622792482177e-01,-3.410767018795013428e-01
