evaluation,mape
2.000000000000000000e+00,9.807123429665225434e-01
1.000000000000000000e+01,9.578760507426011817e-01
2.000000000000000000e+01,9.185529005128090230e-01
3.000000000000000000e+01,6.888938187598390162e-01
4.000000000000000000e+01,2.785830373261838355e-01
5.000000000000000000e+01,3.330965155142939088e-02
6.000000000000000000e+01,5.507212746191940400e-02
7.000000000000000000e+01,6.938310606344188017e-03
8.000000000000000000e+01,4.877657679566317801e-03
9.000000000000000000e+01,5.290407898889146719e-03
1.000000000000000000e+02,3.587466072600762734e-03
