evaluation,mape
2.000000000000000000e+00,9.799756033132858146e-01
1.000000000000000000e+01,9.930840862685849091e-01
2.000000000000000000e+01,9.927155197395035602e-01
3.000000000000000000e+01,9.946486464155924745e-01
4.000000000000000000e+01,9.946421814343028300e-01
5.000000000000000000e+01,9.965457533857235983e-01
6.000000000000000000e+01,9.936489767808140972e-01
7.000000000000000000e+01,9.933526857341995475e-01
8.000000000000000000e+01,9.935961515171094494e-01
9.000000000000000000e+01,9.936074456000560939e-01
1.000000000000000000e+02,9.928230853532585831e-01
