evaluation,mape
2.000000000000000000e+00,7.492730796031965568e-01
1.000000000000000000e+01,6.193120285914376771e-02
2.000000000000000000e+01,5.322288127584300782e-02
3.000000000000000000e+01,1.289968979639552656e-02
4.000000000000000000e+01,8.811997007028872508e-03
5.000000000000000000e+01,6.233335254309708279e-03
6.000000000000000000e+01,4.218480129979029422e-03
7.000000000000000000e+01,3.523415107013808199e-03
8.000000000000000000e+01,2.926956588773461498e-03
9.000000000000000000e+01,2.063183847625678531e-03
1.000000000000000000e+02,8.824052312474263242e-04
