evaluation,mape
2.000000000000000000e+00,9.089369825532576108e-01
1.000000000000000000e+01,4.354680260827024640e-01
2.000000000000000000e+01,1.523177006391993604e-01
3.000000000000000000e+01,3.131313695678063225e-02
4.000000000000000000e+01,2.147729858961859931e-02
5.000000000000000000e+01,2.227679096148266896e-02
6.000000000000000000e+01,8.670420855704406501e-03
7.000000000000000000e+01,4.986971507324935299e-03
8.000000000000000000e+01,1.659661374889479044e-03
9.000000000000000000e+01,1.191078399900429106e-03
1.000000000000000000e+02,1.231802258928955908e-03
