evaluation,mape
2.000000000000000000e+00,9.959612203140486564e-01
1.000000000000000000e+01,8.839943519147748230e-01
2.000000000000000000e+01,4.178411421638472123e-01
3.000000000000000000e+01,2.622905090197569788e-01
4.000000000000000000e+01,2.270760234999734117e-01
5.000000000000000000e+01,1.875566556088307246e-01
6.000000000000000000e+01,1.883122591648546118e-01
7.000000000000000000e+01,1.880847485776571959e-01
8.000000000000000000e+01,1.946070951483016009e-01
9.000000000000000000e+01,1.944451939660865603e-01
1.000000000000000000e+02,1.969205406142491843e-01
