evaluation,mape
2.000000000000000000e+00,8.383285741252883838e-01
1.000000000000000000e+01,1.109063867213767152e+00
2.000000000000000000e+01,7.822162780770751667e-01
3.000000000000000000e+01,7.653273550528375546e-01
4.000000000000000000e+01,8.133862106762441702e-01
5.000000000000000000e+01,6.996882873082260756e-01
6.000000000000000000e+01,2.523750464422780393e-01
7.000000000000000000e+01,1.473653243289081982e-01
8.000000000000000000e+01,1.372662118371686113e-01
9.000000000000000000e+01,1.317196865117261084e-01
1.000000000000000000e+02,1.348170458216476630e-01
