evaluation,mape
2.000000000000000000e+00,8.644790406444915476e-01
1.000000000000000000e+01,1.948378601177904179e-01
2.000000000000000000e+01,8.651843534497895283e-02
3.000000000000000000e+01,1.328894691286247598e-01
4.000000000000000000e+01,8.608179771936065594e-02
5.000000000000000000e+01,9.534468176247221094e-02
6.000000000000000000e+01,8.170235303132600269e-02
7.000000000000000000e+01,7.998969726799161351e-02
8.000000000000000000e+01,8.212115174130497908e-02
9.000000000000000000e+01,8.440824150996852071e-02
1.000000000000000000e+02,8.266980124080519632e-02
