environmental,controllable,controllable,environmental,controllable,environmental,output
9.063991906951289756e-01,6.352857194040300026e-01,2.890231798296709620e-01,1.413558590095597145e-01,3.851283479286758960e-01,1.279338766380100356e-02,1.202531084499031643e-02
9.031383991241455078e-01,2.755020372569561005e-02,9.718403220176696777e-01,8.727512508630752563e-02,1.067576333880424500e-01,2.181755378842353821e-02,4.899041261523962021e-03
9.916081428527832031e-01,8.869465589523315430e-01,1.202169954776763916e-01,8.568045496940612793e-02,8.834697008132934570e-01,3.493023663759231567e-02,7.773621473461389542e-04
9.437706470489501953e-01,6.310015171766281128e-02,9.679236412048339844e-01,1.526320427656173706e-01,9.052880853414535522e-02,0.000000000000000000e+00,3.795913653448224068e-03
9.948972463607788086e-01,9.882690310478210449e-01,3.396544978022575378e-02,2.455226778984069824e-01,9.115021228790283203e-01,4.750406369566917419e-02,2.410575048997998238e-03
1.000000000000000000e+00,1.712911725044250488e-01,9.622198343276977539e-01,3.067098557949066162e-01,1.366600487381219864e-02,6.280774623155593872e-02,3.630416700616478920e-03
9.338483214378356934e-01,1.859963126480579376e-02,9.985136985778808594e-01,3.334257900714874268e-01,9.611319303512573242e-01,1.076129823923110962e-01,5.692658305633813143e-05
8.741832971572875977e-01,9.736766815185546875e-01,2.775458618998527527e-02,4.264806509017944336e-01,2.152865231037139893e-01,1.024202257394790649e-01,5.546693876385688782e-02
8.110982179641723633e-01,8.997437357902526855e-01,1.017320007085800171e-01,4.557628035545349121e-01,2.865330576896667480e-01,1.294076889753341675e-01,1.544099599123001099e-01
8.092241287231445312e-01,2.966890484094619751e-02,1.101593524217605591e-01,3.610586822032928467e-01,8.997678756713867188e-01,1.566814333200454712e-01,6.063999026082456112e-04
7.644975185394287109e-01,9.232928156852722168e-01,8.027891516685485840e-01,3.668319284915924072e-01,1.143610700964927673e-01,1.539122462272644043e-01,1.953905820846557617e-01
7.183362841606140137e-01,1.000000000000000000e+00,4.939069549436680973e-05,3.990235328674316406e-01,1.723645329475402832e-01,1.124499365687370300e-01,3.580383658409118652e-01
