environmental,controllable,controllable,environmental,controllable,environmental,output
6.841790730126997566e-01,6.115988916275706400e-01,6.811283187710328590e-01,1.717827072613331563e-01,8.882993830336149976e-01,8.263791429238547259e-01,1.553605672032529021e-02
6.430865526199340820e-01,8.921082317829132080e-02,9.723661541938781738e-01,2.531879842281341553e-01,1.368531305342912674e-02,7.800402641296386719e-01,3.397674858570098877e-01
6.167116761207580566e-01,5.927450954914093018e-02,7.710378766059875488e-01,1.904151588678359985e-01,5.937542021274566650e-02,7.612694501876831055e-01,5.780563354492187500e-01
6.449369788169860840e-01,0.000000000000000000e+00,2.259313762187957764e-01,2.109325677156448364e-01,1.737386882305145264e-01,7.761838436126708984e-01,1.047231078147888184e+00
5.995035171508789062e-01,3.698452897155654964e-17,0.000000000000000000e+00,2.108030170202255249e-01,1.000000000000000000e+00,7.753834128379821777e-01,6.784272263757884502e-04
6.040543913841247559e-01,1.005616784095764160e-01,0.000000000000000000e+00,1.164695397019386292e-01,2.745099067687988281e-01,8.098024129867553711e-01,9.934869408607482910e-01
5.637986063957214355e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.514638215303421021e-01,2.192300111055374146e-01,8.456587195396423340e-01,6.168558076024055481e-02
6.030979156494140625e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.759959787130355835e-02,9.934469597008404327e-17,8.795353770256042480e-01,1.434670239686965942e-01
5.689371824264526367e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.280056685209274292e-01,2.317606210708618164e-01,8.891269564628601074e-01,5.599207282066345215e-01
5.916323065757751465e-01,0.000000000000000000e+00,4.573641344904899597e-03,1.263165920972824097e-01,4.625021517276763916e-01,8.605171442031860352e-01,5.748909711837768555e-01
5.797147750854492188e-01,1.000000000000000000e+00,1.650171875953674316e-01,1.183663457632064819e-01,5.692507624626159668e-01,8.847596049308776855e-01,2.427629567682743073e-02
6.588577628135681152e-01,4.208735749125480652e-02,7.979555130004882812e-01,1.651698350906372070e-01,8.027721643447875977e-01,9.231326580047607422e-01,2.238891087472438812e-02
6.812365651130676270e-01,9.130409955978393555e-01,2.455147653818130493e-01,8.096348494291305542e-02,9.696002006530761719e-01,9.331249594688415527e-01,6.968973320908844471e-04
5.988942980766296387e-01,3.220419585704803467e-01,2.528401613235473633e-01,3.778151422739028931e-02,3.277640938758850098e-01,9.160838127136230469e-01,5.757855176925659180e-01
5.057106614112854004e-01,2.427615225315093994e-01,1.726396381855010986e-01,1.341592427343130112e-02,2.227258235216140747e-01,8.670862913131713867e-01,6.721569299697875977e-01
4.191693961620330811e-01,1.311110854148864746e-01,9.231888651847839355e-01,5.935730040073394775e-02,3.454719483852386475e-01,8.636834025382995605e-01,8.900197744369506836e-01
3.246413171291351318e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.281067430973052979e-01,3.148001134395599365e-01,8.256149291992187500e-01,9.063310027122497559e-01
3.315932452678680420e-01,3.943039849400520325e-02,7.445860654115676880e-02,1.205162853002548218e-01,2.269819080829620361e-01,7.771137952804565430e-01,1.519941091537475586e+00
2.863362431526184082e-01,2.176709105972143257e-16,0.000000000000000000e+00,6.366750597953796387e-02,2.460811287164688110e-01,7.696001529693603516e-01,1.169871568679809570e+00
2.039053738117218018e-01,2.839516699314117432e-01,9.485581517219543457e-01,3.956555575132369995e-02,2.491826862096786499e-01,7.883873581886291504e-01,1.075293064117431641e+00
2.501313984394073486e-01,2.800750136375427246e-01,8.453605324029922485e-02,9.640435129404067993e-02,3.621214330196380615e-01,7.702319622039794922e-01,1.500817656517028809e+00
1.637782901525497437e-01,1.663092821836471558e-01,0.000000000000000000e+00,9.595175832509994507e-02,3.503966927528381348e-01,7.842763066291809082e-01,1.424010872840881348e+00
2.333997935056686401e-01,2.109387516975402832e-01,3.384741963162289646e-15,4.842469841241836548e-02,3.283928632736206055e-01,7.618983387947082520e-01,1.239123582839965820e+00
