environmental,controllable,controllable,environmental,controllable,environmental,output
1.214541792869567871e-01,1.489259451627731323e-01,4.820912778377532959e-01,3.345764577388763428e-01,3.134044706821441650e-01,5.045807361602783203e-01,-2.613596677780151367e+00
7.302674055099487305e-01,8.211333751678466797e-01,4.763681888580322266e-01,8.121697902679443359e-01,2.998244166374206543e-01,3.914802968502044678e-01,-6.047405302524566650e-02
4.758415818214416504e-01,8.818510770797729492e-01,7.930824160575866699e-01,9.058067798614501953e-01,1.676098257303237915e-01,2.548456192016601562e-01,-5.079934597015380859e-01
5.596988797187805176e-01,1.739255636930465698e-01,4.948300719261169434e-01,8.148989081382751465e-01,3.065196871757507324e-01,5.262780785560607910e-01,-1.260789632797241211e-01
4.653621613979339600e-01,1.604134738445281982e-01,4.337687790393829346e-01,6.080123186111450195e-01,3.079481720924377441e-01,4.323128759860992432e-01,-6.328896880149841309e-01
1.460270136594772339e-01,1.528082937002182007e-01,4.897933900356292725e-01,5.710169672966003418e-01,3.149955570697784424e-01,4.130809307098388672e-01,-9.234569072723388672e-01
4.522989094257354736e-01,8.784013986587524414e-01,6.595768928527832031e-01,7.981113195419311523e-01,2.465472966432571411e-01,2.970708906650543213e-01,-7.367526292800903320e-01
4.590921998023986816e-01,1.505043059587478638e-01,4.388130903244018555e-01,2.643000483512878418e-01,3.084595203399658203e-01,3.759082257747650146e-01,-1.395301580429077148e+00
1.528573036193847656e-01,1.510171741247177124e-01,4.874343574047088623e-01,5.808662772178649902e-01,3.142457604408264160e-01,4.731403887271881104e-01,-1.072326898574829102e+00
7.621408104896545410e-01,1.479215025901794434e-01,3.609127700328826904e-01,4.269436895847320557e-01,3.049148917198181152e-01,3.668344616889953613e-01,-5.308203697204589844e-01
3.974381387233734131e-01,8.574468493461608887e-01,5.332260727882385254e-01,4.811523556709289551e-01,2.981190979480743408e-01,2.778221964836120605e-01,-1.400161266326904297e+00
6.416758298873901367e-01,8.196019530296325684e-01,4.459062218666076660e-01,5.302431583404541016e-01,3.008466958999633789e-01,3.206990659236907959e-01,-4.589188992977142334e-01
9.818296134471893311e-02,1.673036366701126099e-01,4.962519109249114990e-01,4.752753674983978271e-01,3.168260455131530762e-01,2.322757095098495483e-01,-5.373964309692382812e-01
2.997877895832061768e-01,1.612378507852554321e-01,5.044693946838378906e-01,7.506496906280517578e-01,3.158641159534454346e-01,5.081039071083068848e-01,-3.435084521770477295e-01
