environmental,controllable,controllable,environmental,controllable,environmental,output
9.588571786880493164e-01,1.461687386035919189e-01,3.594166040420532227e-01,3.830469846725463867e-01,3.046035766601562500e-01,5.704033374786376953e-01,-5.305400490760803223e-01
1.936163455247879028e-01,1.521455049514770508e-01,5.121591687202453613e-01,8.751997351646423340e-02,3.216091394424438477e-01,5.526210069656372070e-01,-2.304409980773925781e+00
8.172585964202880859e-01,1.458074897527694702e-01,3.663753569126129150e-01,5.206042155623435974e-02,3.049230575561523438e-01,5.135746598243713379e-01,-5.196121335029602051e-01
7.376433610916137695e-01,1.456783264875411987e-01,3.645171821117401123e-01,2.586756646633148193e-01,3.050358295440673828e-01,4.909512698650360107e-01,-1.099462628364562988e+00
6.309936642646789551e-01,1.459842473268508911e-01,3.848566114902496338e-01,2.094387561082839966e-01,3.056338429450988770e-01,4.948321878910064697e-01,-1.419824004173278809e+00
3.401856720447540283e-01,1.538617759943008423e-01,5.133204460144042969e-01,1.193647366017103195e-02,3.207145035266876221e-01,5.909478664398193359e-01,-1.642911195755004883e+00
3.466820716857910156e-01,1.486318111419677734e-01,4.711529910564422607e-01,2.188931554555892944e-01,3.116824328899383545e-01,4.705460667610168457e-01,-2.257582664489746094e+00
3.259251415729522705e-01,1.488209366798400879e-01,4.783776104450225830e-01,1.903868466615676880e-01,3.127230703830718994e-01,5.065572857856750488e-01,-2.448761224746704102e+00
8.645937442779541016e-01,1.456430107355117798e-01,3.581538498401641846e-01,2.560652494430541992e-01,3.047317862510681152e-01,5.452439188957214355e-01,-8.070468902587890625e-01
4.095431566238403320e-01,1.488311588764190674e-01,4.775370061397552490e-01,1.106614172458648682e-01,3.125137388706207275e-01,4.956336319446563721e-01,-1.782710552215576172e+00
3.867515623569488525e-01,1.481710672378540039e-01,4.641225039958953857e-01,1.945071220397949219e-01,3.107498586177825928e-01,4.995402097702026367e-01,-2.254318475723266602e+00
9.194154739379882812e-01,1.467418968677520752e-01,3.655205965042114258e-01,3.726905956864356995e-02,3.045951426029205322e-01,5.680422782897949219e-01,-3.645012080669403076e-01
9.422386884689331055e-01,1.457930207252502441e-01,3.575049340724945068e-01,3.249005377292633057e-01,3.046419322490692139e-01,5.469907522201538086e-01,-5.908240079879760742e-01
