evaluation,mape
2.000000000000000000e+00,8.441985188722163080e-01
1.000000000000000000e+01,7.777680622804258315e-01
2.000000000000000000e+01,7.818449111238375826e-01
3.000000000000000000e+01,7.010994561444614526e-01
4.000000000000000000e+01,6.516343063407992187e-01
5.000000000000000000e+01,6.349252812872198115e-01
6.000000000000000000e+01,5.991472209577586305e-01
7.000000000000000000e+01,6.215144556841597501e-01
8.000000000000000000e+01,4.869128935394356206e-01
9.000000000000000000e+01,4.756621702052162282e-01
1.000000000000000000e+02,5.075245074212708651e-01
