environmental,controllable,controllable,environmental,controllable,environmental,output
8.112374284600767371e-01,3.075914099201896290e-01,5.954240212290068390e-01,4.124235035456074172e-01,3.044230752828066544e-01,9.834535130452342067e-01,6.425715493396881861e-01
8.984339833259582520e-01,1.299980282783508301e-01,9.757419228553771973e-01,3.446407318115234375e-01,2.088862508535385132e-01,9.360623955726623535e-01,5.064607858657836914e-01
9.782519340515136719e-01,8.699169754981994629e-01,1.507803797721862793e-02,3.962376117706298828e-01,6.378117799758911133e-01,8.872417807579040527e-01,6.809666287153959274e-03
1.000000000000000000e+00,8.957033753395080566e-01,1.267751795239746571e-03,3.031059801578521729e-01,2.888601422309875488e-01,8.567079305648803711e-01,4.329528287053108215e-02
9.405804276466369629e-01,3.978099226951599121e-01,1.000000000000000000e+00,3.240389227867126465e-01,8.993950486183166504e-01,8.538510799407958984e-01,3.727242117747664452e-03
8.859829306602478027e-01,8.522358536720275879e-01,4.170122742652893066e-01,3.634881079196929932e-01,1.018019206821918488e-02,8.317523002624511719e-01,3.110952302813529968e-02
7.963030934333801270e-01,5.646772682666778564e-02,4.182597156614065170e-03,3.049818873405456543e-01,1.788013614714145660e-02,8.568127155303955078e-01,1.692788302898406982e-01
7.931338548660278320e-01,3.316474845632910728e-03,6.542828679084777832e-01,3.870399594306945801e-01,6.876161098480224609e-01,8.933847546577453613e-01,5.621449649333953857e-02
7.553937435150146484e-01,7.932007312774658203e-02,5.402325838804244995e-02,3.052817285060882568e-01,9.897931218147277832e-01,8.463495373725891113e-01,4.081012739334255457e-04
6.717001199722290039e-01,8.846134543418884277e-01,6.981999874114990234e-01,3.332533240318298340e-01,3.865586360916495323e-03,8.739345073699951172e-01,1.025996729731559753e-01
5.961049199104309082e-01,5.316454768180847168e-01,2.781102955341339111e-01,4.131608903408050537e-01,7.466501593589782715e-01,8.775604963302612305e-01,3.183498978614807129e-02
6.289403438568115234e-01,8.837007880210876465e-01,4.301102161407470703e-01,3.728454709053039551e-01,9.567350745201110840e-01,9.234504103660583496e-01,3.627417143434286118e-03
5.700283646583557129e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.042647242546081543e-01,0.000000000000000000e+00,9.548798203468322754e-01,1.693370342254638672e-01
6.421931982040405273e-01,1.110223024625156540e-16,1.000000000000000000e+00,2.842034697532653809e-01,8.774329597312571782e-17,9.644584655761718750e-01,2.036055773496627808e-01
7.121820449829101562e-01,2.522582172140329978e-16,1.000000000000000000e+00,3.230289518833160400e-01,2.894840538501739502e-01,1.000000000000000000e+00,3.755225539207458496e-01
6.505968570709228516e-01,9.790410399436950684e-01,7.512037754058837891e-01,3.440335094928741455e-01,4.802342057228088379e-01,1.000000000000000000e+00,4.241105169057846069e-02
7.186734676361083984e-01,3.082651197910308838e-01,1.000000000000000000e+00,3.441090881824493408e-01,2.496460527181625366e-01,9.928598999977111816e-01,8.039404749870300293e-01
7.399924397468566895e-01,3.559263944625854492e-01,1.000000000000000000e+00,2.807387113571166992e-01,2.177639305591583252e-01,9.687716364860534668e-01,8.678511977195739746e-01
