X1,X2,X3,X4,Y1,Y2,Y3,Y4,WD,WS,AEP
2.637062178510667873e+05,2.645905568479803624e+05,2.633139360959862242e+05,2.640683130749114789e+05,6.506045354373409413e+06,6.505757099843724631e+06,6.506028655621046200e+06,6.504815427394914441e+06,1.050000000000000000e+02,6.000000000000000000e+00,1.594973832615503850e+00
2.643447260766029358e+05,2.631831699101924896e+05,2.642590121178627014e+05,2.629963996647596359e+05,6.505363698260426521e+06,6.506588477112293243e+06,6.504739304225459695e+06,6.506475034631729126e+06,1.050000004470348358e+02,6.000000059604644775e+00,8.747944259058153538e-01
2.638286486892700195e+05,2.646088113515377045e+05,2.632642433850765228e+05,2.640926648824214935e+05,6.506008751620292664e+06,6.505733009077548981e+06,6.505933306612014771e+06,6.504836111295908689e+06,1.050000004470348358e+02,6.000000059604644775e+00,1.884720952299408170e+00
2.641865434019565582e+05,2.646616854159832001e+05,2.631202911331057549e+05,2.641632048575878143e+05,6.505902751739263535e+06,6.505663229228496552e+06,6.505655451412439346e+06,6.504896041710615158e+06,1.050000004470348358e+02,6.000000059604644775e+00,2.346576315866416351e+00
2.634179636596441269e+05,2.647657886056900024e+05,2.630328960521817207e+05,2.642024309663772583e+05,6.506210672916412354e+06,6.505623399956464767e+06,6.505698612691402435e+06,6.505032074047565460e+06,1.050000004470348358e+02,6.000000059604644775e+00,1.484592782070858874e+00
2.642065433709621429e+05,2.647780000000000000e+05,2.628864751465823501e+05,2.643598949639797211e+05,6.505979620172023773e+06,6.505467846579790115e+06,6.505254981483459473e+06,6.504953004085958004e+06,1.050000004470348358e+02,6.000000059604644775e+00,1.996515956138901426e+00
2.643315134494304657e+05,2.647780000000000000e+05,2.628780000000000000e+05,2.640811843960285187e+05,6.505651085387110710e+06,6.506061109836339951e+06,6.506002617610931396e+06,6.505665768380403519e+06,1.050000004470348358e+02,6.000000059604644775e+00,1.667130092069789793e+00
2.642547957508563995e+05,2.646010031847953796e+05,2.632214351027011871e+05,2.644511029629707336e+05,6.506257044799566269e+06,6.504841499335259199e+06,6.504714000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,1.371369702610634400e+00
2.628780000000000000e+05,2.633363295747637749e+05,2.647780000000000000e+05,2.628780000000000000e+05,6.505860974927186966e+06,6.506608738119840622e+06,6.506614000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,1.180963322402344584e+00
2.631234065516591072e+05,2.646904246835708618e+05,2.642550938217639923e+05,2.628969606049098074e+05,6.505870717610359192e+06,6.506614000000000000e+06,6.506614000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,1.687265414676793585e+00
2.631429788647890091e+05,2.647780000000000000e+05,2.630051975979208946e+05,2.634668137668371201e+05,6.505866284711599350e+06,6.506614000000000000e+06,6.506614000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,1.165884735771269831e+00
2.642490348963737488e+05,2.647006889908313751e+05,2.632897664426565170e+05,2.640519235043525696e+05,6.505868297029972076e+06,6.505636471532225609e+06,6.505682288552761078e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,2.518585898558959979e+00
2.643492081253528595e+05,2.646847337036132812e+05,2.634226227163076401e+05,2.639469390122890472e+05,6.506076693554162979e+06,6.505645626114249229e+06,6.505822091622591019e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,2.533579989844939817e+00
2.642897726504802704e+05,2.647780000000000000e+05,2.634778217225074768e+05,2.639625465123653412e+05,6.504714000000000000e+06,6.505648041711688042e+06,6.505228869928359985e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,2.329966764551645753e+00
2.642826717226505280e+05,2.647726442365646362e+05,2.633780486016273499e+05,2.639455123035907745e+05,6.506352215035200119e+06,6.505595871885061264e+06,6.506112313367366791e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,2.468905497499476631e+00
2.643158117263317108e+05,2.645955211489200592e+05,2.633605905025005341e+05,2.639769397585391998e+05,6.506614000000000000e+06,6.505604265151858330e+06,6.505609721480250359e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,2.402024519895756605e+00
2.643049912540912628e+05,2.647005487887859344e+05,2.633912072091102600e+05,2.645692257909774780e+05,6.506564840950012207e+06,6.505668851239919662e+06,6.506614000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,1.742052783017229212e+00
2.642880286185741425e+05,2.646894696562290192e+05,2.645318879930973053e+05,2.639803397147655487e+05,6.505905943317651749e+06,6.505618588353633881e+06,6.506614000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,3.211924867370852255e+00
2.644065044431686401e+05,2.646699770419597626e+05,2.647535795896053314e+05,2.640485100715160370e+05,6.505555013634204865e+06,6.505636304886579514e+06,6.506614000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,2.452028350788230782e+00
2.642065988628864288e+05,2.645783520607948303e+05,2.645804570167064667e+05,2.639708507089614868e+05,6.506515694923639297e+06,6.505657400141596794e+06,6.506614000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,3.105990244224148711e+00
2.642369840888977051e+05,2.642366896419525146e+05,2.644103177576065063e+05,2.639915089933872223e+05,6.504714000000000000e+06,6.505567165629506111e+06,6.506614000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,2.827771432826885256e+00
2.642294058172702789e+05,2.647635024516582489e+05,2.645196913211345673e+05,2.639463540821075439e+05,6.505870477975845337e+06,6.505612011654615402e+06,6.506508958770275116e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,3.188362548498436588e+00
2.642521843461990356e+05,2.633185334562063217e+05,2.644768526880741119e+05,2.639915400235652924e+05,6.505977986557722092e+06,6.505667657937049866e+06,6.506614000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,2.827957575843534244e+00
2.642442007570266724e+05,2.647780000000000000e+05,2.644521848289966583e+05,2.640270457952022552e+05,6.505966278780937195e+06,6.505649924190282822e+06,6.506614000000000000e+06,6.504714000000000000e+06,1.050000004470348358e+02,6.000000059604644775e+00,3.432072535133429358e+00
