controllable,controllable,controllable,environmental,controllable,environmental,output
1.696705073118209839e-01,1.534283310174942017e-01,5.240171551704406738e-01,3.831723332405090332e-02,3.298167586326599121e-01,4.787463247776031494e-01,-1.705869793891906738e+00
1.868331134319305420e-01,1.589653044939041138e-01,5.138089656829833984e-01,9.798163175582885742e-02,3.163352012634277344e-01,7.380716800689697266e-01,-2.415605545043945312e+00
1.857490986585617065e-01,1.868338435888290405e-01,5.542852282524108887e-01,7.279999554157257080e-02,3.116421401500701904e-01,8.407307267189025879e-01,-1.816047310829162598e+00
1.676700562238693237e-01,1.543882489204406738e-01,5.268197059631347656e-01,1.668067276477813721e-02,3.318358659744262695e-01,5.138968229293823242e-01,-1.718984842300415039e+00
1.813217699527740479e-01,1.511588841676712036e-01,5.091170668601989746e-01,1.194487139582633972e-01,3.208543956279754639e-01,4.926354289054870605e-01,-2.225311994552612305e+00
1.979747116565704346e-01,1.524968743324279785e-01,4.884091913700103760e-01,2.046457827091217041e-01,3.125907480716705322e-01,7.097066044807434082e-01,-3.109759330749511719e+00
1.982313990592956543e-01,1.505644023418426514e-01,4.841224551200866699e-01,2.272158116102218628e-01,3.127779662609100342e-01,6.540802121162414551e-01,-3.255590915679931641e+00
1.939585953950881958e-01,1.759105473756790161e-01,5.348398685455322266e-01,1.355718672275543213e-01,3.101950585842132568e-01,8.514000773429870605e-01,-2.094166278839111328e+00
1.829565763473510742e-01,1.696152240037918091e-01,5.320922136306762695e-01,6.139032542705535889e-02,3.165023326873779297e-01,7.862595319747924805e-01,-1.989977478981018066e+00
1.932588070631027222e-01,1.507721394300460815e-01,4.925611019134521484e-01,1.832143515348434448e-01,3.147117197513580322e-01,6.227742433547973633e-01,-3.063242673873901367e+00
1.784035265445709229e-01,1.517307758331298828e-01,5.132466554641723633e-01,9.576467424631118774e-02,3.227052986621856689e-01,4.970881044864654541e-01,-2.118751764297485352e+00
1.750596165657043457e-01,1.533882021903991699e-01,5.187909603118896484e-01,5.599706992506980896e-02,3.249143064022064209e-01,5.600134134292602539e-01,-2.119029998779296875e+00
1.712138652801513672e-01,1.571389287710189819e-01,5.264248251914978027e-01,1.500387024134397507e-02,3.275515139102935791e-01,6.303561329841613770e-01,-1.944625616073608398e+00
1.734220385551452637e-01,1.570318788290023804e-01,5.243592262268066406e-01,2.675212919712066650e-02,3.255850374698638916e-01,6.415272951126098633e-01,-2.032761335372924805e+00
1.900813430547714233e-01,1.508720070123672485e-01,4.972988069057464600e-01,1.617128849029541016e-01,3.160946965217590332e-01,5.974882245063781738e-01,-2.902048110961914062e+00
