controllable,controllable,controllable,environmental,controllable,environmental,output
2.315614691005762893e-01,8.828464923018997101e-02,5.207635122087467261e-01,3.316391879473007398e-01,3.489618421529077086e-01,6.172984012143741817e-01,3.048933898873570580e+00
7.124102115631103516e-02,5.494371056556701660e-01,4.793366789817810059e-01,2.333859205245971680e-01,6.099920272827148438e-01,6.202488541603088379e-01,7.357932925224304199e-01
2.315956652164459229e-01,8.821037411689758301e-02,5.207997560501098633e-01,2.672545015811920166e-01,3.488422036170959473e-01,5.956020951271057129e-01,3.091324567794799805e+00
2.443149089813232422e-01,6.059993058443069458e-02,5.342966318130493164e-01,2.881214320659637451e-01,3.043422996997833252e-01,5.698002576828002930e-01,2.979120254516601562e+00
1.000000000000000000e+00,1.288825273513793945e-01,0.000000000000000000e+00,2.007562369108200073e-01,1.000000000000000000e+00,5.228351950645446777e-01,9.188038529828190804e-05
1.402234435081481934e-01,5.647286027669906616e-02,2.539879679679870605e-01,1.625220328569412231e-01,1.000000000000000000e+00,4.788083732128143311e-01,1.618338525295257568e-01
1.000000000000000000e+00,3.870237469673156738e-01,2.775557561562891351e-17,1.425063461065292358e-01,3.054488003253936768e-01,4.981151223182678223e-01,2.211245149374008179e-01
2.487114816904067993e-01,1.000000000000000000e+00,4.838001430034637451e-01,1.789288371801376343e-01,1.000000000000000000e+00,4.810087084770202637e-01,1.024689599871635437e-01
3.107620775699615479e-01,0.000000000000000000e+00,4.904457032680511475e-01,2.168027758598327637e-01,3.103919327259063721e-01,4.546687304973602295e-01,2.060353279113769531e+00
1.955569088459014893e-01,6.944435299374163151e-04,5.285605788230895996e-01,2.074801325798034668e-01,2.829725146293640137e-01,4.925583899021148682e-01,2.355868577957153320e+00
9.041179902851581573e-03,1.690266579389572144e-01,6.560882329940795898e-01,2.863530516624450684e-01,3.598589599132537842e-01,5.045121908187866211e-01,2.069265127182006836e+00
3.518531322479248047e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.778605520725250244e-01,5.151242613792419434e-01,4.873146712779998779e-01,4.922415018081665039e-01
1.518256068229675293e-01,2.201570272445678711e-01,4.702127277851104736e-01,2.706277668476104736e-01,1.498568505048751831e-01,4.800432920455932617e-01,1.708733677864074707e+00
8.525007963180541992e-01,0.000000000000000000e+00,5.934088826179504395e-01,3.341063857078552246e-01,6.632673740386962891e-01,4.397202134132385254e-01,6.177299842238426208e-02
6.951866149902343750e-01,6.301631927490234375e-01,9.558843970298767090e-01,3.697924315929412842e-01,1.856830785982310772e-03,4.704863429069519043e-01,8.729235082864761353e-02
4.302559420466423035e-02,1.206811815500259399e-01,1.390253603458404541e-01,3.020352721214294434e-01,5.087656434625387192e-03,4.370904266834259033e-01,3.648114800453186035e-01
6.998403668403625488e-01,7.888546586036682129e-01,3.458727300167083740e-01,2.900545001029968262e-01,4.209836721420288086e-01,4.854801893234252930e-01,2.467968016862869263e-01
1.113912239670753479e-01,8.511703461408615112e-02,3.440869748592376709e-01,3.207176029682159424e-01,3.676019012928009033e-01,4.992803633213043213e-01,2.313632011413574219e+00
1.902983188629150391e-01,2.882823348045349121e-01,4.778522253036499023e-01,3.673642575740814209e-01,3.271527290344238281e-01,5.028271079063415527e-01,2.374079465866088867e+00
4.181532263755798340e-01,3.245689272880554199e-01,3.808453277528365456e-19,3.380862176418304443e-01,2.279498130083084106e-01,5.095226764678955078e-01,1.434582471847534180e+00
2.747786939144134521e-01,1.000000000000000000e+00,1.000000000000000000e+00,3.458349108695983887e-01,2.819491624832153320e-01,5.465865135192871094e-01,1.337102949619293213e-01
4.616634845733642578e-01,1.187866181135177612e-01,4.722965061664581299e-01,3.238377869129180908e-01,3.033142983913421631e-01,5.250237584114074707e-01,2.241984844207763672e+00
2.194520980119705200e-01,7.755272835493087769e-02,4.142813086509704590e-01,3.672003448009490967e-01,3.269129991531372070e-01,5.690050125122070312e-01,2.805348157882690430e+00
2.170652449131011963e-01,1.149534955620765686e-01,5.170816183090209961e-01,2.714569866657257080e-01,3.132327497005462646e-01,6.166618466377258301e-01,3.245363235473632812e+00
1.790889948606491089e-01,1.908454298973083496e-01,4.823522865772247314e-01,3.172446191310882568e-01,2.974545061588287354e-01,6.317007541656494141e-01,3.217041492462158203e+00
2.035001963376998901e-01,1.842818111181259155e-01,4.329096674919128418e-01,2.384960651397705078e-01,3.074405789375305176e-01,5.934053659439086914e-01,3.143163442611694336e+00
8.538136631250381470e-02,2.356671839952468872e-01,2.981487214565277100e-01,2.010888159275054932e-01,3.231863379478454590e-01,5.748685598373413086e-01,2.519599199295043945e+00
4.481335729360580444e-02,1.294856052845716476e-02,4.656878113746643066e-01,2.714533209800720215e-01,3.140476942062377930e-01,5.804808735847473145e-01,2.708743333816528320e+00
3.530801534652709961e-01,2.119754701852798462e-01,9.627497196197509766e-01,2.762119174003601074e-01,2.270640283823013306e-01,5.636137127876281738e-01,1.300469517707824707e+00
3.162972927093505859e-01,5.110392570495605469e-01,4.736215770244598389e-01,2.001125812530517578e-01,1.986490339040756226e-01,5.852301716804504395e-01,1.517770648002624512e+00
9.873264431953430176e-01,1.884888275526463985e-03,3.996376395225524902e-01,1.351911723613739014e-01,5.725033953785896301e-02,5.749638080596923828e-01,1.340293735265731812e-01
3.718451559543609619e-01,2.398294955492019653e-01,2.607136219739913940e-02,1.821558326482772827e-01,4.113177359104156494e-01,6.056713461875915527e-01,1.645444989204406738e+00
9.944347739219665527e-01,9.308479428291320801e-01,7.768552303314208984e-01,1.525913625955581665e-01,9.617509841918945312e-01,5.753355026245117188e-01,1.030931307468563318e-04
2.912655770778656006e-01,2.350334525108337402e-01,4.704246520996093750e-01,2.040981799364089966e-01,3.308522701263427734e-01,5.498086810111999512e-01,2.723803758621215820e+00
7.365959137678146362e-02,2.038975208997726440e-01,9.788336157798767090e-01,2.225496321916580200e-01,7.860594987869262695e-02,5.892195105552673340e-01,6.052711606025695801e-01
1.876156926155090332e-01,9.788852185010910034e-02,3.961225450038909912e-01,1.636286228895187378e-01,2.897164523601531982e-01,5.570375919342041016e-01,2.634221553802490234e+00
1.810197383165359497e-01,1.591922938823699951e-01,5.356423854827880859e-01,1.018177866935729980e-01,3.090627789497375488e-01,6.050470471382141113e-01,2.530693531036376953e+00
7.795686125755310059e-01,3.044083947315812111e-03,8.289468288421630859e-01,1.255506426095962524e-01,3.688965141773223877e-01,6.300038099288940430e-01,5.731666684150695801e-01
1.804643571376800537e-01,1.626500487327575684e-01,6.933588385581970215e-01,1.307116001844406128e-01,4.165792167186737061e-01,6.501348614692687988e-01,2.064186573028564453e+00
1.761989481747150421e-02,9.411896467208862305e-01,4.158510267734527588e-02,6.296005845069885254e-02,4.572437703609466553e-01,6.470069289207458496e-01,9.852298349142074585e-02
2.242663502693176270e-01,8.613348752260208130e-02,2.176110893487930298e-01,5.192882567644119263e-02,2.568364441394805908e-01,6.908628344535827637e-01,1.638699054718017578e+00
2.812815308570861816e-01,1.499864906072616577e-01,3.085743868723511696e-03,1.287332386709749699e-03,6.650758981704711914e-01,6.907246112823486328e-01,1.200652047991752625e-01
5.617125630378723145e-01,7.569298893213272095e-02,9.961757063865661621e-01,0.000000000000000000e+00,8.467447161674499512e-01,7.239114046096801758e-01,8.937003090977668762e-03
9.176642298698425293e-01,8.353966474533081055e-01,9.335530996322631836e-01,0.000000000000000000e+00,1.246422007679939270e-01,6.920332908630371094e-01,6.294856220483779907e-02
4.160223305225372314e-01,8.376445174217224121e-01,8.598433434963226318e-02,0.000000000000000000e+00,2.831645682454109192e-02,6.437351107597351074e-01,5.481410026550292969e-02
1.557662487030029297e-01,9.180780053138732910e-01,9.725933670997619629e-01,1.787056773900985718e-02,9.204955101013183594e-01,6.701412200927734375e-01,9.553053416311740875e-03
7.495300769805908203e-01,9.912710189819335938e-01,1.688043177127838135e-01,3.230587579309940338e-03,8.422844409942626953e-01,7.122294306755065918e-01,5.552195361815392971e-04
5.133274011313915253e-03,4.977734684944152832e-01,8.125938177108764648e-01,3.434709087014198303e-02,2.145744562149047852e-01,7.163350582122802734e-01,9.334070682525634766e-01
3.217896819114685059e-01,9.875628948211669922e-01,8.871965408325195312e-01,2.676840871572494507e-02,5.290644168853759766e-01,6.726705431938171387e-01,4.669256135821342468e-02
1.999376416206359863e-01,7.000798732042312622e-02,8.093563318252563477e-01,0.000000000000000000e+00,2.693804204463958740e-01,6.992710828781127930e-01,1.116288304328918457e+00
3.160187229514122009e-02,9.073096443898975849e-04,3.133712112903594971e-01,0.000000000000000000e+00,5.074468255043029785e-01,6.667250394821166992e-01,7.748104929924011230e-01
9.136621356010437012e-01,2.696176469326019287e-01,1.165502816438674927e-01,0.000000000000000000e+00,5.694664120674133301e-01,6.532067060470581055e-01,8.579763770103454590e-02
4.658131003379821777e-01,2.499090731143951416e-01,3.447482585906982422e-01,1.619025506079196930e-02,3.819046616554260254e-01,6.684823632240295410e-01,1.162582993507385254e+00
1.370056159794330597e-02,8.081525564193725586e-01,1.363009214401245117e-01,1.225737482309341431e-02,9.678564667701721191e-01,6.576191186904907227e-01,1.197357848286628723e-02
2.269766852259635925e-02,1.961912959814071655e-01,1.692722290754318237e-01,0.000000000000000000e+00,8.069954067468643188e-02,7.015864849090576172e-01,4.747591614723205566e-01
9.611156582832336426e-01,8.873506784439086914e-01,9.664621949195861816e-01,0.000000000000000000e+00,6.436088681221008301e-01,7.028346061706542969e-01,5.358146037906408310e-03
3.771115327253937721e-03,1.197959408164024353e-01,9.234191179275512695e-01,0.000000000000000000e+00,9.162710309028625488e-01,7.145892381668090820e-01,7.646224647760391235e-02
9.295709729194641113e-01,9.759287834167480469e-01,2.576296031475067139e-01,0.000000000000000000e+00,2.091357558965682983e-01,7.290757894515991211e-01,2.245696447789669037e-02
