controllable,controllable,controllable,environmental,controllable,environmental,output
2.176832705736160278e-01,3.480411171913146973e-01,7.809641957283020020e-01,5.458647012710571289e-01,2.359297573566436768e-01,8.660972118377685547e-01,-1.433122396469116211e+00
2.057701796293258667e-01,2.923999130725860596e-01,7.128022313117980957e-01,1.795843541622161865e-01,2.735984623432159424e-01,9.048433899879455566e-01,-1.937237501144409180e+00
2.022218406200408936e-01,1.569040715694427490e-01,4.908201098442077637e-01,2.310730665922164917e-01,3.104358911514282227e-01,7.958282828330993652e-01,-2.809923648834228516e+00
2.051880806684494019e-01,1.761916428804397583e-01,5.285061001777648926e-01,2.681525051593780518e-01,3.063918650150299072e-01,8.921838402748107910e-01,-2.175338745117187500e+00
2.192054688930511475e-01,3.397822380065917969e-01,7.745817303657531738e-01,4.274355769157409668e-01,2.432114332914352417e-01,9.234063625335693359e-01,-1.769598126411437988e+00
2.063817679882049561e-01,1.506040990352630615e-01,4.691359698772430420e-01,3.560472726821899414e-01,3.101187646389007568e-01,7.023911476135253906e-01,-3.086339473724365234e+00
2.115545868873596191e-01,3.017755150794982910e-01,7.294689416885375977e-01,2.474485039710998535e-01,2.683160901069641113e-01,9.186059236526489258e-01,-1.996376991271972656e+00
2.208217084407806396e-01,3.566711544990539551e-01,7.900080084800720215e-01,3.676131665706634521e-01,2.271152287721633911e-01,9.743951559066772461e-01,-1.749265551567077637e+00
2.174148410558700562e-01,3.648903071880340576e-01,7.950379848480224609e-01,2.106978744268417358e-01,2.173106670379638672e-01,9.975156784057617188e-01,-1.682821869850158691e+00
1.977393031120300293e-01,1.790618002414703369e-01,5.379708409309387207e-01,1.695742160081863403e-01,3.082355558872222900e-01,8.725131154060363770e-01,-2.106310367584228516e+00
1.893932223320007324e-01,1.559911221265792847e-01,5.064041018486022949e-01,1.221477240324020386e-01,3.155790567398071289e-01,7.181224226951599121e-01,-2.638555049896240234e+00
2.103237807750701904e-01,3.476955592632293701e-01,7.759751677513122559e-01,1.392685621976852417e-01,2.364207506179809570e-01,9.399361610412597656e-01,-1.737617850303649902e+00
