controllable,controllable,controllable,environmental,controllable,environmental,output
4.141647577752242126e-01,8.049187553032921549e-02,8.812923216974849483e-01,7.174527650052174854e-01,4.758650304138182241e-01,8.554441103260166379e-01,2.168147255654990224e-01
9.334270954132080078e-01,8.838935494422912598e-01,2.903340011835098267e-02,6.226812005043029785e-01,9.041997194290161133e-01,8.861844539642333984e-01,4.366048597148619592e-05
4.197833538055419922e-01,1.324012875556945801e-01,5.885286331176757812e-01,6.190162897109985352e-01,5.544980168342590332e-01,9.158918261528015137e-01,2.510942518711090088e-01
4.576398432254791260e-01,4.853110015392303467e-01,0.000000000000000000e+00,5.310651659965515137e-01,1.000000000000000000e+00,8.835955858230590820e-01,4.187674203421920538e-04
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.509424805641174316e-01,5.434700846672058105e-01,8.360635638236999512e-01,4.893989767879247665e-03
3.342906832695007324e-01,9.687407612800598145e-01,6.910444498062133789e-01,5.440926551818847656e-01,3.614484369754791260e-01,7.992364764213562012e-01,1.217791214585304260e-01
9.097477197647094727e-01,0.000000000000000000e+00,6.646998524665832520e-01,4.681159257888793945e-01,9.283378720283508301e-02,7.638423442840576172e-01,2.491839826107025146e-01
0.000000000000000000e+00,0.000000000000000000e+00,6.395276784896850586e-01,4.635501205921173096e-01,1.000000000000000000e+00,7.845091819763183594e-01,2.364322096109390259e-01
1.000000000000000000e+00,1.902633607387542725e-01,6.727427244186401367e-01,3.911590576171875000e-01,0.000000000000000000e+00,7.790850400924682617e-01,2.892556786537170410e-01
1.000000000000000000e+00,3.132757544517517090e-01,7.108113765716552734e-01,4.473904073238372803e-01,1.523639887670830259e-17,7.604540586471557617e-01,3.990516364574432373e-01
9.234358072280883789e-01,4.417454004287719727e-01,7.562636137008666992e-01,4.449881613254547119e-01,7.017096132040023804e-02,7.304385900497436523e-01,5.017572641372680664e-01
1.000000000000000000e+00,5.014495849609375000e-01,8.720516562461853027e-01,4.426280260086059570e-01,9.501872665488892040e-17,7.795552611351013184e-01,5.226357579231262207e-01
1.000000000000000000e+00,4.048245251178741455e-01,8.381403088569641113e-01,3.890707790851593018e-01,7.195532313779970574e-17,7.375618219375610352e-01,4.607952535152435303e-01
5.637407898902893066e-01,1.000000000000000000e+00,9.679243564605712891e-01,3.052763938903808594e-01,1.838141301927330852e-16,7.265589833259582520e-01,2.805903926491737366e-02
6.900775432586669922e-01,5.480209589004516602e-01,7.800585031509399414e-01,2.700021862983703613e-01,0.000000000000000000e+00,7.189581990242004395e-01,4.285399615764617920e-01
8.902017474174499512e-01,5.077255964279174805e-01,1.000000000000000000e+00,3.093609511852264404e-01,2.353142797946929932e-01,7.063059806823730469e-01,4.032245278358459473e-01
