evaluation,mape
2.000000000000000000e+00,7.940948107623500007e-01
1.000000000000000000e+01,9.114148785439906142e-01
2.000000000000000000e+01,9.171655691098158369e-01
3.000000000000000000e+01,9.130391977295857497e-01
4.000000000000000000e+01,8.554677667733809887e-01
5.000000000000000000e+01,8.695448744597709112e-01
6.000000000000000000e+01,9.666580353365301637e-01
7.000000000000000000e+01,1.384978119449210121e+00
8.000000000000000000e+01,2.548852623970321862e-01
9.000000000000000000e+01,2.208447728835325474e-01
1.000000000000000000e+02,2.217604681758360285e-01
