evaluation,mape
2.000000000000000000e+00,7.764229621053572172e-01
1.000000000000000000e+01,6.661502617324671638e-01
2.000000000000000000e+01,8.290954256055884652e-01
3.000000000000000000e+01,7.734942454041963122e-01
4.000000000000000000e+01,4.606579093147746828e-01
5.000000000000000000e+01,2.256837319892610050e-01
6.000000000000000000e+01,2.199746196909241336e-01
7.000000000000000000e+01,2.379235618888258519e-01
8.000000000000000000e+01,2.156471344105228838e-01
9.000000000000000000e+01,2.262697973742144042e-01
1.000000000000000000e+02,2.115622712369477354e-01
