controllable,controllable,controllable,environmental,controllable,environmental,output
7.797101110336928098e-01,5.497185040998837646e-01,4.471662670954661412e-01,7.214625557032170455e-01,2.689165808293479953e-01,3.892868784860841203e-01,7.376372775168552054e-02
6.172570586204528809e-01,5.689311623573303223e-01,7.504585385322570801e-01,6.316193938255310059e-01,3.637627363204956055e-01,4.152395725250244141e-01,2.356524467468261719e-01
6.280047446489334106e-02,7.412345409393310547e-01,1.458096783608198166e-02,6.377717852592468262e-01,7.689815163612365723e-01,3.842486441135406494e-01,6.493857502937316895e-02
5.674043297767639160e-01,6.131683588027954102e-01,8.068032264709472656e-01,5.735335350036621094e-01,3.423386812210083008e-01,4.250212311744689941e-01,3.415729701519012451e-01
6.346852183341979980e-01,8.010457158088684082e-01,8.589054346084594727e-01,5.940985083580017090e-01,4.550434350967407227e-01,4.734157025814056396e-01,1.417123079299926758e-01
6.173110008239746094e-01,1.247063130140304565e-01,6.979289650917053223e-01,5.589911341667175293e-01,8.919256925582885742e-01,4.505974948406219482e-01,2.282164245843887329e-02
4.667759239673614502e-01,4.715451598167419434e-01,1.114825084805488586e-01,5.103074908256530762e-01,3.421524465084075928e-01,4.225686490535736084e-01,6.864029765129089355e-01
5.919799804687500000e-01,1.096503958106040955e-01,8.409121036529541016e-01,4.859318435192108154e-01,3.290021717548370361e-01,3.749580085277557373e-01,4.741963446140289307e-01
2.496027648448944092e-01,4.720687866210937500e-01,2.240871984075554517e-18,3.890042603015899658e-01,2.056983411312103271e-01,3.357478082180023193e-01,6.461133956909179688e-01
3.489930927753448486e-01,0.000000000000000000e+00,3.685020145752283837e-17,4.596048593521118164e-01,2.830874323844909668e-01,3.351787626743316650e-01,6.745002269744873047e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.569302439689636230e-01,1.641805768013000488e-01,3.001039922237396240e-01,8.413565903902053833e-02
1.846476503175007193e-16,2.471118122339248657e-01,0.000000000000000000e+00,5.426394939422607422e-01,2.336691170930862427e-01,2.989881932735443115e-01,3.300903737545013428e-01
1.000000000000000000e+00,5.541517710437799445e-16,7.479071695964121299e-16,5.172020792961120605e-01,3.832598626613616943e-01,2.499315142631530762e-01,5.236421525478363037e-02
4.165121018886566162e-01,2.973277866840362549e-01,1.025444390289535177e-17,5.544545054435729980e-01,1.399215906858444214e-01,2.851413488388061523e-01,2.826216220855712891e-01
3.371079862117767334e-01,6.055095791816711426e-01,0.000000000000000000e+00,4.885279238224029541e-01,3.523881733417510986e-01,2.632651329040527344e-01,8.986316323280334473e-01
2.778525650501251221e-01,4.776853919029235840e-01,0.000000000000000000e+00,4.885982275009155273e-01,3.844100534915924072e-01,2.749847769737243652e-01,5.574237704277038574e-01
2.563621103763580322e-01,8.626677393913269043e-01,7.574639916419982910e-01,5.474492311477661133e-01,3.177978396415710449e-01,2.509558498859405518e-01,1.207486391067504883e+00
2.152216881513595581e-01,1.000000000000000000e+00,1.000000000000000000e+00,5.075789690017700195e-01,3.130094408988952637e-01,2.059823572635650635e-01,1.012238025665283203e+00
3.038195967674255371e-01,1.000000000000000000e+00,4.772966504096984863e-01,4.337981939315795898e-01,3.174859881401062012e-01,2.002668976783752441e-01,1.393903970718383789e+00
3.257222175598144531e-01,1.000000000000000000e+00,6.678209304809570312e-01,4.551083743572235107e-01,1.000666618347167969e-01,1.698446571826934814e-01,1.764292120933532715e+00
3.714036643505096436e-01,1.000000000000000000e+00,8.380084633827209473e-01,3.937983214855194092e-01,7.645921569403253465e-17,1.502741724252700806e-01,1.704969644546508789e+00
3.628036677837371826e-01,1.000000000000000000e+00,8.565130829811096191e-01,4.056117534637451172e-01,1.000000000000000000e+00,1.597705185413360596e-01,1.573861002922058105e+00
3.976675271987915039e-01,1.000000000000000000e+00,6.070863604545593262e-01,3.750390112400054932e-01,1.409462824231155764e-18,1.655991524457931519e-01,1.534421086311340332e+00
3.494468331336975098e-01,2.540185451507568359e-01,1.000000000000000000e+00,3.230564892292022705e-01,0.000000000000000000e+00,1.425950974225997925e-01,9.068734943866729736e-02
1.553979814052581787e-01,7.861182689666748047e-01,5.068088695406913757e-02,2.231811434030532837e-01,5.822133272886276245e-02,1.680846363306045532e-01,2.581859827041625977e-01
8.263358473777770996e-01,9.127861261367797852e-01,9.235177636146545410e-01,2.447708845138549805e-01,1.850330270826816559e-02,1.587105095386505127e-01,4.498133808374404907e-02
3.435249030590057373e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.298510223627090454e-01,1.144603301028723763e-10,1.401876211166381836e-01,7.109985351562500000e-01
4.788606166839599609e-01,9.996926784515380859e-01,1.131762488923760636e-20,3.276703357696533203e-01,3.534556925296783447e-01,1.434671282768249512e-01,1.181750178337097168e+00
3.820171952247619629e-01,8.916405439376831055e-01,9.816198945045471191e-01,3.922827839851379395e-01,0.000000000000000000e+00,1.404142677783966064e-01,1.966725230216979980e+00
3.782314360141754150e-01,8.625621199607849121e-01,0.000000000000000000e+00,3.770778179168701172e-01,3.167179009561180841e-16,1.019424796104431152e-01,1.945581912994384766e+00
4.714259803295135498e-01,7.268697023391723633e-01,4.990630447864532471e-01,2.903410494327545166e-01,1.372959017753601074e-01,7.261855900287628174e-02,1.097620487213134766e+00
7.890011072158813477e-01,1.124975085258483887e-01,2.902044355869293213e-01,2.730933129787445068e-01,7.180620431900024414e-01,9.736145287752151489e-02,6.161618512123823166e-03
2.876230478286743164e-01,7.627637386322021484e-01,5.787420868873596191e-01,3.080227673053741455e-01,5.500398278236389160e-01,8.504973351955413818e-02,1.092893362045288086e+00
4.221735987812280655e-03,7.268115878105163574e-02,6.851947307586669922e-01,2.387801259756088257e-01,4.638126194477081299e-01,4.679718241095542908e-02,1.022280007600784302e-01
9.994345307350158691e-01,4.957744479179382324e-01,4.913563132286071777e-01,2.196768969297409058e-01,8.400537371635437012e-01,9.255954623222351074e-02,8.230459643527865410e-04
2.313785068690776825e-02,9.457160234451293945e-01,2.674106359481811523e-01,1.560291349887847900e-01,3.035834431648254395e-01,5.183982849121093750e-02,5.769563838839530945e-02
5.544522404670715332e-01,9.433938860893249512e-01,4.749725461006164551e-01,1.330035477876663208e-01,3.309973478317260742e-01,4.340896010398864746e-02,3.083480000495910645e-01
4.920519292354583740e-01,1.355911232531070709e-02,7.156851142644882202e-02,1.509293466806411743e-01,5.528391003608703613e-01,5.214484408497810364e-03,1.937763765454292297e-02
9.128519333899021149e-03,4.646302163600921631e-01,6.695140600204467773e-01,1.422763168811798096e-01,5.208291411399841309e-01,0.000000000000000000e+00,5.119491368532180786e-02
