evaluation,mape
2.000000000000000000e+00,5.711267710172019951e-01
1.000000000000000000e+01,5.653756917263641490e-01
2.000000000000000000e+01,2.955461562597811453e-01
3.000000000000000000e+01,2.303235661219365515e-01
4.000000000000000000e+01,2.876404583087533440e-01
5.000000000000000000e+01,2.788215340940609632e-01
6.000000000000000000e+01,1.591966242527765030e-01
7.000000000000000000e+01,1.611488626525672263e-01
8.000000000000000000e+01,1.616506172216742310e-01
9.000000000000000000e+01,1.450325689130940454e-01
1.000000000000000000e+02,1.072064062279229069e-01
