evaluation,mape
2.000000000000000000e+00,6.760673068050853107e-01
1.000000000000000000e+01,4.057154697708098001e-01
2.000000000000000000e+01,6.650055120420163002e-01
3.000000000000000000e+01,2.422782888620680364e-01
4.000000000000000000e+01,1.311817091157894410e-01
5.000000000000000000e+01,1.494525144765194158e-01
6.000000000000000000e+01,1.190167275053372747e-01
7.000000000000000000e+01,1.226994213331833866e-01
8.000000000000000000e+01,1.080151132328131397e-01
9.000000000000000000e+01,1.092157659276363907e-01
1.000000000000000000e+02,9.875469723220962892e-02
