controllable,controllable,controllable,environmental,controllable,environmental,output
1.769338399171829224e-01,1.518358737230300903e-01,5.149803757667541504e-01,9.153664112091064453e-02,3.237892389297485352e-01,4.712269902229309082e-01,-1.959953427314758301e+00
2.064716964960098267e-01,1.552004069089889526e-01,4.801260530948638916e-01,3.027523159980773926e-01,3.094057142734527588e-01,7.943368554115295410e-01,-2.855603456497192383e+00
1.855919063091278076e-01,1.517777889966964722e-01,5.047458410263061523e-01,1.236156895756721497e-01,3.181874454021453857e-01,5.974099040031433105e-01,-2.674134016036987305e+00
2.067114561796188354e-01,1.507702469825744629e-01,4.690178632736206055e-01,3.615376055240631104e-01,3.099738955497741699e-01,7.091524004936218262e-01,-3.045740365982055664e+00
1.806286573410034180e-01,1.569048017263412476e-01,5.173988342285156250e-01,6.584066897630691528e-02,3.202284574508666992e-01,6.822554469108581543e-01,-2.303297281265258789e+00
1.917023211717605591e-01,1.497587114572525024e-01,4.929443597793579102e-01,2.000406086444854736e-01,3.155380785465240479e-01,5.337152481079101562e-01,-2.818658828735351562e+00
1.941842883825302124e-01,1.509327888488769531e-01,4.914140105247497559e-01,1.875705420970916748e-01,3.142696321010589600e-01,6.397594809532165527e-01,-3.102808475494384766e+00
1.985270380973815918e-01,1.488890498876571655e-01,4.798848330974578857e-01,3.140301108360290527e-01,3.130326867103576660e-01,4.942042827606201172e-01,-2.657685995101928711e+00
2.089152485132217407e-01,1.565515249967575073e-01,4.791840910911560059e-01,3.986901342868804932e-01,3.084990382194519043e-01,8.023824691772460938e-01,-2.467799901962280273e+00
2.054021060466766357e-01,1.498647481203079224e-01,4.693830311298370361e-01,3.493686318397521973e-01,3.104954957962036133e-01,6.716471314430236816e-01,-3.158187389373779297e+00
1.759351193904876709e-01,2.087976485490798950e-01,5.817819237709045410e-01,6.743255071341991425e-03,3.119847774505615234e-01,8.309979438781738281e-01,-1.482013344764709473e+00
2.082952708005905151e-01,1.537176519632339478e-01,4.732239246368408203e-01,3.744367957115173340e-01,3.091033697128295898e-01,7.727214694023132324e-01,-2.748172283172607422e+00
1.892126649618148804e-01,1.681594699621200562e-01,5.254893302917480469e-01,1.027765721082687378e-01,3.136001527309417725e-01,8.065315485000610352e-01,-2.163378000259399414e+00
1.766211688518524170e-01,1.562119871377944946e-01,5.204712152481079102e-01,4.646480083465576172e-02,3.231651484966278076e-01,6.473855376243591309e-01,-2.178416252136230469e+00
1.903336197137832642e-01,1.500473618507385254e-01,4.956287145614624023e-01,1.825135648250579834e-01,3.161404728889465332e-01,5.420717597007751465e-01,-2.794358253479003906e+00
1.839177608489990234e-01,1.506131440401077271e-01,5.050560235977172852e-01,1.507822871208190918e-01,3.194299340248107910e-01,4.600944519042968750e-01,-2.177084684371948242e+00
1.898423731327056885e-01,1.503922790288925171e-01,4.968419969081878662e-01,1.702872067689895630e-01,3.162929415702819824e-01,5.643972158432006836e-01,-2.838068723678588867e+00
2.077794820070266724e-01,1.522683650255203247e-01,4.705999791622161865e-01,3.720569610595703125e-01,3.094551265239715576e-01,7.467862963676452637e-01,-2.874261617660522461e+00
2.058091759681701660e-01,1.512276977300643921e-01,4.718647301197052002e-01,3.239254057407379150e-01,3.101770281791687012e-01,7.208284735679626465e-01,-3.154661655426025391e+00
1.731600910425186157e-01,1.555005013942718506e-01,5.229856967926025391e-01,3.184770420193672180e-02,3.261031806468963623e-01,6.101626157760620117e-01,-2.049648284912109375e+00
