controllable,controllable,controllable,environmental,controllable,environmental,output
1.988236010074615479e-01,1.490021795034408569e-01,4.793386757373809814e-01,3.364049792289733887e-01,3.129820525646209717e-01,4.722760021686553955e-01,-2.450731515884399414e+00
1.865154504776000977e-01,1.504461020231246948e-01,5.010989904403686523e-01,1.932947188615798950e-01,3.181938529014587402e-01,4.026878476142883301e-01,-1.907288551330566406e+00
1.947344094514846802e-01,1.493596434593200684e-01,4.871382415294647217e-01,2.602421939373016357e-01,3.144622445106506348e-01,4.750677049160003662e-01,-2.560170888900756836e+00
1.953027993440628052e-01,1.491863876581192017e-01,4.862228035926818848e-01,2.515367567539215088e-01,3.141536414623260498e-01,5.115633606910705566e-01,-2.803902149200439453e+00
1.846328079700469971e-01,1.504925787448883057e-01,5.039698481559753418e-01,1.583299338817596436e-01,3.190420567989349365e-01,4.555137753486633301e-01,-2.177214384078979492e+00
2.030599862337112427e-01,1.517372727394104004e-01,4.780071973800659180e-01,2.685701847076416016e-01,3.109404444694519043e-01,7.196397185325622559e-01,-3.221750736236572266e+00
1.911606639623641968e-01,1.496936529874801636e-01,4.934165775775909424e-01,2.265238761901855469e-01,3.159624338150024414e-01,4.485042691230773926e-01,-2.324025869369506836e+00
1.893083155155181885e-01,1.506476104259490967e-01,4.980323910713195801e-01,1.614446938037872314e-01,3.165018856525421143e-01,5.763963460922241211e-01,-2.837660074234008789e+00
2.023096680641174316e-01,1.487659215927124023e-01,4.725246131420135498e-01,4.172093570232391357e-01,3.117741048336029053e-01,5.220732688903808594e-01,-2.389920234680175781e+00
1.789721101522445679e-01,1.558208614587783813e-01,5.176851749420166016e-01,6.048170477151870728e-02,3.215426802635192871e-01,6.556117534637451172e-01,-2.281808614730834961e+00
1.922314018011093140e-01,1.505795121192932129e-01,4.936798214912414551e-01,1.800658404827117920e-01,3.151741027832031250e-01,6.032579541206359863e-01,-3.009874820709228516e+00
1.724818050861358643e-01,1.535986959934234619e-01,5.216048955917358398e-01,4.301293566823005676e-02,3.271147906780242920e-01,5.401359796524047852e-01,-1.971879601478576660e+00
1.799539178609848022e-01,1.523640304803848267e-01,5.122544765472412109e-01,8.941234648227691650e-02,3.214872181415557861e-01,5.660540461540222168e-01,-2.363078832626342773e+00
1.759103536605834961e-01,1.524661183357238770e-01,5.167952179908752441e-01,7.246562093496322632e-02,3.244254887104034424e-01,5.166839957237243652e-01,-2.071507453918457031e+00
1.665481925010681152e-01,1.556342095136642456e-01,5.289206504821777344e-01,4.984122351743280888e-04,3.328742682933807373e-01,5.550318956375122070e-01,-1.737990498542785645e+00
1.971817910671234131e-01,1.495471298694610596e-01,4.838448464870452881e-01,2.418006360530853271e-01,3.133302927017211914e-01,5.871039628982543945e-01,-3.168283700942993164e+00
1.904280781745910645e-01,1.498170793056488037e-01,4.946059882640838623e-01,2.255076020956039429e-01,3.162539899349212646e-01,4.326700270175933838e-01,-2.201670408248901367e+00
1.792158186435699463e-01,1.597376763820648193e-01,5.222107172012329102e-01,5.064956098794937134e-02,3.206664025783538818e-01,7.067652940750122070e-01,-2.153253316879272461e+00
2.007011324167251587e-01,1.491360366344451904e-01,4.767019152641296387e-01,2.947387099266052246e-01,3.121720850467681885e-01,5.889944434165954590e-01,-3.191526889801025391e+00
1.882382184267044067e-01,1.499987840652465820e-01,4.983164966106414795e-01,1.906938254833221436e-01,3.172189891338348389e-01,4.607381522655487061e-01,-2.327116489410400391e+00
1.884249597787857056e-01,1.543759703636169434e-01,5.050565600395202637e-01,1.219455823302268982e-01,3.163112699985504150e-01,6.875705122947692871e-01,-2.700060367584228516e+00
2.013449668884277344e-01,1.486836224794387817e-01,4.743699431419372559e-01,3.537540137767791748e-01,3.120424449443817139e-01,5.327202677726745605e-01,-2.777510881423950195e+00
1.745044142007827759e-01,1.612152606248855591e-01,5.280057787895202637e-01,2.205010131001472473e-02,3.238563537597656250e-01,6.970789432525634766e-01,-1.960437178611755371e+00
1.932828277349472046e-01,1.520759314298629761e-01,4.947330653667449951e-01,1.693532615900039673e-01,3.144789636135101318e-01,6.679125428199768066e-01,-3.012708425521850586e+00
2.063644677400588989e-01,1.502646058797836304e-01,4.683826565742492676e-01,3.684785962104797363e-01,3.101537227630615234e-01,6.891585588455200195e-01,-3.049940824508666992e+00
1.925572752952575684e-01,1.552262604236602783e-01,5.011096000671386719e-01,1.470450311899185181e-01,3.142809271812438965e-01,7.249966859817504883e-01,-2.777146816253662109e+00
1.990151852369308472e-01,1.488814651966094971e-01,4.789057672023773193e-01,3.269248008728027344e-01,3.128679692745208740e-01,4.912155568599700928e-01,-2.608384132385253906e+00
1.874312311410903931e-01,1.524090021848678589e-01,5.032765269279479980e-01,1.278947144746780396e-01,3.171172738075256348e-01,6.351950168609619141e-01,-2.759323358535766602e+00
1.953982561826705933e-01,1.494763791561126709e-01,4.860063493251800537e-01,2.913517653942108154e-01,3.142847418785095215e-01,4.345152974128723145e-01,-2.245783805847167969e+00
1.977474987506866455e-01,1.497127562761306763e-01,4.819121062755584717e-01,3.451099395751953125e-01,3.135046660900115967e-01,4.230481982231140137e-01,-2.061268806457519531e+00
1.859688311815261841e-01,1.509347558021545410e-01,5.029761195182800293e-01,1.395739018917083740e-01,3.181470930576324463e-01,5.528971552848815918e-01,-2.629326343536376953e+00
1.840746700763702393e-01,1.597182601690292358e-01,5.176289081573486328e-01,7.959736883640289307e-02,3.176846504211425781e-01,7.313139438629150391e-01,-2.306349992752075195e+00
2.044100314378738403e-01,1.490934640169143677e-01,4.694816470146179199e-01,3.649575412273406982e-01,3.109274804592132568e-01,6.217432022094726562e-01,-3.057556629180908203e+00
1.994811892509460449e-01,1.503017991781234741e-01,4.792021214962005615e-01,4.095855355262756348e-01,3.130262196063995361e-01,4.193513393402099609e-01,-1.800400495529174805e+00
2.027833312749862671e-01,1.495774090290069580e-01,4.738438725471496582e-01,3.029122650623321533e-01,3.113604784011840820e-01,6.439091563224792480e-01,-3.294939756393432617e+00
2.062358558177947998e-01,1.497660428285598755e-01,4.675471782684326172e-01,3.994461894035339355e-01,3.102954328060150146e-01,6.648665070533752441e-01,-2.888753890991210938e+00
