evaluation,mape
2.000000000000000000e+00,7.281024897750029146e-01
1.000000000000000000e+01,7.283021936052540557e-01
2.000000000000000000e+01,6.284471329021951158e-01
3.000000000000000000e+01,6.537005139388711861e-01
4.000000000000000000e+01,6.731668625535346395e-01
5.000000000000000000e+01,3.554319127100164510e-01
6.000000000000000000e+01,3.576240498150650704e-01
7.000000000000000000e+01,3.633002372687178516e-01
8.000000000000000000e+01,3.333474402984022977e-01
9.000000000000000000e+01,3.335861518746189858e-01
1.000000000000000000e+02,3.509123061612051675e-01
