evaluation,mape
2.000000000000000000e+00,8.604968665027109553e-01
1.000000000000000000e+01,6.313948748032470748e-01
2.000000000000000000e+01,3.799541873462227715e-01
3.000000000000000000e+01,3.557411012365582215e-01
4.000000000000000000e+01,3.664658289077113440e-01
5.000000000000000000e+01,3.606669565189196125e-01
6.000000000000000000e+01,3.526720076383336733e-01
7.000000000000000000e+01,3.025078357930317541e-01
8.000000000000000000e+01,2.950443215272667286e-01
9.000000000000000000e+01,2.721205317448644467e-01
1.000000000000000000e+02,2.555357896514323657e-01
