evaluation,mape
2.000000000000000000e+00,6.907646087747122410e-01
1.000000000000000000e+01,4.972593681523589937e-01
2.000000000000000000e+01,1.540905169812300801e-01
3.000000000000000000e+01,7.492536072372081579e-02
4.000000000000000000e+01,2.525393956328928630e-02
5.000000000000000000e+01,2.728277070512817593e-02
6.000000000000000000e+01,1.903657074490201426e-02
7.000000000000000000e+01,1.364759450582598427e-02
8.000000000000000000e+01,1.227879167940127553e-02
9.000000000000000000e+01,1.182328148252467619e-02
1.000000000000000000e+02,1.188984636733517522e-02
