controllable,controllable,controllable,environmental,controllable,environmental,output
9.971724957022183311e-01,8.432660976241360684e-01,1.993916872045981004e-01,4.714382524170315225e-01,1.741544824869895036e-01,9.746351528319081581e-01,2.295796523326384259e-02
5.575324892997741699e-01,4.981108903884887695e-01,8.646362423896789551e-01,3.903972506523132324e-01,6.716109514236450195e-01,9.529991149902343750e-01,1.252161860466003418e-01
1.696814969182014465e-02,4.222978353500366211e-01,9.292147159576416016e-01,3.272207975387573242e-01,5.863217115402221680e-01,9.693544507026672363e-01,3.028843700885772705e-01
1.075788517482578754e-03,3.498606383800506592e-01,1.877374351024627686e-01,4.063648283481597900e-01,1.141699478030204773e-01,9.524919986724853516e-01,5.161616802215576172e-01
1.657950580120086670e-01,1.026144549250602722e-01,5.675688385963439941e-02,3.777305483818054199e-01,1.125554442405700684e-01,9.230650067329406738e-01,7.343869209289550781e-01
1.228692493699491206e-16,0.000000000000000000e+00,1.000000000000000000e+00,4.169901907444000244e-01,1.000000000000000000e+00,9.495375752449035645e-01,5.524486303329467773e-03
2.175645828247070312e-01,9.594837427139282227e-01,1.591968387365341187e-01,3.618001937866210938e-01,6.427731854115797055e-18,9.584684967994689941e-01,2.779355831444263458e-02
5.551115123125782702e-17,9.280423180618645683e-17,1.000000000000000000e+00,2.961308956146240234e-01,0.000000000000000000e+00,9.304030537605285645e-01,2.531423270702362061e-01
2.514110412448644638e-03,1.463817525655031204e-02,6.938893903907228378e-18,2.475075870752334595e-01,0.000000000000000000e+00,9.788737297058105469e-01,1.799499243497848511e-01
7.074708938598632812e-01,3.093165755271911621e-01,4.473073780536651611e-01,2.879481315612792969e-01,6.031219288706779480e-02,9.465699195861816406e-01,3.500505387783050537e-01
3.480867743492126465e-01,0.000000000000000000e+00,9.719407558441162109e-01,3.011287450790405273e-01,1.186603307723999023e-01,9.414273500442504883e-01,5.704905986785888672e-01
0.000000000000000000e+00,1.322567462921142578e-01,0.000000000000000000e+00,3.466313183307647705e-01,1.013318896293640137e-01,9.784783720970153809e-01,4.490085542201995850e-01
1.000000000000000000e+00,3.912764787673950195e-02,0.000000000000000000e+00,4.010723233222961426e-01,1.113990098237991333e-01,1.000000000000000000e+00,7.666452229022979736e-02
1.825793236494064331e-01,1.354090030537876007e-16,1.435898193119370444e-16,3.764457702636718750e-01,1.295330077409744263e-01,9.698683619499206543e-01,5.848893523216247559e-01
