controllable,controllable,controllable,environmental,controllable,environmental,output
4.010990858078002930e-01,8.608127832412719727e-01,5.422223806381225586e-01,6.006922125816345215e-01,2.964962720870971680e-01,3.196743130683898926e-01,-1.108258247375488281e+00
1.953551173210144043e-01,1.494937092065811157e-01,4.860813021659851074e-01,2.911887168884277344e-01,3.142973780632019043e-01,4.336470663547515869e-01,-2.239101648330688477e+00
1.880159974098205566e-01,1.523762941360473633e-01,5.001435875892639160e-01,2.345353215932846069e-01,3.179671168327331543e-01,3.163008391857147217e-01,-1.326991677284240723e+00
1.583540588617324829e-01,1.589221507310867310e-01,5.363743901252746582e-01,1.825165748596191406e-02,3.477812111377716064e-01,1.683399975299835205e-01,-3.431718051433563232e-01
1.999639272689819336e-01,1.578297168016433716e-01,4.853668212890625000e-01,5.166704058647155762e-01,3.141592741012573242e-01,3.596223592758178711e-01,-9.707725644111633301e-01
1.686596721410751343e-01,1.532878577709197998e-01,5.248576998710632324e-01,4.375464841723442078e-02,3.310444951057434082e-01,4.236355125904083252e-01,-1.470227122306823730e+00
1.918024420738220215e-01,1.591270565986633301e-01,4.994660317897796631e-01,2.760116457939147949e-01,3.177344202995300293e-01,2.456548660993576050e-01,-8.846933245658874512e-01
4.002864956855773926e-01,8.563753962516784668e-01,5.342493653297424316e-01,3.201406300067901611e-01,2.997214496135711670e-01,2.056252360343933105e-01,-1.212587714195251465e+00
1.894085854291915894e-01,1.539355218410491943e-01,4.991643428802490234e-01,2.539798319339752197e-01,3.176524043083190918e-01,2.913608551025390625e-01,-1.165427088737487793e+00
4.041486382484436035e-01,8.792636394500732422e-01,6.877636909484863281e-01,5.752815604209899902e-01,2.371263355016708374e-01,1.874907016754150391e-01,-2.359704732894897461e+00
4.028142094612121582e-01,8.722440600395202637e-01,5.871847867965698242e-01,6.859213709831237793e-01,2.812460958957672119e-01,3.049756586551666260e-01,-1.069460749626159668e+00
1.886638551950454712e-01,1.499715447425842285e-01,4.975709021091461182e-01,2.010938227176666260e-01,3.170510530471801758e-01,4.436315298080444336e-01,-2.232848882675170898e+00
4.040963947772979736e-01,8.789495229721069336e-01,6.809905171394348145e-01,5.411264896392822266e-01,2.406223714351654053e-01,1.760694235563278198e-01,-2.445216178894042969e+00
4.008572399616241455e-01,8.587164878845214844e-01,5.361391305923461914e-01,4.052121639251708984e-01,2.975561320781707764e-01,2.401830703020095825e-01,-1.444316267967224121e+00
1.996044218540191650e-01,1.525184959173202515e-01,4.811084568500518799e-01,4.624178707599639893e-01,3.133685886859893799e-01,3.909268975257873535e-01,-1.376822829246520996e+00
4.016370177268981934e-01,8.664483428001403809e-01,5.633120536804199219e-01,7.380751371383666992e-01,2.932505905628204346e-01,3.534862101078033447e-01,-6.338667273521423340e-01
1.926866471767425537e-01,1.597881019115447998e-01,4.991544485092163086e-01,6.657053828239440918e-01,3.172168135643005371e-01,4.123071134090423584e-01,-5.195468664169311523e-01
4.025093615055084229e-01,8.693057894706726074e-01,5.697176456451416016e-01,4.129160642623901367e-01,2.863825559616088867e-01,2.017240971326828003e-01,-1.753218412399291992e+00
1.741894185543060303e-01,1.546150892972946167e-01,5.192820429801940918e-01,1.223444193601608276e-01,3.269323706626892090e-01,2.536594271659851074e-01,-7.954700589179992676e-01
1.981620043516159058e-01,1.577446162700653076e-01,4.882842600345611572e-01,3.758451342582702637e-01,3.148339986801147461e-01,3.000415563583374023e-01,-1.110108733177185059e+00
1.969614923000335693e-01,1.513632833957672119e-01,4.848542213439941406e-01,3.533210158348083496e-01,3.141151964664459229e-01,3.711231648921966553e-01,-1.648166537284851074e+00
1.997704505920410156e-01,1.493771672248840332e-01,4.778198003768920898e-01,3.866580426692962646e-01,3.127548694610595703e-01,4.504634141921997070e-01,-2.114554405212402344e+00
4.041321873664855957e-01,8.792197704315185547e-01,6.866003870964050293e-01,5.927284359931945801e-01,2.374742627143859863e-01,1.958229094743728638e-01,-2.269036531448364258e+00
1.748013794422149658e-01,1.522356718778610229e-01,5.174621939659118652e-01,1.021183505654335022e-01,3.256047964096069336e-01,3.686166703701019287e-01,-1.395362854003906250e+00
4.030543863773345947e-01,8.726179003715515137e-01,5.905078649520874023e-01,5.258226394653320312e-01,2.788603007793426514e-01,2.346101403236389160e-01,-1.865728020668029785e+00
