controllable,controllable,dynamic,controllable,controllable,controllable,output
2.414964693634579218e-01,8.961487629272238964e-01,5.188421164045694534e-01,2.332715660900597232e-02,4.626275669911361632e-01,6.422269925597116069e-01,2.681774668297608466e-01
1.000000000000000000e+00,0.000000000000000000e+00,4.796821773052215576e-01,1.000000000000000000e+00,7.647936344146728516e-01,0.000000000000000000e+00,5.552245056605897844e-06
2.508611083030700684e-01,8.908814191818237305e-01,4.531826972961425781e-01,3.176217526197433472e-02,4.789597690105438232e-01,6.396814584732055664e-01,2.510111629962921143e-01
0.000000000000000000e+00,1.000000000000000000e+00,4.103755652904510498e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.266846299171447754e-01,3.742895275354385376e-02
8.542530536651611328e-01,7.743037939071655273e-01,3.779373168945312500e-01,2.766618691384792328e-02,8.477953076362609863e-01,6.463956087827682495e-02,4.536736290901899338e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.416112363338470459e-01,6.110857725143432617e-01,1.000000000000000000e+00,6.553254723548889160e-01,9.217025339603424072e-02
1.000000000000000000e+00,1.000000000000000000e+00,3.245718181133270264e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.422739624977111816e-01,1.305748592130839825e-04
2.082015722990036011e-01,0.000000000000000000e+00,3.322545886039733887e-01,6.520432829856872559e-01,1.000000000000000000e+00,5.590629577636718750e-01,8.293990790843963623e-02
2.148414850234985352e-01,3.736933693289756775e-02,3.049320876598358154e-01,0.000000000000000000e+00,4.217166081070899963e-02,7.421645522117614746e-02,3.656600788235664368e-02
2.444817423820495605e-01,1.000000000000000000e+00,2.660229504108428955e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.604457497596740723e-01,2.881759032607078552e-02
5.322633385658264160e-01,6.619701981544494629e-01,2.303449958562850952e-01,6.014566421508789062e-01,9.651966094970703125e-01,8.788720965385437012e-01,2.528784098103642464e-03
0.000000000000000000e+00,4.896069765090942383e-01,1.873749494552612305e-01,8.001981973648071289e-01,1.000000000000000000e+00,1.236576810479164124e-01,2.922524698078632355e-02
7.460193634033203125e-01,6.626383960247039795e-02,2.338221818208694458e-01,5.774408578872680664e-01,1.242021620273590088e-01,9.665892124176025391e-01,1.584494560956954956e-01
2.868984639644622803e-01,7.591806054115295410e-01,1.857450455427169800e-01,1.573799848556518555e-01,3.154477179050445557e-01,1.000000000000000000e+00,2.641479074954986572e-01
6.008033156394958496e-01,3.567247390747070312e-01,1.904677152633666992e-01,1.413583308458328247e-01,8.152329921722412109e-01,9.905757904052734375e-01,9.381764568388462067e-03
6.227153912186622620e-02,7.011125087738037109e-01,2.009758651256561279e-01,1.087106838822364807e-01,5.543753504753112793e-01,4.440776109695434570e-01,1.897828876972198486e-01
3.020641207695007324e-01,9.051748514175415039e-01,1.550303399562835693e-01,1.740267276763916016e-01,5.976588129997253418e-01,4.790833592414855957e-01,9.747533500194549561e-02
2.785625457763671875e-01,1.629357933998107910e-01,1.990574598312377930e-01,5.787209868431091309e-01,8.887168765068054199e-01,8.279778957366943359e-01,2.169089391827583313e-02
1.644863933324813843e-01,1.956257820129394531e-01,2.149983942508697510e-01,2.725498974323272705e-01,5.758615136146545410e-01,8.058177232742309570e-01,7.577309608459472656e-01
5.054525136947631836e-01,3.112322688102722168e-01,1.872764229774475098e-01,7.524064779281616211e-01,7.340373992919921875e-01,5.410541296005249023e-01,1.647926494479179382e-02
6.920827031135559082e-01,7.791859507560729980e-01,1.811808198690414429e-01,6.859228014945983887e-01,8.169702887535095215e-01,3.179522156715393066e-01,1.980194747447967529e-01
3.724430203437805176e-01,9.839243888854980469e-01,2.124797105789184570e-01,2.077627032995223999e-01,3.665775060653686523e-01,6.138941049575805664e-01,2.141524553298950195e-01
2.105510830879211426e-01,3.390460014343261719e-01,1.777879893779754639e-01,2.468916177749633789e-01,1.752124130725860596e-01,8.193781375885009766e-01,1.542955279350280762e+00
7.773324847221374512e-01,4.509812593460083008e-01,1.587409675121307373e-01,7.451644539833068848e-01,1.761083751916885376e-01,5.113435983657836914e-01,6.726580113172531128e-02
1.957233250141143799e-01,9.303154945373535156e-01,1.957513540983200073e-01,8.033484220504760742e-01,3.497178480029106140e-02,8.862189054489135742e-01,5.031675100326538086e-03
5.195741057395935059e-01,0.000000000000000000e+00,2.432950437068939209e-01,2.473688125610351562e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.801298260688781738e-01
4.853706657886505127e-01,7.896474599838256836e-01,2.283159494400024414e-01,3.310746252536773682e-01,3.218667805194854736e-01,8.320298790931701660e-02,1.439425110816955566e+00
0.000000000000000000e+00,1.000000000000000000e+00,2.733613550662994385e-01,3.732388317584991455e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.150548681616783142e-01
9.205601215362548828e-01,3.154230415821075439e-01,2.432512491941452026e-01,3.092717528343200684e-01,9.124400615692138672e-01,2.987188994884490967e-01,1.006989623419940472e-03
