controllable,controllable,dynamic,controllable,controllable,controllable,output
6.044413010836636735e-01,8.334427679574146763e-01,7.487550930166182450e-01,7.713523087001056266e-01,1.591257079854044854e-01,1.406374566715229424e-02,1.071106051761159250e+00
6.884464621543884277e-01,1.720954030752182007e-01,7.201535701751708984e-01,7.880084961652755737e-02,8.877453804016113281e-01,9.814655780792236328e-01,1.298974268138408661e-02
6.493107676506042480e-01,8.322084546089172363e-01,6.777713894844055176e-01,7.987217903137207031e-01,1.668267995119094849e-01,4.090628772974014282e-02,6.842600107192993164e-01
1.092476844787597656e-01,8.470841050148010254e-01,6.313737630844116211e-01,4.692031741142272949e-01,7.410883158445358276e-02,0.000000000000000000e+00,6.346455812454223633e-01
4.159955924014531882e-19,1.000000000000000000e+00,6.478877663612365723e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.272235974669456482e-02
0.000000000000000000e+00,0.000000000000000000e+00,6.657307147979736328e-01,0.000000000000000000e+00,1.000000000000000000e+00,3.964152038097381592e-01,4.468153119087219238e-01
9.465050101280212402e-01,4.890681058168411255e-02,6.780883073806762695e-01,8.345389366149902344e-02,9.534662365913391113e-01,8.378248661756515503e-02,1.455614401493221521e-04
0.000000000000000000e+00,0.000000000000000000e+00,7.022833228111267090e-01,0.000000000000000000e+00,3.406237661838531494e-01,1.000000000000000000e+00,5.274820923805236816e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.876548528671264648e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.322497874498367310e-01
0.000000000000000000e+00,0.000000000000000000e+00,7.240360975265502930e-01,1.000000000000000000e+00,2.657572329044342041e-01,0.000000000000000000e+00,9.735358180478215218e-04
1.886576563119888306e-01,8.266370296478271484e-01,7.197026610374450684e-01,4.044290482997894287e-01,5.184103250503540039e-01,0.000000000000000000e+00,1.028484463691711426e+00
0.000000000000000000e+00,7.860446572303771973e-01,6.775137782096862793e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.177197486162185669e-01
1.940370798110961914e-01,9.805729985237121582e-01,7.049081921577453613e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.203470960259437561e-02
1.000000000000000000e+00,8.430540561676025391e-01,6.940544843673706055e-01,1.204923912882804871e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.349899732507765293e-04
3.876946270465850830e-01,8.515550494194030762e-01,7.426820993423461914e-01,5.863565802574157715e-01,4.208682477474212646e-01,0.000000000000000000e+00,3.063606500625610352e+00
4.691551625728607178e-01,8.514117002487182617e-01,7.388762831687927246e-01,6.171530485153198242e-01,5.080340504646301270e-01,3.205739194527268410e-03,2.810257911682128906e+00
1.000000000000000000e+00,0.000000000000000000e+00,6.926301121711730957e-01,5.892336368560791016e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.787054108921438456e-04
3.314044773578643799e-01,1.000000000000000000e+00,6.717259287834167480e-01,6.161062121391296387e-01,3.727110922336578369e-01,0.000000000000000000e+00,2.499742031097412109e+00
8.220409750938415527e-01,1.278880238533020020e-01,6.746696829795837402e-01,5.731396079063415527e-01,4.542455077171325684e-01,0.000000000000000000e+00,9.668235667049884796e-03
1.000000000000000000e+00,8.370999693870544434e-01,7.086187601089477539e-01,5.911384224891662598e-01,1.000000000000000000e+00,1.000000000000000000e+00,2.413976908428594470e-04
4.101553857326507568e-01,2.875111438333988190e-02,7.492948770523071289e-01,6.324287652969360352e-01,9.698998183012008667e-02,0.000000000000000000e+00,1.888948120176792145e-02
3.916133046150207520e-01,8.133033514022827148e-01,7.768837213516235352e-01,6.116501688957214355e-01,3.907698690891265869e-01,0.000000000000000000e+00,2.946231842041015625e+00
4.076771736145019531e-01,9.145048856735229492e-01,7.620457410812377930e-01,7.626676559448242188e-01,3.608304262161254883e-01,3.407844575121998787e-03,2.174531698226928711e+00
