evaluation,mae
2.000000000000000000e+00,2.659996819496154963e+00
1.000000000000000000e+01,2.603881826400757049e+00
2.000000000000000000e+01,2.417122415304183924e+00
3.000000000000000000e+01,4.429667472839355358e-01
4.000000000000000000e+01,3.859329223632812500e-02
5.000000000000000000e+01,4.055016517639160184e-02
6.000000000000000000e+01,3.881664276123046597e-02
7.000000000000000000e+01,4.331168174743652011e-02
8.000000000000000000e+01,4.304130554199218917e-02
9.000000000000000000e+01,3.522953033447265292e-02
1.000000000000000000e+02,3.503157615661620788e-02
