evaluation,mae
2.000000000000000000e+00,3.016035849452018525e+00
1.000000000000000000e+01,1.534080843925476056e+00
2.000000000000000000e+01,4.145317459106445113e-01
3.000000000000000000e+01,8.411529541015624889e-02
4.000000000000000000e+01,1.100465774536132750e-02
5.000000000000000000e+01,8.949909210205077986e-03
6.000000000000000000e+01,9.878034591674805451e-03
7.000000000000000000e+01,9.440383911132811667e-03
8.000000000000000000e+01,6.184349060058593958e-03
9.000000000000000000e+01,5.178480148315429445e-03
1.000000000000000000e+02,7.299995422363281597e-04
