evaluation,mae
2.000000000000000000e+00,2.851208254098892336e+00
1.000000000000000000e+01,2.611997940540313756e+00
2.000000000000000000e+01,1.568841962814331081e+00
3.000000000000000000e+01,1.094569625854492134e+00
4.000000000000000000e+01,1.444774458408355722e+00
5.000000000000000000e+01,5.722462844848632546e-01
6.000000000000000000e+01,2.928414630889892845e-01
7.000000000000000000e+01,2.486355209350585849e-01
8.000000000000000000e+01,2.676580905914306419e-01
9.000000000000000000e+01,2.479471683502197377e-01
1.000000000000000000e+02,2.501944637298583740e-01
