evaluation,mae
2.000000000000000000e+00,3.091496578454971278e+00
1.000000000000000000e+01,2.848649774789810074e+00
2.000000000000000000e+01,1.094283990859985289e+00
3.000000000000000000e+01,7.075575828552245483e-02
4.000000000000000000e+01,6.844786643981932983e-02
5.000000000000000000e+01,6.744523048400878629e-02
6.000000000000000000e+01,6.680609703063965232e-02
7.000000000000000000e+01,6.657052993774413563e-02
8.000000000000000000e+01,6.676796913146972046e-02
9.000000000000000000e+01,6.653695106506347934e-02
1.000000000000000000e+02,6.276549339294433538e-02
