evaluation,mae
2.000000000000000000e+00,3.120875554382800843e+00
1.000000000000000000e+01,3.063909191489219808e+00
2.000000000000000000e+01,1.046869087219238326e+00
3.000000000000000000e+01,2.684955787658691584e-01
4.000000000000000000e+01,2.654810047149658292e-01
5.000000000000000000e+01,2.648406982421874778e-01
6.000000000000000000e+01,2.915440177917480447e-01
7.000000000000000000e+01,2.855039596557616965e-01
8.000000000000000000e+01,2.909877967834472723e-01
9.000000000000000000e+01,2.888222312927246072e-01
1.000000000000000000e+02,2.883704471588134921e-01
