evaluation,mae
2.000000000000000000e+00,3.143347722589969528e+00
1.000000000000000000e+01,3.044954290986061185e+00
2.000000000000000000e+01,2.854843748807907033e+00
3.000000000000000000e+01,3.201721668243407981e-01
4.000000000000000000e+01,4.590673446655273160e-02
5.000000000000000000e+01,2.763923072814941650e-01
6.000000000000000000e+01,2.799727535247802934e-01
7.000000000000000000e+01,2.943461418151855358e-01
8.000000000000000000e+01,2.826481342315673717e-01
9.000000000000000000e+01,2.834872817993164262e-01
1.000000000000000000e+02,2.990474319458008012e-01
