controllable,controllable,dynamic,controllable,controllable,controllable,output
8.565417796758726388e-01,4.132304318157956624e-01,9.678006581975303613e-01,3.563997507659356634e-01,5.282658958583672515e-01,7.106313734593004972e-01,2.159695026082461555e-01
0.000000000000000000e+00,1.000000000000000000e+00,9.752705097198486328e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.829670533537864685e-02
7.889732122421264648e-01,5.915072560310363770e-01,9.667887091636657715e-01,4.428228735923767090e-01,3.813673853874206543e-01,7.365937232971191406e-01,3.414575755596160889e-01
5.844580531120300293e-01,1.000000000000000000e+00,9.508790373802185059e-01,7.045281529426574707e-01,0.000000000000000000e+00,8.152923583984375000e-01,2.002041973173618317e-02
1.204484775662422180e-01,8.989078998565673828e-01,9.881829619407653809e-01,5.682516694068908691e-01,3.816698193550109863e-01,1.105412766337394714e-01,7.522956728935241699e-01
1.290707886219024658e-01,8.605622649192810059e-01,1.000000000000000000e+00,4.485158622264862061e-01,3.816780149936676025e-01,1.690500378608703613e-01,6.073526144027709961e-01
2.374543994665145874e-01,9.368008375167846680e-01,1.000000000000000000e+00,6.802691817283630371e-01,3.816573321819305420e-01,3.745508491992950439e-01,3.700054287910461426e-01
7.604345679283142090e-02,1.000000000000000000e+00,1.000000000000000000e+00,9.391240477561950684e-01,3.816336095333099365e-01,0.000000000000000000e+00,1.174093559384346008e-01
0.000000000000000000e+00,2.602502107620239258e-01,1.000000000000000000e+00,5.424330830574035645e-01,3.799009621143341064e-01,0.000000000000000000e+00,2.551595494151115417e-02
0.000000000000000000e+00,8.889583945274353027e-01,1.000000000000000000e+00,7.051467895507812500e-01,3.899642229080200195e-01,0.000000000000000000e+00,1.626205444335937500e-01
3.770461678504943848e-01,9.583856463432312012e-01,9.823597073554992676e-01,5.269296169281005859e-01,3.731859326362609863e-01,4.219094812870025635e-01,4.196728467941284180e-01
1.000000000000000000e+00,9.196916222572326660e-01,9.565564990043640137e-01,5.293064713478088379e-01,3.816883265972137451e-01,1.417927443981170654e-01,8.335499092936515808e-03
2.993242442607879639e-01,2.765611708164215088e-01,9.117336869239807129e-01,3.622259795665740967e-01,9.755693674087524414e-01,7.198124527931213379e-01,4.836746305227279663e-02
7.014520168304443359e-01,1.830142550170421600e-02,8.937727212905883789e-01,9.922064542770385742e-01,3.357029855251312256e-01,4.090881049633026123e-01,4.919171798974275589e-03
9.903340041637420654e-02,8.919472694396972656e-01,8.617060184478759766e-01,4.899953007698059082e-01,3.108319044113159180e-01,1.794500052928924561e-01,4.874219596385955811e-01
2.230278700590133667e-01,8.017932176589965820e-01,8.520287871360778809e-01,5.582813024520874023e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.565394282341003418e+00
1.068241074681282043e-01,8.404613137245178223e-01,8.598706126213073730e-01,3.949263691902160645e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.598564505577087402e-01
7.327679395675659180e-01,7.439705133438110352e-01,8.103572726249694824e-01,7.496696710586547852e-01,9.650440216064453125e-01,8.496228605508804321e-03,2.970402836799621582e-01
2.605625987052917480e-01,7.838538885116577148e-01,7.606616616249084473e-01,5.635876655578613281e-01,9.380569458007812500e-01,0.000000000000000000e+00,1.900900006294250488e+00
3.037718832492828369e-01,8.172541856765747070e-01,7.165536880493164062e-01,2.614586353302001953e-01,1.000000000000000000e+00,1.017724443227052689e-02,8.989303112030029297e-01
3.104034364223480225e-01,8.074415922164916992e-01,7.368029356002807617e-01,5.916342139244079590e-01,8.517339825630187988e-01,0.000000000000000000e+00,2.430620431900024414e+00
3.616809546947479248e-01,8.794766664505004883e-01,7.782431840896606445e-01,6.331942081451416016e-01,7.544788122177124023e-01,0.000000000000000000e+00,2.814672470092773438e+00
3.932821750640869141e-01,1.000000000000000000e+00,8.028136491775512695e-01,6.646113991737365723e-01,3.842425048351287842e-01,0.000000000000000000e+00,2.564625263214111328e+00
3.910190761089324951e-01,9.557710886001586914e-01,8.459497094154357910e-01,6.645261049270629883e-01,9.730811119079589844e-01,0.000000000000000000e+00,2.562696218490600586e+00
3.666194975376129150e-01,0.000000000000000000e+00,8.138104677200317383e-01,6.064276695251464844e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.091539487242698669e-02
3.791324496269226074e-01,8.581712841987609863e-01,8.371387124061584473e-01,6.345678567886352539e-01,1.488849818706512451e-01,0.000000000000000000e+00,2.977320432662963867e+00
3.808319568634033203e-01,8.351806998252868652e-01,8.176831007003784180e-01,6.783779263496398926e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.733492374420166016e+00
3.988622128963470459e-01,8.733058571815490723e-01,8.261595368385314941e-01,5.897144675254821777e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.120965480804443359e+00
4.198201894760131836e-01,8.585527539253234863e-01,8.254083991050720215e-01,5.791591405868530273e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.105015516281127930e+00
4.044265449047088623e-01,8.774519562721252441e-01,8.378534317016601562e-01,5.814560055732727051e-01,0.000000000000000000e+00,3.402070328593254089e-02,3.194134235382080078e+00
4.055277407169342041e-01,8.564375042915344238e-01,8.186832070350646973e-01,5.825726389884948730e-01,0.000000000000000000e+00,4.767173528671264648e-02,3.173391342163085938e+00
4.077114462852478027e-01,9.003242254257202148e-01,8.456759452819824219e-01,5.672155022621154785e-01,0.000000000000000000e+00,4.272399097681045532e-02,3.186461448669433594e+00
4.137625098228454590e-01,8.923347592353820801e-01,8.424571752548217773e-01,5.882705450057983398e-01,0.000000000000000000e+00,4.224091395735740662e-02,3.183458089828491211e+00
4.016481041908264160e-01,8.847332000732421875e-01,8.895330429077148438e-01,5.774561762809753418e-01,0.000000000000000000e+00,3.840916231274604797e-02,3.196332693099975586e+00
4.048254787921905518e-01,8.834105134010314941e-01,9.144287705421447754e-01,5.767053365707397461e-01,0.000000000000000000e+00,3.819716349244117737e-02,3.196756362915039062e+00
4.092901647090911865e-01,8.818625807762145996e-01,9.138895273208618164e-01,5.734704136848449707e-01,2.456021755933761597e-01,3.963654488325119019e-02,3.197060585021972656e+00
4.069888889789581299e-01,8.823005557060241699e-01,9.306293129920959473e-01,5.751171708106994629e-01,9.933448582887649536e-02,3.801524266600608826e-02,3.201383829116821289e+00
4.019400179386138916e-01,8.861038088798522949e-01,8.918750286102294922e-01,5.774824619293212891e-01,1.930405348539352417e-01,3.976713493466377258e-02,3.200556755065917969e+00
4.058594703674316406e-01,8.834183812141418457e-01,8.504693508148193359e-01,5.725241303443908691e-01,1.828609257936477661e-01,3.752209618687629700e-02,3.202288866043090820e+00
4.050796926021575928e-01,8.839726448059082031e-01,8.144882917404174805e-01,5.738081932067871094e-01,1.713816374540328979e-01,3.770780190825462341e-02,3.202590465545654297e+00
4.080862402915954590e-01,8.811420202255249023e-01,8.342256546020507812e-01,5.682670474052429199e-01,1.531702280044555664e-01,3.778829798102378845e-02,3.201336622238159180e+00
6.127120256423950195e-01,8.420203328132629395e-01,8.521227240562438965e-01,4.234983325004577637e-01,2.305893450975418091e-01,1.819501668214797974e-01,9.287916421890258789e-01
4.889219999313354492e-01,6.065518260002136230e-01,8.377310633659362793e-01,5.246638059616088867e-01,6.148610711097717285e-01,8.037423342466354370e-02,1.436301112174987793e+00
9.758036136627197266e-01,8.656046390533447266e-01,8.826518654823303223e-01,9.987916350364685059e-01,4.495404064655303955e-01,9.427201151847839355e-01,5.023201555013656616e-02
4.664423465728759766e-01,8.058640360832214355e-01,8.686114549636840820e-01,6.045119762420654297e-01,3.445818126201629639e-01,1.566030681133270264e-01,2.332481861114501953e+00
1.909931004047393799e-01,5.782404169440269470e-02,8.726705908775329590e-01,9.784135818481445312e-01,3.201686441898345947e-01,9.625698328018188477e-01,2.203625887632369995e-01
4.005443155765533447e-01,8.837977647781372070e-01,8.926571011543273926e-01,5.754653215408325195e-01,1.487365365028381348e-01,4.086056724190711975e-02,3.201497554779052734e+00
8.692038059234619141e-01,1.962172100320458412e-03,8.988033533096313477e-01,8.567954301834106445e-01,7.756776213645935059e-01,9.940912723541259766e-01,5.285778548568487167e-03
9.085146188735961914e-01,1.147850677371025085e-01,8.896759152412414551e-01,1.082673743367195129e-01,1.438147127628326416e-01,1.340846419334411621e-01,2.298364974558353424e-02
3.334578275680541992e-01,9.743768572807312012e-01,8.865358829498291016e-01,4.197227358818054199e-01,2.141557186841964722e-01,1.434056903235614300e-03,2.122682809829711914e+00
6.534359455108642578e-01,8.385714888572692871e-01,9.269688129425048828e-01,8.106751739978790283e-02,2.917693853378295898e-01,9.699559211730957031e-01,1.801864206790924072e-01
4.877901077270507812e-01,9.735235571861267090e-01,9.201957583427429199e-01,5.939804315567016602e-01,2.966106235980987549e-01,1.173345595598220825e-01,2.426630258560180664e+00
1.037521380931138992e-02,7.652246952056884766e-01,8.911569714546203613e-01,1.361336652189493179e-02,3.215009272098541260e-01,9.892055988311767578e-01,3.083562850952148438e-01
5.391342043876647949e-01,9.639281630516052246e-01,8.670234680175781250e-01,9.449074864387512207e-01,4.718570113182067871e-01,2.346600741147994995e-01,3.252261877059936523e-01
8.375553786754608154e-02,8.345649242401123047e-01,8.810172677040100098e-01,8.963701128959655762e-01,4.703316092491149902e-01,9.845013022422790527e-01,6.621354818344116211e-02
3.904226794838905334e-02,3.818742930889129639e-02,8.874397873878479004e-01,6.151520088315010071e-02,9.472991824150085449e-01,8.821407556533813477e-01,6.745135039091110229e-02
1.110894978046417236e-02,2.638703584671020508e-01,8.688507080078125000e-01,8.860039710998535156e-01,6.630195677280426025e-02,4.586365818977355957e-01,3.092777915298938751e-02
7.216742038726806641e-01,3.130334615707397461e-02,8.823474645614624023e-01,2.380565181374549866e-02,1.254915446043014526e-01,7.814733982086181641e-01,3.601486682891845703e-01
4.184829890727996826e-01,9.028550982475280762e-01,8.785632848739624023e-01,4.375497102737426758e-01,9.686136841773986816e-01,1.823296248912811279e-01,1.832577824592590332e+00
3.604632019996643066e-01,1.075162291526794434e-01,9.128602743148803711e-01,6.846513599157333374e-02,1.441823989152908325e-01,2.552937269210815430e-01,1.870132237672805786e-01
3.382424116134643555e-01,9.405342340469360352e-01,9.038279652595520020e-01,6.370565891265869141e-01,3.606703579425811768e-01,1.123072281479835510e-01,2.561290025711059570e+00
4.819755554199218750e-01,9.995692372322082520e-01,9.480738043785095215e-01,4.094857573509216309e-01,3.816680610179901123e-01,7.083888351917266846e-02,1.936363458633422852e+00
5.139548182487487793e-01,9.280591607093811035e-01,9.829546213150024414e-01,5.816195011138916016e-01,7.579252123832702637e-01,2.468681894242763519e-02,2.455017805099487305e+00
2.378151752054691315e-02,9.752739667892456055e-01,9.536620378494262695e-01,3.878338262438774109e-02,1.190632283687591553e-01,4.055978059768676758e-01,2.746783569455146790e-02
9.175654649734497070e-01,9.035708904266357422e-01,9.796648025512695312e-01,4.280984029173851013e-02,4.868070483207702637e-01,5.695893764495849609e-01,1.637517102062702179e-02
3.955689668655395508e-01,9.505439400672912598e-01,9.949971437454223633e-01,5.506267547607421875e-01,2.072239220142364502e-01,1.240119561553001404e-01,2.763592720031738281e+00
9.514864087104797363e-01,4.498026333749294281e-03,1.000000000000000000e+00,8.672126531600952148e-01,6.952146887779235840e-01,4.946768283843994141e-02,5.443119880510494113e-05
3.418027162551879883e-01,2.599780559539794922e-01,1.000000000000000000e+00,9.812513589859008789e-01,9.531944990158081055e-01,8.115573227405548096e-02,2.335367351770401001e-02
9.887782335281372070e-01,7.220869660377502441e-01,9.875614047050476074e-01,8.840480819344520569e-03,6.738037467002868652e-01,3.173758089542388916e-02,4.689394263550639153e-04
9.651218056678771973e-01,2.625837028026580811e-01,9.455716609954833984e-01,1.059371232986450195e-01,8.126779198646545410e-01,9.725819230079650879e-01,1.397097110748291016e-02
3.753824234008789062e-01,8.475923538208007812e-01,9.496788382530212402e-01,5.910051465034484863e-01,1.039090901613235474e-01,4.361984319984912872e-03,3.065396785736083984e+00
4.119996726512908936e-01,9.165822267532348633e-01,9.309898018836975098e-01,4.920203089714050293e-01,5.104606226086616516e-02,1.815575174987316132e-02,2.944335699081420898e+00
4.894030988216400146e-01,4.280040264129638672e-01,9.354650378227233887e-01,9.783706068992614746e-01,6.553744673728942871e-01,9.507029652595520020e-01,7.945910096168518066e-02
9.864352941513061523e-01,5.481841564178466797e-01,9.085348844528198242e-01,9.283042550086975098e-01,5.530259609222412109e-01,5.065868496894836426e-01,6.473325192928314209e-03
3.685161471366882324e-01,3.293560743331909180e-01,9.417360424995422363e-01,4.739411175251007080e-03,4.015720486640930176e-01,9.913191199302673340e-01,6.682324409484863281e-01
2.883906476199626923e-02,3.871348500251770020e-01,9.504937529563903809e-01,4.049702547490596771e-03,9.162227511405944824e-01,2.149800956249237061e-01,1.925522275269031525e-02
4.327228665351867676e-01,5.951676964759826660e-01,9.916270971298217773e-01,4.098568484187126160e-02,8.461723327636718750e-01,5.897194743156433105e-01,1.358920708298683167e-02
9.992150664329528809e-01,8.525783419609069824e-01,9.587542414665222168e-01,5.127860307693481445e-01,3.868198394775390625e-02,9.918420314788818359e-01,1.278006881475448608e-01
5.431140065193176270e-01,6.970292329788208008e-02,9.253616333007812500e-01,4.256657660007476807e-01,1.737733930349349976e-01,8.853046298027038574e-01,7.843778133392333984e-01
1.038529723882675171e-01,1.239352226257324219e-01,8.919253349304199219e-01,5.217923521995544434e-01,4.481188356876373291e-01,9.807093739509582520e-01,5.163336992263793945e-01
3.129989504814147949e-01,9.791633486747741699e-01,8.719013929367065430e-01,2.025523930788040161e-01,9.634490013122558594e-01,9.228283166885375977e-01,6.686441600322723389e-03
7.047876715660095215e-01,4.287019837647676468e-03,8.497617244720458984e-01,5.424675941467285156e-01,8.299405574798583984e-01,5.587109327316284180e-01,7.369409315288066864e-03
6.022385954856872559e-01,8.325656652450561523e-01,8.151306509971618652e-01,4.585898946970701218e-03,4.028071165084838867e-01,1.928844116628170013e-02,6.615225970745086670e-02
4.558909833431243896e-01,3.439733088016510010e-01,8.165621161460876465e-01,6.746917963027954102e-01,5.824923515319824219e-01,3.620565831661224365e-01,1.200508028268814087e-01
1.589983701705932617e-02,4.950160626322031021e-03,7.755068540573120117e-01,3.957826197147369385e-01,1.695566624402999878e-02,5.219265818595886230e-01,4.069632887840270996e-01
4.472901523113250732e-01,8.323250412940979004e-01,8.063694238662719727e-01,6.869122385978698730e-01,7.499255537986755371e-01,2.964361011981964111e-02,2.567893028259277344e+00
4.032405018806457520e-01,6.681628823280334473e-01,8.120311498641967773e-01,4.439949095249176025e-01,5.459051728248596191e-01,9.733791947364807129e-01,2.371494472026824951e-01
2.854944393038749695e-02,4.848309457302093506e-01,7.916361093521118164e-01,5.463631153106689453e-01,5.660371780395507812e-01,8.112872838973999023e-01,3.489805161952972412e-01
3.662553131580352783e-01,8.255412578582763672e-01,8.330605030059814453e-01,4.675559997558593750e-01,7.962030172348022461e-01,3.286201506853103638e-03,2.545121669769287109e+00
3.489183783531188965e-01,8.252130746841430664e-01,8.176695108413696289e-01,5.190129280090332031e-01,3.370791375637054443e-01,6.690886616706848145e-02,2.833143949508666992e+00
1.319608986377716064e-01,2.677539922297000885e-02,7.966594696044921875e-01,1.451700031757354736e-01,6.159518361091613770e-01,1.994167640805244446e-02,3.471681848168373108e-02
5.706412792205810547e-01,4.254895728081464767e-03,8.373496532440185547e-01,2.013785988092422485e-01,7.859454751014709473e-01,7.013355847448110580e-03,3.797410055994987488e-03
5.134178698062896729e-02,9.480221271514892578e-01,8.550626039505004883e-01,4.853401780128479004e-01,3.176052495837211609e-02,9.987556338310241699e-01,8.136224746704101562e-02
4.456324279308319092e-01,8.495512008666992188e-01,8.412727117538452148e-01,5.607613921165466309e-01,2.866909652948379517e-02,3.658328903838992119e-03,3.025711536407470703e+00
4.005930386483669281e-03,1.586551964282989502e-01,8.055582642555236816e-01,9.936525821685791016e-01,6.365104317665100098e-01,9.863007813692092896e-02,2.055525314062833786e-03
3.835819661617279053e-01,5.717785097658634186e-04,7.753911614418029785e-01,1.107935141772031784e-02,5.416663289070129395e-01,6.829648613929748535e-01,5.278766751289367676e-01
9.999269247055053711e-01,3.025236539542675018e-03,7.699035406112670898e-01,3.575476706027984619e-01,7.375859022140502930e-01,5.970295667648315430e-01,1.459646876901388168e-02
6.733453869819641113e-01,3.433691561222076416e-01,7.859795689582824707e-01,4.946433007717132568e-01,2.417722940444946289e-01,9.950488209724426270e-01,1.204131484031677246e+00
3.779840171337127686e-01,8.892933726310729980e-01,7.864516973495483398e-01,5.659866333007812500e-01,4.324986934661865234e-01,5.992826819419860840e-02,3.110188245773315430e+00
9.115539789199829102e-01,9.879620075225830078e-01,7.531111836433410645e-01,9.462161064147949219e-01,8.632127642631530762e-01,5.553461909294128418e-01,2.408466825727373362e-04
