evaluation,mae
2.000000000000000000e+00,3.186913854405283963e+00
1.000000000000000000e+01,3.086080253720283384e+00
2.000000000000000000e+01,2.999151048064232050e+00
3.000000000000000000e+01,1.688641028404235911e+00
4.000000000000000000e+01,3.047844886779785267e-02
5.000000000000000000e+01,3.517780303955077986e-03
6.000000000000000000e+01,1.751461029052734340e-03
7.000000000000000000e+01,1.545066833496093646e-03
8.000000000000000000e+01,1.470575332641601554e-03
9.000000000000000000e+01,1.321678161621093854e-03
1.000000000000000000e+02,1.222391128540039045e-03
