controllable,controllable,dynamic,controllable,controllable,controllable,output
4.046548008918762207e-01,8.823259472846984863e-01,7.184661178310872143e-02,5.738791227340698242e-01,1.481859833002090454e-01,3.862722218036651611e-02,-3.102955341339111328e+00
4.046441614627838135e-01,8.822606801986694336e-01,1.934403192843900110e-01,5.738266110420227051e-01,1.518361419439315796e-01,3.869922459125518799e-02,-3.131538867950439453e+00
4.046561717987060547e-01,8.823434710502624512e-01,3.882267213525225635e-02,5.738966464996337891e-01,1.470072269439697266e-01,3.860699385404586792e-02,-3.094438791275024414e+00
4.046573638916015625e-01,8.823456168174743652e-01,3.460491595268282150e-02,5.738978385925292969e-01,1.468496024608612061e-01,3.860381618142127991e-02,-3.093327999114990234e+00
4.046557247638702393e-01,8.823338150978088379e-01,5.567068253263967453e-02,5.738875269889831543e-01,1.476211696863174438e-01,3.861738741397857666e-02,-3.098823785781860352e+00
4.046408832073211670e-01,8.822573423385620117e-01,2.090027114756744520e-01,5.738203525543212891e-01,1.522349119186401367e-01,3.870446234941482544e-02,-3.134881258010864258e+00
4.046519398689270020e-01,8.823165893554687500e-01,9.909733503336719262e-02,5.738637447357177734e-01,1.490381062030792236e-01,3.863878920674324036e-02,-3.109741449356079102e+00
4.046453535556793213e-01,8.822730183601379395e-01,1.729421716888414062e-01,5.738356113433837891e-01,1.512948870658874512e-01,3.868466988205909729e-02,-3.127026796340942383e+00
4.046425819396972656e-01,8.822585344314575195e-01,2.031135919153271574e-01,5.738230943679809570e-01,1.520794630050659180e-01,3.870074078440666199e-02,-3.133625030517578125e+00
4.046448767185211182e-01,8.822686672210693359e-01,1.838962711633488623e-01,5.738304257392883301e-01,1.515959799289703369e-01,3.869076818227767944e-02,-3.129453420639038086e+00
4.046558439731597900e-01,8.823282718658447266e-01,6.570403950207714949e-02,5.738827586174011230e-01,1.479776501655578613e-01,3.862397745251655579e-02,-3.101395368576049805e+00
4.046586751937866211e-01,8.823601603507995605e-01,9.721095592486730594e-03,5.739109516143798828e-01,1.458935737609863281e-01,3.858804330229759216e-02,-3.086669445037841797e+00
4.046572744846343994e-01,8.823354244232177734e-01,5.231642028619162138e-02,5.738898515701293945e-01,1.475157141685485840e-01,3.861735761165618896e-02,-3.097957372665405273e+00
4.046485126018524170e-01,8.822870254516601562e-01,1.455300521418027293e-01,5.738465785980224609e-01,1.505321115255355835e-01,3.866981714963912964e-02,-3.120798587799072266e+00
4.046539962291717529e-01,8.823193311691284180e-01,8.245529089731599981e-02,5.738747715950012207e-01,1.485550999641418457e-01,3.863356262445449829e-02,-3.105623245239257812e+00
4.046467840671539307e-01,8.822767734527587891e-01,1.661843924237009773e-01,5.738381743431091309e-01,1.511139273643493652e-01,3.868098556995391846e-02,-3.125512123107910156e+00
4.046573340892791748e-01,8.823528885841369629e-01,2.143395340244998518e-02,5.739043951034545898e-01,1.463525593280792236e-01,3.859458863735198975e-02,-3.089826107025146484e+00
4.046522974967956543e-01,8.823154568672180176e-01,9.482157667816393243e-02,5.738690495491027832e-01,1.489602476358413696e-01,3.864229470491409302e-02,-3.108690977096557617e+00
4.046592116355895996e-01,8.823649287223815918e-01,1.557274855472388876e-03,5.739147663116455078e-01,1.455668210983276367e-01,3.858276456594467163e-02,-3.084445714950561523e+00
4.046478867530822754e-01,8.822812438011169434e-01,1.571657747640932135e-01,5.738419294357299805e-01,1.508622914552688599e-01,3.867612779140472412e-02,-3.123469591140747070e+00
4.046370685100555420e-01,8.822525739669799805e-01,2.151484362376017978e-01,5.738218426704406738e-01,1.523817032575607300e-01,3.870787099003791809e-02,-3.136181592941284180e+00
4.046513438224792480e-01,8.823013901710510254e-01,1.167534773565497008e-01,5.738592147827148438e-01,1.496676504611968994e-01,3.865345567464828491e-02,-3.114021062850952148e+00
4.046511054039001465e-01,8.823039531707763672e-01,1.121135339199397368e-01,5.738614201545715332e-01,1.495254933834075928e-01,3.865066915750503540e-02,-3.112905263900756836e+00
4.046491980552673340e-01,8.822898268699645996e-01,1.399852802463805168e-01,5.738491415977478027e-01,1.503724306821823120e-01,3.866750001907348633e-02,-3.119511842727661133e+00
4.046499729156494141e-01,8.822931051254272461e-01,1.334988778211271543e-01,5.738518834114074707e-01,1.501776129007339478e-01,3.866298496723175049e-02,-3.117994785308837891e+00
