controllable,controllable,dynamic,controllable,controllable,controllable,output
6.503685155057432610e-01,1.220938412368275383e-01,6.797644160247038325e-01,8.818709453602487924e-01,5.824984588711074052e-01,4.781406842929836198e-01,1.339887164150755511e-02
0.000000000000000000e+00,1.000000000000000000e+00,7.021160721778869629e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.819159790873527527e-02
5.172617435455322266e-01,9.931567311286926270e-01,6.761205196380615234e-01,2.757602185010910034e-02,9.804278612136840820e-01,9.043648838996887207e-01,1.007941830903291702e-02
1.825225353240966797e-02,5.043352246284484863e-01,7.088921070098876953e-01,9.510442614555358887e-02,1.882787980139255524e-02,1.130551472306251526e-01,4.981045424938201904e-02
0.000000000000000000e+00,0.000000000000000000e+00,7.437696456909179688e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.927733288146555424e-04
1.000000000000000000e+00,0.000000000000000000e+00,7.711928486824035645e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.623502612346783280e-05
1.000000000000000000e+00,0.000000000000000000e+00,7.415580749511718750e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.774615755304694176e-04
1.043845415115356445e-01,9.676325917243957520e-01,7.366551756858825684e-01,9.055934548377990723e-01,2.454403601586818695e-02,2.386463433504104614e-02,2.167856544256210327e-01
5.357370376586914062e-01,7.305994033813476562e-01,6.944726705551147461e-01,9.584805369377136230e-01,4.781123399734497070e-01,1.504853218793869019e-01,3.754178285598754883e-01
0.000000000000000000e+00,6.788811683654785156e-01,7.341116070747375488e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.489041864871978760e-01
0.000000000000000000e+00,5.984440445899963379e-01,7.814702391624450684e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.246195077896118164e-01
2.108260095119476318e-01,5.596104860305786133e-01,8.166729807853698730e-01,1.000000000000000000e+00,1.866772472858428955e-01,6.781651377677917480e-01,2.158837616443634033e-01
5.280878543853759766e-01,5.848343372344970703e-01,7.967264652252197266e-01,7.015653848648071289e-01,3.042653203010559082e-01,7.201049327850341797e-01,3.636792004108428955e-01
4.680797755718231201e-01,7.357064485549926758e-01,7.663633823394775391e-01,6.226270794868469238e-01,6.701392531394958496e-01,9.725338816642761230e-01,4.253683984279632568e-02
9.982405602931976318e-02,4.474266767501831055e-01,8.048264980316162109e-01,8.758930563926696777e-01,6.309067606925964355e-01,8.893062472343444824e-01,1.158547326922416687e-01
7.625920176506042480e-01,9.674452543258666992e-01,7.826395034790039062e-01,8.976807594299316406e-01,9.460441470146179199e-01,9.746184349060058594e-01,1.907238620333373547e-04
0.000000000000000000e+00,6.176552772521972656e-01,7.921354770660400391e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.831721067428588867e-01
1.000000000000000000e+00,5.982558727264404297e-01,8.137637972831726074e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.286544837057590485e-03
8.287069797515869141e-01,5.872236490249633789e-01,7.853657007217407227e-01,2.991457283496856689e-01,5.786508694291114807e-02,1.000000000000000000e+00,8.845711946487426758e-01
1.000000000000000000e+00,5.651436448097229004e-01,7.671856284141540527e-01,0.000000000000000000e+00,1.001103147864341736e-01,1.000000000000000000e+00,8.706496953964233398e-01
1.000000000000000000e+00,5.709919929504394531e-01,7.742942571640014648e-01,0.000000000000000000e+00,3.237877739593386650e-03,1.000000000000000000e+00,7.953250408172607422e-01
1.000000000000000000e+00,5.872341990470886230e-01,8.133730888366699219e-01,1.000000000000000000e+00,9.227825701236724854e-02,1.000000000000000000e+00,8.240265250205993652e-01
2.570025026798248291e-01,5.594519376754760742e-01,7.832401990890502930e-01,0.000000000000000000e+00,6.597428023815155029e-02,1.000000000000000000e+00,1.014106869697570801e+00
0.000000000000000000e+00,5.233251452445983887e-01,8.020573258399963379e-01,0.000000000000000000e+00,6.933394074440002441e-02,1.000000000000000000e+00,1.119418621063232422e+00
0.000000000000000000e+00,4.787251353263854980e-01,8.160481452941894531e-01,0.000000000000000000e+00,6.253349035978317261e-02,1.000000000000000000e+00,1.211474537849426270e+00
0.000000000000000000e+00,4.291509687900543213e-01,8.451557755470275879e-01,0.000000000000000000e+00,5.916860327124595642e-02,1.000000000000000000e+00,1.253825426101684570e+00
0.000000000000000000e+00,4.152278602123260498e-01,8.684117794036865234e-01,0.000000000000000000e+00,5.754682421684265137e-02,9.619152545928955078e-01,1.224851131439208984e+00
0.000000000000000000e+00,4.200534820556640625e-01,9.064619541168212891e-01,0.000000000000000000e+00,5.142006278038024902e-02,1.000000000000000000e+00,1.126748323440551758e+00
0.000000000000000000e+00,3.090859055519104004e-01,8.855637907981872559e-01,0.000000000000000000e+00,8.534645289182662964e-02,9.869756698608398438e-01,1.135167598724365234e+00
0.000000000000000000e+00,2.665761113166809082e-01,9.077282547950744629e-01,0.000000000000000000e+00,8.152511902153491974e-03,9.584060311317443848e-01,8.656535148620605469e-01
0.000000000000000000e+00,4.000982046127319336e-01,8.620977401733398438e-01,0.000000000000000000e+00,7.810021936893463135e-02,9.792795777320861816e-01,1.271684527397155762e+00
8.957284688949584961e-01,3.913899958133697510e-01,8.769755363464355469e-01,0.000000000000000000e+00,8.184278756380081177e-02,9.747697710990905762e-01,1.134276628494262695e+00
0.000000000000000000e+00,4.151468873023986816e-01,8.843052387237548828e-01,0.000000000000000000e+00,1.124201118946075439e-01,9.653620719909667969e-01,1.257490158081054688e+00
0.000000000000000000e+00,4.084363877773284912e-01,9.026327133178710938e-01,0.000000000000000000e+00,1.638327986001968384e-01,1.000000000000000000e+00,1.208539962768554688e+00
2.926814602687954903e-03,3.984735608100891113e-01,9.088714122772216797e-01,1.000000000000000000e+00,1.415853202342987061e-01,9.765557050704956055e-01,1.016321659088134766e+00
0.000000000000000000e+00,4.605598449707031250e-01,8.898175358772277832e-01,0.000000000000000000e+00,1.387307196855545044e-01,9.810972809791564941e-01,1.217668175697326660e+00
0.000000000000000000e+00,3.860702812671661377e-01,8.876822590827941895e-01,0.000000000000000000e+00,1.676406413316726685e-01,9.570259451866149902e-01,1.265041470527648926e+00
2.935890480875968933e-02,3.987957537174224854e-01,8.433730006217956543e-01,0.000000000000000000e+00,1.389132589101791382e-01,9.747732877731323242e-01,1.354870915412902832e+00
4.900358319282531738e-01,3.659477829933166504e-01,8.753715753555297852e-01,0.000000000000000000e+00,2.214513570070266724e-01,9.782270789146423340e-01,1.222939729690551758e+00
6.184348464012145996e-01,1.557920500636100769e-02,8.594608902931213379e-01,1.490277349948883057e-01,3.153143227100372314e-01,9.729487299919128418e-01,6.197655200958251953e-01
