controllable,controllable,dynamic,controllable,controllable,controllable,output
2.132926881313323975e-01,1.471659094095230103e-01,3.649943962007401455e-01,2.809129953384399414e-01,3.087184727191925049e-01,6.597982645034790039e-01,-3.229302167892456055e+00
4.046498239040374756e-01,8.822959661483764648e-01,1.258668103410235661e-01,5.738543868064880371e-01,1.499484628438949585e-01,3.865835443139076233e-02,-3.116194009780883789e+00
4.046462178230285645e-01,8.822739720344543457e-01,1.718337038609032696e-01,5.738358497619628906e-01,1.512673050165176392e-01,3.868422284722328186e-02,-3.126779317855834961e+00
4.046566486358642578e-01,8.823388814926147461e-01,4.733461956048552743e-02,5.738912820816040039e-01,1.473190486431121826e-01,3.861180692911148071e-02,-3.096664428710937500e+00
4.046478569507598877e-01,8.822817206382751465e-01,1.560458728340233803e-01,5.738421678543090820e-01,1.508315205574035645e-01,3.867540508508682251e-02,-3.123214244842529297e+00
4.046533405780792236e-01,8.823156356811523438e-01,8.804044106547098680e-02,5.738713741302490234e-01,1.487414091825485229e-01,3.863624483346939087e-02,-3.107014417648315430e+00
2.179421186447143555e-01,1.465583443641662598e-01,3.255560243886124194e-01,2.827815115451812744e-01,3.077025115489959717e-01,6.609779000282287598e-01,-3.167801380157470703e+00
2.087685614824295044e-01,1.479415595531463623e-01,4.038221251363716124e-01,2.789084911346435547e-01,3.098001480102539062e-01,6.586701869964599609e-01,-3.278891801834106445e+00
4.046390354633331299e-01,8.822479844093322754e-01,2.273924705531801260e-01,5.738136768341064453e-01,1.526697874069213867e-01,3.871412202715873718e-02,-3.138738632202148438e+00
4.046312570571899414e-01,8.822286128997802734e-01,2.798457512472881104e-01,5.737975239753723145e-01,1.537662446498870850e-01,3.874455392360687256e-02,-3.149189710617065430e+00
4.046513140201568604e-01,8.823084235191345215e-01,1.023291796400031678e-01,5.738652348518371582e-01,1.492154151201248169e-01,3.864613547921180725e-02,-3.110531568527221680e+00
2.159166634082794189e-01,1.468043476343154907e-01,3.428940329747020010e-01,2.819898426532745361e-01,3.081332147121429443e-01,6.604650616645812988e-01,-3.195916652679443359e+00
2.104710787534713745e-01,1.476213485002517700e-01,3.889429823440714862e-01,2.796860933303833008e-01,3.093823492527008057e-01,6.590875983238220215e-01,-3.261501312255859375e+00
2.074295282363891602e-01,1.482226103544235229e-01,4.159308287555344430e-01,2.782763540744781494e-01,3.101381659507751465e-01,6.583529710769653320e-01,-3.291281700134277344e+00
4.046410024166107178e-01,8.822537660598754883e-01,2.140514035659174530e-01,5.738191604614257812e-01,1.523498892784118652e-01,3.870713710784912109e-02,-3.135950326919555664e+00
4.046601653099060059e-01,8.823662400245666504e-01,5.206486211178000187e-03,5.739161372184753418e-01,1.457394659519195557e-01,3.858036920428276062e-02,-3.085442066192626953e+00
4.046547710895538330e-01,8.823261260986328125e-01,6.944969839481980600e-02,5.738812088966369629e-01,1.481072753667831421e-01,3.862574324011802673e-02,-3.102347850799560547e+00
4.046271443367004395e-01,8.822165131568908691e-01,2.932780481986468346e-01,5.737891793251037598e-01,1.540860086679458618e-01,3.874955698847770691e-02,-3.151733875274658203e+00
4.046447575092315674e-01,8.822680115699768066e-01,1.842588228827903851e-01,5.738307833671569824e-01,1.515989005565643311e-01,3.869098052382469177e-02,-3.129533290863037109e+00
4.046573042869567871e-01,8.823467493057250977e-01,3.097077109832143890e-02,5.739000439643859863e-01,1.467142999172210693e-01,3.860099986195564270e-02,-3.092366933822631836e+00
4.046355485916137695e-01,8.822368979454040527e-01,2.482532732282649868e-01,5.738053917884826660e-01,1.531449258327484131e-01,3.872566297650337219e-02,-3.142993211746215820e+00
4.046331346035003662e-01,8.822322487831115723e-01,2.615627278123789368e-01,5.738011598587036133e-01,1.534367650747299194e-01,3.873255476355552673e-02,-3.145639896392822266e+00
2.049182504415512085e-01,1.488569229841232300e-01,4.401715594868828019e-01,2.770363390445709229e-01,3.107910454273223877e-01,6.578044891357421875e-01,-3.310502529144287109e+00
4.046219885349273682e-01,8.822084665298461914e-01,3.120150636702452296e-01,5.737812519073486328e-01,1.544495522975921631e-01,3.875990211963653564e-02,-3.155191659927368164e+00
4.046497046947479248e-01,8.822900056838989258e-01,1.387610667486821880e-01,5.738503336906433105e-01,1.503269970417022705e-01,3.866609558463096619e-02,-3.119226455688476562e+00
