evaluation,mae
2.000000000000000000e+00,3.105884910449385750e+00
1.000000000000000000e+01,3.115707472674548839e+00
2.000000000000000000e+01,2.996815018709749090e+00
3.000000000000000000e+01,3.004358385913073803e+00
4.000000000000000000e+01,2.998998755291104157e+00
5.000000000000000000e+01,3.001921985112130820e+00
6.000000000000000000e+01,2.999834516830742537e+00
7.000000000000000000e+01,2.985184739865362591e+00
8.000000000000000000e+01,1.927837185859680114e+00
9.000000000000000000e+01,5.676357078552246582e-01
1.000000000000000000e+02,7.734798431396484875e-02
