evaluation,mae
2.000000000000000000e+00,3.169654160588979863e+00
1.000000000000000000e+01,2.982805050611495812e+00
2.000000000000000000e+01,2.270000979900359983e+00
3.000000000000000000e+01,2.145499258041381641e+00
4.000000000000000000e+01,1.239875140190124458e+00
5.000000000000000000e+01,1.233883399963378924e+00
6.000000000000000000e+01,1.024193730354309162e+00
7.000000000000000000e+01,1.003024964332580593e+00
8.000000000000000000e+01,9.925061511993408248e-01
9.000000000000000000e+01,9.850993871688842329e-01
1.000000000000000000e+02,9.855711269378661932e-01
