controllable,controllable,dynamic,controllable,controllable,controllable,output
1.794090399856969054e-01,8.853391979969830183e-01,2.111232097182454970e-01,8.081507850064116871e-01,9.253745478254049583e-01,4.824408127380385158e-01,4.781001216515148866e-02
2.564247846603393555e-01,8.425612449645996094e-01,1.667425781488418579e-01,7.554432749748229980e-01,6.800788044929504395e-01,1.562530398368835449e-01,1.216880202293395996e+00
2.564247846603393555e-01,8.425612449645996094e-01,2.064730674028396606e-01,7.554432749748229980e-01,6.800788044929504395e-01,1.562530249357223511e-01,1.220551371574401855e+00
2.410438656806945801e-01,8.444802165031433105e-01,2.046696096658706665e-01,7.501407861709594727e-01,6.900383830070495605e-01,1.319468915462493896e-01,1.231841206550598145e+00
0.000000000000000000e+00,1.157694458961486816e-01,2.257504016160964966e-01,0.000000000000000000e+00,6.923776865005493164e-01,0.000000000000000000e+00,1.032798085361719131e-02
0.000000000000000000e+00,8.849377036094665527e-01,2.579890191555023193e-01,0.000000000000000000e+00,6.853502988815307617e-01,0.000000000000000000e+00,9.589036926627159119e-03
8.654706925153732300e-02,8.472339510917663574e-01,2.621003091335296631e-01,6.635330319404602051e-01,6.742926836013793945e-01,0.000000000000000000e+00,4.886958599090576172e-01
8.616131544113159180e-01,6.807357668876647949e-01,2.540588080883026123e-01,7.429400682449340820e-01,6.619581580162048340e-01,0.000000000000000000e+00,4.670367762446403503e-02
1.882930696010589600e-01,9.265864491462707520e-01,2.901807427406311035e-01,7.570973634719848633e-01,6.577963829040527344e-01,0.000000000000000000e+00,9.518985748291015625e-01
2.938300669193267822e-01,1.000000000000000000e+00,3.005123734474182129e-01,1.000000000000000000e+00,7.201031446456909180e-01,0.000000000000000000e+00,3.528285622596740723e-01
2.946863770484924316e-01,7.758985161781311035e-01,3.170908689498901367e-01,7.403898835182189941e-01,6.915892958641052246e-01,9.274030476808547974e-02,1.649525880813598633e+00
3.338902890682220459e-01,7.362115979194641113e-01,3.634048700332641602e-01,7.300078868865966797e-01,6.594154834747314453e-01,0.000000000000000000e+00,1.823772192001342773e+00
3.447727560997009277e-01,0.000000000000000000e+00,3.350423574447631836e-01,7.260044217109680176e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.720400579273700714e-03
3.663173317909240723e-01,7.106143236160278320e-01,3.658690452575683594e-01,7.256882786750793457e-01,7.267383933067321777e-01,0.000000000000000000e+00,1.824371218681335449e+00
3.520684838294982910e-01,0.000000000000000000e+00,3.650850653648376465e-01,7.264368534088134766e-01,6.891595125198364258e-01,1.000000000000000000e+00,2.592256292700767517e-02
3.377179503440856934e-01,0.000000000000000000e+00,3.825223743915557861e-01,7.154549360275268555e-01,6.987180709838867188e-01,3.315062075853347778e-02,1.102988235652446747e-02
3.584314584732055664e-01,7.527250647544860840e-01,4.103570580482482910e-01,6.815776824951171875e-01,1.000000000000000000e+00,1.416523940861225128e-02,2.179698228836059570e+00
3.680070936679840088e-01,8.575550913810729980e-01,4.215455353260040283e-01,6.720298528671264648e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.535214424133300781e+00
3.865736126899719238e-01,9.602843523025512695e-01,4.378212392330169678e-01,6.778099536895751953e-01,9.492156505584716797e-01,0.000000000000000000e+00,2.465370893478393555e+00
3.790357410907745361e-01,8.936260938644409180e-01,4.625971913337707520e-01,6.691283583641052246e-01,0.000000000000000000e+00,1.000000000000000000e+00,2.030440233647823334e-02
3.902996778488159180e-01,8.943913578987121582e-01,4.518048763275146484e-01,6.333257555961608887e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.761099100112915039e+00
4.059192538261413574e-01,8.958794474601745605e-01,4.661903381347656250e-01,5.726261734962463379e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.870064258575439453e+00
4.383442103862762451e-01,8.855394721031188965e-01,4.632093012332916260e-01,5.745592713356018066e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.047777652740478516e+00
4.896190166473388672e-01,8.944608569145202637e-01,4.608994722366333008e-01,5.719841122627258301e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.745198249816894531e+00
4.033891558647155762e-01,8.775916695594787598e-01,4.504071772098541260e-01,5.648460984230041504e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.102232694625854492e+00
4.061158597469329834e-01,8.801345825195312500e-01,4.983088672161102295e-01,5.604524612426757812e-01,0.000000000000000000e+00,6.166066601872444153e-02,3.146212100982666016e+00
4.106232225894927979e-01,8.405959010124206543e-01,5.153543949127197266e-01,5.391029119491577148e-01,0.000000000000000000e+00,6.284472346305847168e-02,3.068489313125610352e+00
4.024163782596588135e-01,9.167599678039550781e-01,4.794307351112365723e-01,5.437580943107604980e-01,0.000000000000000000e+00,5.745628476142883301e-02,3.099501371383666992e+00
4.048035442829132080e-01,8.837364912033081055e-01,4.504611790180206299e-01,5.777359008789062500e-01,0.000000000000000000e+00,5.934643000364303589e-02,3.150228023529052734e+00
4.048467874526977539e-01,8.838351964950561523e-01,4.379098415374755859e-01,5.746367573738098145e-01,0.000000000000000000e+00,5.231815576553344727e-02,3.159721612930297852e+00
4.072676897048950195e-01,8.830900192260742188e-01,3.883358240127563477e-01,5.716127753257751465e-01,0.000000000000000000e+00,5.065202340483665466e-02,3.153781175613403320e+00
3.937410116195678711e-01,8.812741637229919434e-01,3.768167793750762939e-01,5.729763507843017578e-01,0.000000000000000000e+00,5.042526870965957642e-02,3.146322488784790039e+00
4.102695286273956299e-01,8.849197030067443848e-01,3.446753621101379395e-01,5.724575519561767578e-01,0.000000000000000000e+00,5.225955322384834290e-02,3.143468379974365234e+00
4.025236964225769043e-01,8.827428817749023438e-01,3.237327933311462402e-01,5.713644027709960938e-01,0.000000000000000000e+00,4.720793291926383972e-02,3.146333932876586914e+00
4.069329202175140381e-01,8.876275420188903809e-01,3.566699028015136719e-01,5.767828226089477539e-01,0.000000000000000000e+00,9.727520495653152466e-02,3.005415439605712891e+00
4.273969829082489014e-01,9.295677542686462402e-01,3.489248156547546387e-01,2.745844125747680664e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.227900147438049316e+00
4.944273233413696289e-01,4.645429551601409912e-01,3.704761862754821777e-01,4.290049374103546143e-01,4.281545877456665039e-01,3.985393941402435303e-01,7.387498617172241211e-01
7.403582930564880371e-01,9.856899380683898926e-01,3.914412558078765869e-01,2.147405594587326050e-01,3.972302973270416260e-01,3.112579286098480225e-01,7.698598504066467285e-02
9.284853339195251465e-01,1.168977841734886169e-01,3.791725337505340576e-01,3.105012774467468262e-01,7.202172875404357910e-01,8.545496463775634766e-01,2.890790998935699463e-02
2.227141559123992920e-01,7.922174930572509766e-01,3.864919841289520264e-01,3.491086959838867188e-01,9.431022405624389648e-02,2.481938749551773071e-01,6.443402767181396484e-01
7.669821381568908691e-01,9.144058823585510254e-02,3.724736571311950684e-01,1.784349977970123291e-01,4.970371127128601074e-01,2.190152369439601898e-02,2.294921316206455231e-02
9.765927195549011230e-01,7.123000025749206543e-01,3.278224766254425049e-01,9.579725861549377441e-01,4.415719509124755859e-01,6.696104407310485840e-01,2.083398634567856789e-03
5.867719650268554688e-01,9.516330361366271973e-01,2.995598912239074707e-01,7.329609394073486328e-01,2.917554378509521484e-01,3.873565495014190674e-01,2.585216164588928223e-01
7.482204586267471313e-02,4.983747005462646484e-02,3.480137884616851807e-01,7.869687862694263458e-03,1.743797585368156433e-02,8.999389410018920898e-01,2.653272151947021484e-01
4.910494983196258545e-01,5.841286778450012207e-01,3.758338391780853271e-01,3.883498311042785645e-01,2.263921648263931274e-01,5.300455167889595032e-02,1.015091657638549805e+00
9.729335308074951172e-01,9.099177718162536621e-01,3.385111689567565918e-01,7.359734922647476196e-02,8.375940918922424316e-01,8.758837580680847168e-01,3.205757529940456152e-04
3.921185433864593506e-01,6.523462533950805664e-01,3.373322188854217529e-01,5.158106610178947449e-02,8.527243137359619141e-01,9.703464508056640625e-01,3.630320727825164795e-02
8.829730749130249023e-01,1.001135334372520447e-01,3.336795568466186523e-01,9.441893696784973145e-01,9.535731673240661621e-01,9.692735671997070312e-01,4.461996286408975720e-05
4.786984324455261230e-01,1.670270971953868866e-02,3.435097336769104004e-01,8.773410320281982422e-02,3.507542610168457031e-02,4.807524979114532471e-01,3.903838098049163818e-01
4.668155014514923096e-01,8.392958641052246094e-01,3.269148468971252441e-01,5.975713133811950684e-01,4.745033383369445801e-01,7.896070182323455811e-02,2.796253919601440430e+00
9.059361815452575684e-01,3.624752908945083618e-02,3.345144391059875488e-01,9.198095202445983887e-01,9.820874929428100586e-01,3.559069931507110596e-01,4.769933366333134472e-05
2.842041430994868279e-03,1.808409243822097778e-01,3.400650322437286377e-01,7.881272435188293457e-01,3.803808391094207764e-01,6.228203773498535156e-01,2.204011827707290649e-01
