evaluation,mae
2.000000000000000000e+00,2.372445368766784579e+00
1.000000000000000000e+01,1.365314898490905815e+00
2.000000000000000000e+01,5.203204441070556907e-01
3.000000000000000000e+01,1.036827945709228455e-01
4.000000000000000000e+01,6.384544372558594028e-02
5.000000000000000000e+01,6.693073272705078736e-02
6.000000000000000000e+01,6.865804672241210271e-02
7.000000000000000000e+01,6.997079849243163785e-02
8.000000000000000000e+01,6.898700714111327681e-02
9.000000000000000000e+01,6.881852149963378629e-02
1.000000000000000000e+02,6.707994461059570146e-02
