evaluation,mae
2.000000000000000000e+00,2.406469931602478241e+00
1.000000000000000000e+01,9.351958274841308816e-01
2.000000000000000000e+01,2.206762313842773604e-02
3.000000000000000000e+01,7.590179443359375104e-03
4.000000000000000000e+01,4.914169311523437604e-03
5.000000000000000000e+01,4.258184432983398195e-03
6.000000000000000000e+01,4.200515747070312882e-03
7.000000000000000000e+01,3.765888214111328281e-03
8.000000000000000000e+01,3.762731552124023646e-03
9.000000000000000000e+01,2.748050689697265590e-03
1.000000000000000000e+02,3.066835403442382760e-03
