controllable,controllable,dynamic,controllable,controllable,controllable,output
8.205075875631008264e-01,2.786486195609114702e-01,6.999601788373975841e-01,2.539113327565993838e-01,1.591065151637311992e-01,5.930344908194863374e-01,6.154712316215886769e-01
9.043506979942321777e-01,5.049729719758033752e-02,7.397122979164123535e-01,3.771292865276336670e-01,3.557842373847961426e-01,2.406308054924011230e-01,1.231842860579490662e-01
8.442564606666564941e-01,2.278198897838592529e-01,7.649311423301696777e-01,2.616435885429382324e-01,1.086490526795387268e-01,6.940221786499023438e-01,5.803162455558776855e-01
7.625893950462341309e-01,4.175184965133666992e-01,7.180379033088684082e-01,2.061106860637664795e-01,1.694604456424713135e-01,5.602359771728515625e-01,5.674929022789001465e-01
1.000000000000000000e+00,0.000000000000000000e+00,6.793902516365051270e-01,1.000000000000000000e+00,1.571815311908721924e-01,9.086428284645080566e-01,1.204375699162483215e-01
0.000000000000000000e+00,3.085530698299407959e-01,6.367003321647644043e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.603682413697242737e-03
1.028717979788780212e-01,1.000000000000000000e+00,6.113510727882385254e-01,2.394941747188568115e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.850757896900177002e-01
4.286786168813705444e-02,0.000000000000000000e+00,6.314501166343688965e-01,3.227322101593017578e-01,1.452928334474563599e-01,0.000000000000000000e+00,5.672161653637886047e-02
0.000000000000000000e+00,1.000000000000000000e+00,6.638235449790954590e-01,3.145805299282073975e-01,1.000000000000000000e+00,6.209799051284790039e-01,6.077139079570770264e-02
8.699272871017456055e-01,1.000000000000000000e+00,6.423283219337463379e-01,2.332110553979873657e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.043026499450206757e-02
1.000000000000000000e+00,0.000000000000000000e+00,6.898596286773681641e-01,2.821252048015594482e-01,9.126622229814529419e-02,5.988886952400207520e-01,1.924194991588592529e-01
8.889512419700622559e-01,2.279764562845230103e-01,7.333539128303527832e-01,2.556755244731903076e-01,1.396390795707702637e-01,7.252737879753112793e-01,6.285063624382019043e-01
1.000000000000000000e+00,2.949856817722320557e-01,7.187107801437377930e-01,2.024070322513580322e-01,2.115123271942138672e-01,9.806349277496337891e-01,8.731244206428527832e-01
1.000000000000000000e+00,2.956567108631134033e-01,7.316169142723083496e-01,1.254175603389739990e-01,5.761960148811340332e-01,1.000000000000000000e+00,1.729427725076675415e-01
1.000000000000000000e+00,3.230400681495666504e-01,7.006415724754333496e-01,0.000000000000000000e+00,1.988950222730636597e-01,1.000000000000000000e+00,7.902387380599975586e-01
1.000000000000000000e+00,3.074884414672851562e-01,7.022603750228881836e-01,1.000000000000000000e+00,2.299235910177230835e-01,1.000000000000000000e+00,6.623032093048095703e-01
5.218545794486999512e-01,2.963268458843231201e-01,6.850136518478393555e-01,1.462281495332717896e-01,2.384919971227645874e-01,1.000000000000000000e+00,1.194966197013854980e+00
0.000000000000000000e+00,2.970542907714843750e-01,7.236928343772888184e-01,0.000000000000000000e+00,2.729747295379638672e-01,1.000000000000000000e+00,1.068322181701660156e+00
