controllable,controllable,dynamic,controllable,controllable,controllable,output
4.046609997749328613e-01,8.824799656867980957e-01,8.852028771338357194e-01,5.740194320678710938e-01,1.366300135850906372e-01,3.845608234405517578e-02,-3.202933788299560547e+00
4.046413600444793701e-01,8.824005126953125000e-01,8.004007423928862774e-01,5.739532113075256348e-01,1.417364776134490967e-01,3.854753822088241577e-02,-3.202848672866821289e+00
4.046430885791778564e-01,8.824052214622497559e-01,8.058972755505888763e-01,5.739572048187255859e-01,1.413894742727279663e-01,3.854092955589294434e-02,-3.202919721603393555e+00
4.046711921691894531e-01,8.825324177742004395e-01,9.527775756179213129e-01,5.740648508071899414e-01,1.329066455364227295e-01,3.839679434895515442e-02,-3.201461076736450195e+00
4.046470820903778076e-01,8.824213147163391113e-01,8.212697596439374470e-01,5.739684700965881348e-01,1.404401063919067383e-01,3.852056339383125305e-02,-3.203069686889648438e+00
4.046646952629089355e-01,8.824957013130187988e-01,9.038624591613272363e-01,5.740323662757873535e-01,1.355689615011215210e-01,3.843904659152030945e-02,-3.202663898468017578e+00
4.046211540699005127e-01,8.823261857032775879e-01,7.317469479527556331e-01,5.738908648490905762e-01,1.459720879793167114e-01,3.863021731376647949e-02,-3.201177120208740234e+00
4.046707451343536377e-01,8.825303912162780762e-01,9.492974370985177712e-01,5.740625262260437012e-01,1.330899745225906372e-01,3.839974477887153625e-02,-3.201570510864257812e+00
4.046486318111419678e-01,8.824282288551330566e-01,8.288444403846451092e-01,5.739765763282775879e-01,1.399679034948348999e-01,3.851405903697013855e-02,-3.203117370605468750e+00
4.046576321125030518e-01,8.824641704559326172e-01,8.670796356795573701e-01,5.740059018135070801e-01,1.376827657222747803e-01,3.847416117787361145e-02,-3.203096151351928711e+00
4.046261310577392578e-01,8.823432326316833496e-01,7.473308045325220972e-01,5.739048123359680176e-01,1.450128257274627686e-01,3.861094266176223755e-02,-3.201686143875122070e+00
4.046667218208312988e-01,8.825061321258544922e-01,9.160872465155815991e-01,5.740391016006469727e-01,1.348925828933715820e-01,3.842784836888313293e-02,-3.202430725097656250e+00
4.046534597873687744e-01,8.824431896209716797e-01,8.457045807840615215e-01,5.739896893501281738e-01,1.389505118131637573e-01,3.849658370018005371e-02,-3.203161954879760742e+00
4.046509861946105957e-01,8.824352025985717773e-01,8.361216634986430307e-01,5.739815831184387207e-01,1.395248323678970337e-01,3.850654140114784241e-02,-3.203147172927856445e+00
4.046564698219299316e-01,8.824592232704162598e-01,8.615888580598126678e-01,5.740017294883728027e-01,1.380056887865066528e-01,3.847974538803100586e-02,-3.203126192092895508e+00
4.046357274055480957e-01,8.823817372322082520e-01,7.828044873423661842e-01,5.739369988441467285e-01,1.428142040967941284e-01,3.856604918837547302e-02,-3.202559471130371094e+00
4.046174883842468262e-01,8.823139071464538574e-01,7.204665713432882868e-01,5.738806128501892090e-01,1.466574370861053467e-01,3.864427655935287476e-02,-3.200760126113891602e+00
4.046692848205566406e-01,8.825176954269409180e-01,9.318570464587671021e-01,5.740492343902587891e-01,1.340380460023880005e-01,3.841518610715866089e-02,-3.202063560485839844e+00
4.046121537685394287e-01,8.823069930076599121e-01,7.140925196429197541e-01,5.738758444786071777e-01,1.470577567815780640e-01,3.865262120962142944e-02,-3.200505971908569336e+00
4.046352207660675049e-01,8.823755383491516113e-01,7.775482406478693154e-01,5.739319920539855957e-01,1.431403905153274536e-01,3.857358545064926147e-02,-3.202454805374145508e+00
4.046312868595123291e-01,8.823617696762084961e-01,7.635342421465102225e-01,5.739192366600036621e-01,1.439834982156753540e-01,3.859079629182815552e-02,-3.202133893966674805e+00
4.046682417392730713e-01,8.825064897537231445e-01,9.255703466139861835e-01,5.740473866462707520e-01,1.343144923448562622e-01,3.841942921280860901e-02,-3.202219009399414062e+00
4.046108424663543701e-01,8.822903037071228027e-01,6.984488962476494978e-01,5.738611817359924316e-01,1.479652076959609985e-01,3.867126256227493286e-02,-3.199825525283813477e+00
4.046625792980194092e-01,8.824868798255920410e-01,8.933019947751266177e-01,5.740252733230590820e-01,1.361671388149261475e-01,3.844857960939407349e-02,-3.202829360961914062e+00
4.046273529529571533e-01,8.823457956314086914e-01,7.527761525253339192e-01,5.739111900329589844e-01,1.446813344955444336e-01,3.860458731651306152e-02,-3.201845884323120117e+00
