controllable,controllable,dynamic,controllable,controllable,controllable,output
2.002366930246353149e-01,1.507917046546936035e-01,4.976950569206686770e-01,2.745215296745300293e-01,3.120277225971221924e-01,6.572517752647399902e-01,-3.318146228790283203e+00
4.045962095260620117e-01,8.822405338287353516e-01,6.487202629812747201e-01,5.738190412521362305e-01,1.506874859333038330e-01,3.872799873352050781e-02,-3.197109937667846680e+00
2.130119800567626953e-01,1.472039371728897095e-01,3.673629436123730940e-01,2.807935178279876709e-01,3.087832629680633545e-01,6.597260832786560059e-01,-3.232688665390014648e+00
4.045858681201934814e-01,8.821983337402343750e-01,5.983002190413618804e-01,5.737846493721008301e-01,1.529802978038787842e-01,3.877519071102142334e-02,-3.193459033966064453e+00
2.067650407552719116e-01,1.483764350414276123e-01,4.221087514532854135e-01,2.779551446437835693e-01,3.103083074092864990e-01,6.581998467445373535e-01,-3.296925783157348633e+00
4.046161770820617676e-01,8.823049068450927734e-01,7.127846409984852638e-01,5.738725066184997559e-01,1.471465826034545898e-01,3.865426778793334961e-02,-3.200452089309692383e+00
2.016164064407348633e-01,1.500442922115325928e-01,4.778287268711772784e-01,2.752923369407653809e-01,3.116709291934967041e-01,6.572940945625305176e-01,-3.322359323501586914e+00
2.045697718858718872e-01,1.489586830139160156e-01,4.437556538192118927e-01,2.768585681915283203e-01,3.108836114406585693e-01,6.577363610267639160e-01,-3.312637329101562500e+00
4.045867621898651123e-01,8.822053074836730957e-01,6.092944810543960976e-01,5.737917423248291016e-01,1.525228917598724365e-01,3.876698389649391174e-02,-3.194334506988525391e+00
2.084290534257888794e-01,1.480101495981216431e-01,4.068496019913837580e-01,2.787493169307708740e-01,3.098847568035125732e-01,6.585889458656311035e-01,-3.282146692276000977e+00
4.046015441417694092e-01,8.822649121284484863e-01,6.733513207836820946e-01,5.738370418548583984e-01,1.493983417749404907e-01,3.870100528001785278e-02,-3.198561906814575195e+00
2.116774916648864746e-01,1.474168300628662109e-01,3.786322194939729657e-01,2.802198231220245361e-01,3.090940415859222412e-01,6.593897938728332520e-01,-3.248217582702636719e+00
2.034032344818115234e-01,1.493286490440368652e-01,4.562423269123113689e-01,2.762570381164550781e-01,3.111929893493652344e-01,6.575260758399963379e-01,-3.318499565124511719e+00
1.978529542684555054e-01,1.537197083234786987e-01,5.576435767227584384e-01,2.731285989284515381e-01,3.124326169490814209e-01,6.584466695785522461e-01,-3.254565477371215820e+00
4.045983254909515381e-01,8.822481632232666016e-01,6.573658819041172663e-01,5.738266706466674805e-01,1.502480655908584595e-01,3.871885687112808228e-02,-3.197643995285034180e+00
1.993116438388824463e-01,1.514787971973419189e-01,5.140236239245344896e-01,2.739906013011932373e-01,3.122476935386657715e-01,6.573654413223266602e-01,-3.308628559112548828e+00
4.045924246311187744e-01,8.822250962257385254e-01,6.320307248996179794e-01,5.738067030906677246e-01,1.515139639377593994e-01,3.874515742063522339e-02,-3.196003913879394531e+00
2.100976556539535522e-01,1.476884335279464722e-01,3.921688897536005913e-01,2.795181274414062500e-01,3.094727098941802979e-01,6.589951515197753906e-01,-3.265458583831787109e+00
2.159491479396820068e-01,1.467999517917633057e-01,3.426163697183599588e-01,2.820027172565460205e-01,3.081263005733489990e-01,6.604734063148498535e-01,-3.195478677749633789e+00
4.046091437339782715e-01,8.822852373123168945e-01,6.931567308220808465e-01,5.738560557365417480e-01,1.482738107442855835e-01,3.867701068520545959e-02,-3.199576854705810547e+00
1.977267414331436157e-01,1.555302739143371582e-01,5.853892401082918528e-01,2.730541825294494629e-01,3.121994137763977051e-01,6.598250865936279297e-01,-3.198157310485839844e+00
1.977769732475280762e-01,1.540557593107223511e-01,5.632054919367612822e-01,2.730835080146789551e-01,3.124089241027832031e-01,6.586772799491882324e-01,-3.244614124298095703e+00
1.985012292861938477e-01,1.523588150739669800e-01,5.327152520796677448e-01,2.735144197940826416e-01,3.124026358127593994e-01,6.576780080795288086e-01,-3.290654659271240234e+00
2.006796896457672119e-01,1.505234837532043457e-01,4.908638196379164764e-01,2.747720479965209961e-01,3.119156062602996826e-01,6.572462916374206543e-01,-3.320481300354003906e+00
4.046191871166229248e-01,8.823210597038269043e-01,7.271363336528424703e-01,5.738860368728637695e-01,1.462537795305252075e-01,3.863629698753356934e-02,-3.201011657714843750e+00
