evaluation,mae
2.000000000000000000e+00,3.073550523519516187e+00
1.000000000000000000e+01,2.529550871849060023e+00
2.000000000000000000e+01,1.314006404876709055e+00
3.000000000000000000e+01,1.096303939819335931e-02
4.000000000000000000e+01,1.375236511230468715e-03
5.000000000000000000e+01,5.416202545166015148e-04
6.000000000000000000e+01,5.459785461425781250e-04
7.000000000000000000e+01,5.758285522460937066e-04
8.000000000000000000e+01,6.224060058593749870e-04
9.000000000000000000e+01,6.747913360595703602e-04
1.000000000000000000e+02,6.427478790283203385e-04
