evaluation,mae
2.000000000000000000e+00,3.105624503493308985e+00
1.000000000000000000e+01,1.373044495582580460e+00
2.000000000000000000e+01,9.950272560119628740e-02
3.000000000000000000e+01,9.348223686218261330e-02
4.000000000000000000e+01,5.407198905944823886e-02
5.000000000000000000e+01,5.597865104675293219e-02
6.000000000000000000e+01,5.582714080810546875e-02
7.000000000000000000e+01,4.804856300354003878e-02
8.000000000000000000e+01,5.094440460205078292e-02
9.000000000000000000e+01,5.161778450012206865e-02
1.000000000000000000e+02,5.178956985473633090e-02
