controllable,controllable,dynamic,controllable,controllable,controllable,output
2.018313556909561157e-01,1.499478518962860107e-01,4.750553557358279111e-01,2.754086554050445557e-01,3.116135895252227783e-01,6.573139429092407227e-01,-3.322336912155151367e+00
1.977277547121047974e-01,1.544331312179565430e-01,5.692829705605395585e-01,2.730400562286376953e-01,3.123697340488433838e-01,6.589605808258056641e-01,-3.232955455780029297e+00
1.982470899820327759e-01,1.527584195137023926e-01,5.404602944829275391e-01,2.733643651008605957e-01,3.124358654022216797e-01,6.578738689422607422e-01,-3.280934810638427734e+00
4.046004414558410645e-01,8.822510838508605957e-01,6.606788030574839432e-01,5.738286375999450684e-01,1.500732302665710449e-01,3.871522098779678345e-02,-3.197841644287109375e+00
4.045987427234649658e-01,8.822427988052368164e-01,6.527789671968386997e-01,5.738227963447570801e-01,1.504667252302169800e-01,3.872428834438323975e-02,-3.197364091873168945e+00
4.045845568180084229e-01,8.821923136711120605e-01,5.893799791129682442e-01,5.737794041633605957e-01,1.533208042383193970e-01,3.878204897046089172e-02,-3.192715883255004883e+00
4.046326875686645508e-01,8.823669552803039551e-01,7.693386251163976119e-01,5.739248394966125488e-01,1.436462402343750000e-01,3.858405351638793945e-02,-3.202274084091186523e+00
4.046372473239898682e-01,8.823835253715515137e-01,7.848305799628774171e-01,5.739383697509765625e-01,1.426819413900375366e-01,3.856532275676727295e-02,-3.202597618103027344e+00
1.988561153411865234e-01,1.519246548414230347e-01,5.237679242119065437e-01,2.737244367599487305e-01,3.123428523540496826e-01,6.575036048889160156e-01,-3.300218820571899414e+00
4.045913517475128174e-01,8.822209239006042480e-01,6.272569727627759217e-01,5.738034844398498535e-01,1.517384648323059082e-01,3.874974697828292847e-02,-3.195669174194335938e+00
2.008840590715408325e-01,1.504105180501937866e-01,4.878779476031325779e-01,2.748866379261016846e-01,3.118628561496734619e-01,6.572507023811340332e-01,-3.321206092834472656e+00
1.998984664678573608e-01,1.510173827409744263e-01,5.032679379644785511e-01,2.743288874626159668e-01,3.121112883090972900e-01,6.572756171226501465e-01,-3.315530300140380859e+00
4.046179056167602539e-01,8.823149204254150391e-01,7.210565477050161487e-01,5.738810896873474121e-01,1.466182023286819458e-01,3.864356502890586853e-02,-3.200782775878906250e+00
4.046246111392974854e-01,8.823392391204833984e-01,7.437892210244756441e-01,5.739015936851501465e-01,1.452328115701675415e-01,3.861532732844352722e-02,-3.201577425003051758e+00
4.046299457550048828e-01,8.823575973510742188e-01,7.604836037302051821e-01,5.739166140556335449e-01,1.441977769136428833e-01,3.859477862715721130e-02,-3.202055931091308594e+00
4.045867919921875000e-01,8.821994066238403320e-01,5.979186756171421813e-01,5.737864375114440918e-01,1.530065536499023438e-01,3.877587616443634033e-02,-3.193428039550781250e+00
1.977774500846862793e-01,1.540492027997970581e-01,5.631049350900562134e-01,2.730836570262908936e-01,3.124095499515533447e-01,6.586726903915405273e-01,-3.244800090789794922e+00
4.046052992343902588e-01,8.822717666625976562e-01,6.811710091934269906e-01,5.738460421562194824e-01,1.489570587873458862e-01,3.869163990020751953e-02,-3.198978662490844727e+00
4.046456217765808105e-01,8.824150562286376953e-01,8.155879628736664166e-01,5.739647746086120605e-01,1.407782882452011108e-01,3.852954134345054626e-02,-3.203022480010986328e+00
4.046422541141510010e-01,8.824020028114318848e-01,8.067182856563441806e-01,5.739564299583435059e-01,1.413275897502899170e-01,3.853959590196609497e-02,-3.202929496765136719e+00
4.046117365360260010e-01,8.822975754737854004e-01,7.054011004134052021e-01,5.738683342933654785e-01,1.476002931594848633e-01,3.866411745548248291e-02,-3.200138092041015625e+00
4.046227335929870605e-01,8.823307752609252930e-01,7.351149467742801313e-01,5.738942623138427734e-01,1.457702666521072388e-01,3.862623125314712524e-02,-3.201293706893920898e+00
4.046074151992797852e-01,8.822784423828125000e-01,6.876189333550855043e-01,5.738515853881835938e-01,1.485899388790130615e-01,3.868409246206283569e-02,-3.199306488037109375e+00
4.045869410037994385e-01,8.822106122970581055e-01,6.138829310695445018e-01,5.737957358360290527e-01,1.523398607969284058e-01,3.876164183020591736e-02,-3.194686651229858398e+00
1.984350979328155518e-01,1.524564474821090698e-01,5.346207208356547058e-01,2.734761238098144531e-01,3.124135732650756836e-01,6.577243208885192871e-01,-3.288387775421142578e+00
