evaluation,mae
2.000000000000000000e+00,3.184113334864377975e+00
1.000000000000000000e+01,2.930209232568740774e+00
2.000000000000000000e+01,2.357343556880950874e+00
3.000000000000000000e+01,2.487040728330612183e+00
4.000000000000000000e+01,2.192867913246154821e+00
5.000000000000000000e+01,1.986854219436645419e+00
6.000000000000000000e+01,8.361015176773071156e-01
7.000000000000000000e+01,5.107688283920288619e-01
8.000000000000000000e+01,5.008116865158080966e-01
9.000000000000000000e+01,4.207239055633544833e-01
1.000000000000000000e+02,4.297410058975219549e-01
