evaluation,mape
2.000000000000000000e+00,9.720628521133329869e-01
1.000000000000000000e+01,7.935704462146950799e-01
2.000000000000000000e+01,7.421655280520377262e-01
3.000000000000000000e+01,7.089651790515095753e-01
4.000000000000000000e+01,6.318354026163899295e-01
5.000000000000000000e+01,6.268249087436233991e-01
6.000000000000000000e+01,5.393074065360613512e-01
7.000000000000000000e+01,5.388624660217524731e-01
8.000000000000000000e+01,5.509698609557268645e-01
9.000000000000000000e+01,5.260804730802771667e-01
1.000000000000000000e+02,5.263135028738641363e-01
