evaluation,mape
2.000000000000000000e+00,7.543076563158307435e-01
1.000000000000000000e+01,5.869384290101937740e-01
2.000000000000000000e+01,5.248697055398156008e-01
3.000000000000000000e+01,3.733717890380977011e-01
4.000000000000000000e+01,3.683080113228898722e-01
5.000000000000000000e+01,3.081005788668294554e-01
6.000000000000000000e+01,5.777272204367182862e-02
7.000000000000000000e+01,4.254357053958873758e-02
8.000000000000000000e+01,3.870943691278305732e-02
9.000000000000000000e+01,3.795855083966540033e-02
1.000000000000000000e+02,3.444080379004672149e-02
