environmental,controllable,controllable,environmental,controllable,environmental,output
2.063955813646316528e-01,3.540546000003814697e-01,7.859129309654235840e-01,2.376168668270111084e-01,2.299240082502365112e-01,9.782677888870239258e-01,-1.772531509399414062e+00
3.690086603164672852e-01,1.584662646055221558e-01,4.991263747215270996e-01,8.289311081171035767e-02,3.113671839237213135e-01,7.470216751098632812e-01,-2.001634597778320312e+00
2.145244777202606201e-01,1.687502562999725342e-01,5.350248217582702637e-01,1.547175180166959763e-02,3.207352757453918457e-01,7.506632208824157715e-01,-1.786151051521301270e+00
4.194337129592895508e-01,3.181233406066894531e-01,7.515087127685546875e-01,1.177538782358169556e-01,2.588248550891876221e-01,8.711718320846557617e-01,-1.652975678443908691e+00
1.261924654245376587e-01,3.640222549438476562e-01,7.891993522644042969e-01,1.020477935671806335e-01,2.182255685329437256e-01,9.486867189407348633e-01,-1.618259787559509277e+00
5.554567575454711914e-01,3.007055222988128662e-01,7.439723610877990723e-01,3.772029280662536621e-01,2.672902941703796387e-01,8.449583053588867188e-01,-1.635670065879821777e+00
4.685710370540618896e-01,3.557001650333404541e-01,7.919120788574218750e-01,2.033933848142623901e-01,2.281250059604644775e-01,9.399208426475524902e-01,-1.682104349136352539e+00
1.031652241945266724e-01,1.600055098533630371e-01,4.929442107677459717e-01,4.764548242092132568e-01,3.089110851287841797e-01,7.833642363548278809e-01,-1.962509751319885254e+00
2.720398604869842529e-01,3.464865982532501221e-01,7.640809416770935059e-01,2.603668253868818283e-03,2.379932254552841187e-01,8.635618686676025391e-01,-1.386879324913024902e+00
3.698848932981491089e-02,1.928819864988327026e-01,5.633633732795715332e-01,7.113622967153787613e-03,3.173700273036956787e-01,8.011427521705627441e-01,-1.450215578079223633e+00
3.522978425025939941e-01,3.544253706932067871e-01,7.857198715209960938e-01,1.201496049761772156e-01,2.295420318841934204e-01,9.304279685020446777e-01,-1.656322717666625977e+00
5.651041269302368164e-01,3.858905732631683350e-01,8.141676187515258789e-01,1.102157980203628540e-01,1.840252280235290527e-01,9.591981172561645508e-01,-1.438825368881225586e+00
4.269116520881652832e-01,2.935256063938140869e-01,7.267882823944091797e-01,1.883319914340972900e-01,2.715329527854919434e-01,8.754057884216308594e-01,-1.836997270584106445e+00
4.772107303142547607e-01,3.147821128368377686e-01,7.528913617134094238e-01,1.579418927431106567e-01,2.603808939456939697e-01,8.692476153373718262e-01,-1.680983185768127441e+00
5.729100704193115234e-01,3.652974665164947510e-01,8.010765910148620605e-01,2.690666913986206055e-01,2.169443219900131226e-01,9.403888583183288574e-01,-1.595555305480957031e+00
3.628024458885192871e-01,3.466584384441375732e-01,7.829832434654235840e-01,2.782856822013854980e-01,2.371485531330108643e-01,9.552750587463378906e-01,-1.807995080947875977e+00
5.311657190322875977e-01,1.514485180377960205e-01,4.186477065086364746e-01,2.876188457012176514e-01,3.052017390727996826e-01,8.178412914276123047e-01,-1.958825469017028809e+00
5.235230922698974609e-01,3.149397075176239014e-01,7.572703361511230469e-01,2.667787373065948486e-01,2.598960697650909424e-01,8.777672052383422852e-01,-1.750149726867675781e+00
6.265811324119567871e-01,3.762699365615844727e-01,8.090252280235290527e-01,4.694138169288635254e-01,2.012894600629806519e-01,8.991090655326843262e-01,-1.362285852432250977e+00
6.769447326660156250e-01,3.956718742847442627e-01,8.205955028533935547e-01,3.616612032055854797e-02,1.618882268667221069e-01,9.169386029243469238e-01,-1.242435812950134277e+00
5.966858565807342529e-02,1.631959378719329834e-01,5.248567461967468262e-01,6.980926543474197388e-02,3.187081515789031982e-01,7.418878078460693359e-01,-2.059066057205200195e+00
3.448919653892517090e-01,1.525246202945709229e-01,4.560734331607818604e-01,3.129902482032775879e-01,3.075634837150573730e-01,7.894023060798645020e-01,-2.692128181457519531e+00
4.590474069118499756e-01,3.617578446865081787e-01,7.929479479789733887e-01,5.074228718876838684e-02,2.212248742580413818e-01,8.834092020988464355e-01,-1.404553174972534180e+00
2.866948843002319336e-01,3.670781254768371582e-01,7.993778586387634277e-01,4.248206615447998047e-01,2.145430296659469604e-01,9.744200110435485840e-01,-1.653207302093505859e+00
2.799274623394012451e-01,3.765797317028045654e-01,8.064731359481811523e-01,4.552130997180938721e-01,2.006002962589263916e-01,9.870559573173522949e-01,-1.574061870574951172e+00
4.312905371189117432e-01,1.646948903799057007e-01,5.015429854393005371e-01,9.282277524471282959e-02,3.077957034111022949e-01,7.981632351875305176e-01,-1.729308605194091797e+00
1.176257431507110596e-01,1.725319027900695801e-01,5.399386286735534668e-01,2.557529322803020477e-02,3.206388354301452637e-01,7.695999741554260254e-01,-1.781060576438903809e+00
2.270186394453048706e-01,1.542548686265945435e-01,4.752656817436218262e-01,3.194503188133239746e-01,3.091345429420471191e-01,7.872651219367980957e-01,-2.863889694213867188e+00
1.935856044292449951e-01,1.724242419004440308e-01,5.255820155143737793e-01,1.806864440441131592e-01,3.091159760951995850e-01,8.616842031478881836e-01,-2.220880270004272461e+00
6.148655414581298828e-01,3.465271592140197754e-01,7.876391410827636719e-01,4.800884425640106201e-01,2.370788604021072388e-01,8.365135192871093750e-01,-1.280117750167846680e+00
5.865262746810913086e-01,3.720627725124359131e-01,8.048244714736938477e-01,8.717938512563705444e-02,2.076480090618133545e-01,8.923253417015075684e-01,-1.362097501754760742e+00
1.533001810312271118e-01,1.646726280450820923e-01,5.014805197715759277e-01,4.485545754432678223e-01,3.077481687068939209e-01,8.261169791221618652e-01,-2.019457817077636719e+00
5.930253267288208008e-01,1.498742401599884033e-01,3.995152413845062256e-01,4.642311036586761475e-01,3.048326969146728516e-01,7.642757296562194824e-01,-1.406032323837280273e+00
3.541818261146545410e-02,1.661418229341506958e-01,5.184514522552490234e-01,1.566164940595626831e-01,3.120195865631103516e-01,8.098198771476745605e-01,-2.209294319152832031e+00
1.375597715377807617e-01,1.827108412981033325e-01,5.432444214820861816e-01,2.310112714767456055e-01,3.065012395381927490e-01,8.912484645843505859e-01,-2.111391305923461914e+00
6.392722725868225098e-01,1.488824486732482910e-01,3.891882598400115967e-01,3.631504476070404053e-01,3.047144114971160889e-01,7.751601338386535645e-01,-1.594077467918395996e+00
3.935997784137725830e-01,3.146603703498840332e-01,7.537659406661987305e-01,4.053539931774139404e-01,2.603693902492523193e-01,8.867896199226379395e-01,-1.799433112144470215e+00
7.226054370403289795e-02,3.690816164016723633e-01,7.995350360870361328e-01,3.506817817687988281e-01,2.117595523595809937e-01,9.964776635169982910e-01,-1.646237492561340332e+00
2.499643415212631226e-01,1.627147197723388672e-01,4.915559887886047363e-01,3.861466944217681885e-01,3.071232736110687256e-01,8.514073491096496582e-01,-2.220722436904907227e+00
6.481134891510009766e-01,1.498736590147018433e-01,3.959617018699645996e-01,2.446327060461044312e-01,3.046760261058807373e-01,7.925658822059631348e-01,-1.568665027618408203e+00
5.246291682124137878e-02,1.657185256481170654e-01,5.054726600646972656e-01,3.383476734161376953e-01,3.080119490623474121e-01,8.486731648445129395e-01,-2.222305059432983398e+00
4.100452959537506104e-01,1.523874402046203613e-01,4.419249892234802246e-01,3.429538607597351074e-01,3.063612580299377441e-01,8.067683577537536621e-01,-2.357058525085449219e+00
