environmental,controllable,controllable,environmental,controllable,environmental,output
5.053035877370142259e-01,2.666655202159822213e-01,9.670346580668278680e-01,3.716942701915425529e-01,8.510612535383618171e-01,4.612089591555799117e-01,1.945858937470550457e-02
4.582048654556274414e-01,9.475873112678527832e-01,8.154008984565734863e-01,3.275805115699768066e-01,6.351347565650939941e-01,4.821703135967254639e-01,1.318241953849792480e-01
5.159566402435302734e-01,8.197318911552429199e-01,6.430262327194213867e-02,4.272203147411346436e-01,1.989677101373672485e-01,4.557228982448577881e-01,3.711991012096405029e-01
4.919847846031188965e-01,1.110652983188629150e-01,0.000000000000000000e+00,4.767766892910003662e-01,1.000000000000000000e+00,4.992756247520446777e-01,1.867484417743980885e-03
4.848214387893676758e-01,1.000000000000000000e+00,1.741848587989807129e-01,4.277584254741668701e-01,1.155379657988651125e-17,4.551500976085662842e-01,1.993033587932586670e-01
3.863644301891326904e-01,1.366600021719932556e-02,3.921549022197723389e-01,3.553990423679351807e-01,2.860035300254821777e-01,5.033038258552551270e-01,2.142972469329833984e+00
4.466179609298706055e-01,1.439391970634460449e-01,1.486295610666275024e-01,3.433484733104705811e-01,1.502828449010848999e-01,5.165873765945434570e-01,1.332775592803955078e+00
4.631416797637939453e-01,8.032305538654327393e-02,2.488573640584945679e-01,3.580260872840881348e-01,1.002375930547714233e-01,4.803005754947662354e-01,9.008448719978332520e-01
5.473307371139526367e-01,7.732845097780227661e-02,1.581071466207504272e-01,4.237239956855773926e-01,1.631453484296798706e-01,5.077463388442993164e-01,1.006918430328369141e+00
5.467033386230468750e-01,0.000000000000000000e+00,1.414109468460083008e-01,3.375838696956634521e-01,3.930188417434692383e-01,5.487003922462463379e-01,1.484941124916076660e+00
5.855383872985839844e-01,4.173168540000915527e-01,6.482648253440856934e-01,2.724722623825073242e-01,4.029356539249420166e-01,5.681386590003967285e-01,1.162482261657714844e+00
6.325754523277282715e-01,2.372632756668513742e-18,1.073066727258265018e-03,3.607901632785797119e-01,6.216763854026794434e-01,5.936401486396789551e-01,2.323329448699951172e-01
6.877909898757934570e-01,9.705297350883483887e-01,7.006910443305969238e-01,3.074620068073272705e-01,9.578588604927062988e-01,5.515652298927307129e-01,1.213128864765167236e-02
7.690426707267761230e-01,3.105250559747219086e-02,3.400095701217651367e-01,2.166528552770614624e-01,2.888933122158050537e-01,5.557959079742431641e-01,1.050678253173828125e+00
8.187171220779418945e-01,9.517362117767333984e-01,7.280502319335937500e-01,3.035075366497039795e-01,4.619491696357727051e-01,5.685836076736450195e-01,5.640511587262153625e-02
8.542416095733642578e-01,6.560003757476806641e-01,1.715308129787445068e-01,2.600752413272857666e-01,3.046528203412890434e-03,6.075719594955444336e-01,7.442553341388702393e-02
8.663637638092041016e-01,6.919477880001068115e-02,9.100062847137451172e-01,3.531373739242553711e-01,9.953778386116027832e-01,5.885314345359802246e-01,5.304645746946334839e-04
9.328099489212036133e-01,6.389342993497848511e-02,8.487817645072937012e-01,3.385632932186126709e-01,4.623319208621978760e-01,5.734230875968933105e-01,2.768269479274749756e-01
9.516596794128417969e-01,8.559035062789916992e-01,3.004494905471801758e-01,3.432417511940002441e-01,7.919129729270935059e-01,5.737648606300354004e-01,2.011877950280904770e-03
9.465701580047607422e-01,2.334947930648922920e-03,8.248417377471923828e-01,2.442574799060821533e-01,2.039125934243202209e-02,5.518820285797119141e-01,1.061763390898704529e-01
8.632898926734924316e-01,9.813148975372314453e-01,8.745298385620117188e-01,2.686410546302795410e-01,1.619200110435485840e-01,5.290911793708801270e-01,3.347441926598548889e-02
9.354829192161560059e-01,2.567575138527899981e-04,3.032723069190979004e-01,2.050426304340362549e-01,8.214767575263977051e-01,5.445643067359924316e-01,6.058593746274709702e-03
8.391423225402832031e-01,5.428234934806823730e-01,2.358272969722747803e-01,2.046330869197845459e-01,5.984294414520263672e-01,5.842518210411071777e-01,1.158563643693923950e-01
8.981945514678955078e-01,4.935878515243530273e-01,3.852284699678421021e-02,2.924055457115173340e-01,3.277598321437835693e-01,5.580376982688903809e-01,4.007887542247772217e-01
9.745563864707946777e-01,9.780798554420471191e-01,3.737357854843139648e-01,3.525506854057312012e-01,9.997455477714538574e-01,5.955420136451721191e-01,1.399186439812183380e-04
9.138490557670593262e-01,5.928012356162071228e-02,4.715510904788970947e-01,4.141094386577606201e-01,1.612931638956069946e-01,5.773236751556396484e-01,4.084080457687377930e-01
8.555620908737182617e-01,8.687185496091842651e-02,8.907332420349121094e-01,4.014077782630920410e-01,2.847559750080108643e-01,5.349752902984619141e-01,4.495683908462524414e-01
7.843614220619201660e-01,7.864069193601608276e-02,5.976552367210388184e-01,4.449289739131927490e-01,6.018458604812622070e-01,4.932177960872650146e-01,1.549465954303741455e-01
7.727574706077575684e-01,1.951164007186889648e-01,3.139493465423583984e-01,3.817226290702819824e-01,3.822233527898788452e-03,5.184794068336486816e-01,2.078218907117843628e-01
8.606133460998535156e-01,9.578081369400024414e-01,9.454440474510192871e-01,4.368335008621215820e-01,2.146375924348831177e-02,4.902537763118743896e-01,1.356962136924266815e-02
9.227606058120727539e-01,9.301872849464416504e-01,8.090844750404357910e-02,3.926438093185424805e-01,5.574591755867004395e-01,5.317223668098449707e-01,2.017729915678501129e-02
8.729701638221740723e-01,7.926681637763977051e-01,5.396158695220947266e-01,3.280059099197387695e-01,9.269861876964569092e-02,5.048241019248962402e-01,7.602103799581527710e-02
8.634320497512817383e-01,3.183026909828186035e-01,5.225045680999755859e-01,2.972953617572784424e-01,2.879214882850646973e-01,5.466231107711791992e-01,7.096335887908935547e-01
9.407858848571777344e-01,3.844975829124450684e-01,2.489887028932571411e-01,2.048413902521133423e-01,9.978054165840148926e-01,5.555779337882995605e-01,3.536519652698189020e-04
9.660340547561645508e-01,6.025518290698528290e-03,4.208287298679351807e-01,1.816991567611694336e-01,2.220928072929382324e-01,5.885183811187744141e-01,4.255354404449462891e-01
1.000000000000000000e+00,2.451428212225437164e-02,1.192266400903463364e-02,1.324931383132934570e-01,5.524263978004455566e-01,5.904210805892944336e-01,1.068632155656814575e-01
9.190537333488464355e-01,1.776397973299026489e-02,9.612500667572021484e-01,1.750123649835586548e-01,4.337977468967437744e-01,5.980670452117919922e-01,2.446997463703155518e-01
1.000000000000000000e+00,9.523215293884277344e-01,9.994658827781677246e-02,2.586266994476318359e-01,3.509928472340106964e-03,6.360515952110290527e-01,1.002673245966434479e-02
1.000000000000000000e+00,9.120097160339355469e-01,1.944413781166076660e-01,2.440822720527648926e-01,3.439884781837463379e-01,6.257820129394531250e-01,5.982483550906181335e-02
9.613822102546691895e-01,6.585153937339782715e-01,9.820216894149780273e-01,2.658981680870056152e-01,2.507394254207611084e-01,6.034734845161437988e-01,1.550674587488174438e-01
9.098675847053527832e-01,2.426458448171615601e-01,6.919807791709899902e-01,2.793984115123748779e-01,5.192343592643737793e-01,6.195621490478515625e-01,2.948692142963409424e-01
9.933217763900756836e-01,5.630224943161010742e-01,3.454061448574066162e-01,3.337008953094482422e-01,5.252860784530639648e-01,6.012969017028808594e-01,1.207053214311599731e-01
1.000000000000000000e+00,3.301799893379211426e-01,6.087455749511718750e-01,3.775262534618377686e-01,5.479419231414794922e-01,6.437629461288452148e-01,1.546641439199447632e-01
1.000000000000000000e+00,8.757123947143554688e-01,5.999978184700012207e-01,3.582931160926818848e-01,9.061183333396911621e-01,6.025947332382202148e-01,3.029936924576759338e-04
1.000000000000000000e+00,4.692818224430084229e-01,5.750376582145690918e-01,3.056911528110504150e-01,1.168417856097221375e-01,5.683642625808715820e-01,1.950673311948776245e-01
9.798134565353393555e-01,1.378776878118515015e-01,9.379965662956237793e-01,3.603760898113250732e-01,6.036906242370605469e-01,5.465952157974243164e-01,6.218851357698440552e-02
1.000000000000000000e+00,8.447896689176559448e-02,4.157692492008209229e-01,3.855659365653991699e-01,6.711137890815734863e-01,5.638212561607360840e-01,4.375543817877769470e-02
1.000000000000000000e+00,8.950627446174621582e-01,4.704923331737518311e-01,4.384135603904724121e-01,9.459930062294006348e-01,5.289895534515380859e-01,2.984312013722956181e-04
9.580886960029602051e-01,1.529480516910552979e-01,9.251608252525329590e-01,4.631355106830596924e-01,7.375437617301940918e-01,4.963317811489105225e-01,9.308256208896636963e-03
