evaluation,mape
2.000000000000000000e+00,9.028838333701481034e-01
1.000000000000000000e+01,9.040086228996400131e-01
2.000000000000000000e+01,8.498749300559752529e-01
3.000000000000000000e+01,4.125322624763465007e-01
4.000000000000000000e+01,3.779341608811471742e-01
5.000000000000000000e+01,4.258919818238034449e-01
6.000000000000000000e+01,4.678726314576264755e-01
7.000000000000000000e+01,4.765736417658892332e-01
8.000000000000000000e+01,4.830307973653606424e-01
9.000000000000000000e+01,4.130455500229298638e-01
1.000000000000000000e+02,4.236672228563320708e-01
