environmental,controllable,controllable,environmental,controllable,environmental,output
9.083877487945357654e-01,5.561729852745048719e-01,5.781907918738826702e-01,7.148298778205699477e-01,1.741702530328504972e-01,9.433483858842017789e-02,1.778882904308148188e-02
9.552022814750671387e-01,8.199343085289001465e-01,6.057428717613220215e-01,6.877181529998779297e-01,3.488675653934478760e-01,8.150106668472290039e-02,1.671542786061763763e-02
1.000000000000000000e+00,5.727927666157484055e-03,2.502630054950714111e-01,6.494432687759399414e-01,8.522889614105224609e-01,3.867622464895248413e-02,5.072577187092974782e-05
1.000000000000000000e+00,8.915196061134338379e-01,9.374819993972778320e-01,7.054632306098937988e-01,2.105899453163146973e-01,2.997071668505668640e-02,6.745673250406980515e-03
9.170750379562377930e-01,3.628183156251907349e-02,7.708643563091754913e-03,7.701265215873718262e-01,1.878043636679649353e-02,1.049649249762296677e-02,5.398095818236470222e-04
8.662695288658142090e-01,9.005000591278076172e-01,9.558185338973999023e-01,7.132151722908020020e-01,8.844861388206481934e-01,0.000000000000000000e+00,6.490186601877212524e-02
8.846942782402038574e-01,8.461007475852966309e-01,8.957021236419677734e-01,6.463395953178405762e-01,9.001275897026062012e-01,1.455349754542112350e-02,5.577038228511810303e-02
7.975450754165649414e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.214446425437927246e-01,1.000000000000000000e+00,0.000000000000000000e+00,1.839636415243148804e-01
8.699578642845153809e-01,7.566639780998229980e-01,1.549707651138305664e-01,6.959391236305236816e-01,2.834097854793071747e-02,1.536804996430873871e-02,5.966949090361595154e-02
8.806449770927429199e-01,5.854560062289237976e-02,4.582020044326782227e-01,6.613963842391967773e-01,9.964297413825988770e-01,3.053568361792713404e-04,2.894070639740675688e-04
8.822927474975585938e-01,9.452717304229736328e-01,8.559877425432205200e-02,6.058508157730102539e-01,4.442059099674224854e-01,3.511711210012435913e-02,6.181284040212631226e-02
8.161600828170776367e-01,9.761937856674194336e-01,5.091141909360885620e-02,6.220390200614929199e-01,3.979662060737609863e-01,3.241002187132835388e-02,1.581779420375823975e-01
8.713007569313049316e-01,4.548554774373769760e-03,6.274554133415222168e-01,5.751010775566101074e-01,4.280706495046615601e-02,5.793610960245132446e-02,5.446870345622301102e-03
9.263808727264404297e-01,9.806653261184692383e-01,3.519356017932295799e-03,6.570501923561096191e-01,4.573176801204681396e-01,4.809759184718132019e-02,2.615145221352577209e-02
9.420623779296875000e-01,4.850944280624389648e-01,4.450017586350440979e-02,7.259526252746582031e-01,6.704341173171997070e-01,6.259857863187789917e-02,5.231772083789110184e-03
1.000000000000000000e+00,9.672138690948486328e-01,2.980017066001892090e-01,7.251179814338684082e-01,9.959490895271301270e-01,1.755313947796821594e-02,5.264109000563621521e-03
9.841933250427246094e-01,8.317774534225463867e-01,4.750401377677917480e-01,6.842520236968994141e-01,3.328064084053039551e-01,0.000000000000000000e+00,9.533804841339588165e-03
9.111431241035461426e-01,3.942106366157531738e-01,2.479410320520401001e-01,6.064428687095642090e-01,7.876108288764953613e-01,2.194122038781642914e-02,5.752218421548604965e-03
9.135677814483642578e-01,7.197473049163818359e-01,5.513852834701538086e-01,6.747145056724548340e-01,9.268336743116378784e-02,6.955533474683761597e-02,2.948229759931564331e-02
8.957827091217041016e-01,6.719873100519180298e-02,9.655333757400512695e-01,6.330966949462890625e-01,9.963291138410568237e-02,7.972128689289093018e-02,4.266238305717706680e-03
9.293052554130554199e-01,7.780441045761108398e-01,9.335462450981140137e-01,6.948795318603515625e-01,6.978846788406372070e-01,6.930705159902572632e-02,2.251603454351425171e-02
1.000000000000000000e+00,9.546900987625122070e-01,4.907193183898925781e-01,7.394018769264221191e-01,3.876389265060424805e-01,1.189686357975006104e-01,5.625524558126926422e-03
9.759684205055236816e-01,8.185051083564758301e-01,2.073253691196441650e-01,7.612528204917907715e-01,3.949038982391357422e-01,1.584228575229644775e-01,8.096024394035339355e-03
1.000000000000000000e+00,2.266329079866409302e-01,6.194466948509216309e-01,7.134400010108947754e-01,6.236765384674072266e-01,1.989068388938903809e-01,2.460596850141882896e-03
1.000000000000000000e+00,6.183938980102539062e-01,3.869431912899017334e-01,6.648914813995361328e-01,7.075858861207962036e-02,2.195954173803329468e-01,7.158813998103141785e-03
1.000000000000000000e+00,7.015951871871948242e-01,3.960838913917541504e-02,7.018073797225952148e-01,4.928112328052520752e-01,2.649422287940979004e-01,6.430348381400108337e-03
9.186044335365295410e-01,4.728240147233009338e-02,4.522869884967803955e-01,6.296402812004089355e-01,7.379562854766845703e-01,2.482733279466629028e-01,2.475766232237219810e-03
8.252122402191162109e-01,9.373515844345092773e-01,9.216682314872741699e-01,6.766624450683593750e-01,9.491292387247085571e-02,2.194705307483673096e-01,8.930317312479019165e-02
7.476080060005187988e-01,1.000000000000000000e+00,2.829900681972503662e-01,7.682971358299255371e-01,8.989219665527343750e-01,2.454900145530700684e-01,1.348435878753662109e-01
6.895604133605957031e-01,1.177275087684392929e-02,3.429446518421173096e-01,7.167377471923828125e-01,1.273450255393981934e-01,2.691616117954254150e-01,4.178706929087638855e-02
6.007410883903503418e-01,9.946417808532714844e-01,6.376783847808837891e-01,6.980689167976379395e-01,9.582790732383728027e-01,2.724059522151947021e-01,5.571185946464538574e-01
5.264039635658264160e-01,1.000000000000000000e+00,6.560341715812683105e-01,7.315210700035095215e-01,1.000000000000000000e+00,2.307772189378738403e-01,9.551571011543273926e-01
5.114152431488037109e-01,1.000000000000000000e+00,4.416720867156982422e-01,7.586789727210998535e-01,1.000000000000000000e+00,1.909600645303726196e-01,1.110400080680847168e+00
5.022778511047363281e-01,1.000000000000000000e+00,2.795017812653813880e-17,8.204408884048461914e-01,1.000000000000000000e+00,2.004893720149993896e-01,8.178093433380126953e-01
4.765875339508056641e-01,1.000000000000000000e+00,4.523470997810363770e-01,8.141074776649475098e-01,1.000000000000000000e+00,1.539211422204971313e-01,1.121798634529113770e+00
4.590343832969665527e-01,1.598427536783015635e-16,4.434853792190551758e-01,8.373192548751831055e-01,5.211572867232158328e-19,1.416755169630050659e-01,6.685153581202030182e-03
5.120181441307067871e-01,0.000000000000000000e+00,4.231148064136505127e-01,7.529976367950439453e-01,1.000000000000000000e+00,1.594299226999282837e-01,7.868928834795951843e-03
6.114683151245117188e-01,7.465904355049133301e-01,1.353691145777702332e-02,8.527525067329406738e-01,5.799117088317871094e-01,1.123901978135108948e-01,5.363476276397705078e-01
6.885544061660766602e-01,1.436566282063722610e-02,9.978050589561462402e-01,9.116395711898803711e-01,8.951605558395385742e-01,1.207162812352180481e-01,5.528531619347631931e-04
7.870803475379943848e-01,2.569928169250488281e-01,6.617309059947729111e-03,8.682324290275573730e-01,6.201921701431274414e-01,8.844680339097976685e-02,4.852558486163616180e-03
6.967706084251403809e-01,6.623510122299194336e-01,9.715026617050170898e-01,9.138624072074890137e-01,5.112567543983459473e-01,4.570441693067550659e-02,1.579685807228088379e-01
7.138283848762512207e-01,3.746714890003204346e-01,4.108778834342956543e-01,8.377650976181030273e-01,2.081882357597351074e-01,1.355171296745538712e-02,4.093005508184432983e-02
7.977708578109741211e-01,4.625560343265533447e-01,6.931368708610534668e-01,7.749143242835998535e-01,3.847363889217376709e-01,1.319000031799077988e-02,3.892859816551208496e-02
7.404990792274475098e-01,8.962767720222473145e-01,4.479542076587677002e-01,8.608036637306213379e-01,4.236265122890472412e-01,0.000000000000000000e+00,1.990027427673339844e-01
7.271289825439453125e-01,8.028275370597839355e-01,1.267557144165039062e-01,9.526261091232299805e-01,2.204100042581558228e-01,2.044465392827987671e-02,1.201322302222251892e-01
7.092090845108032227e-01,4.857164323329925537e-01,1.585949361324310303e-01,8.839846253395080566e-01,7.850171327590942383e-01,0.000000000000000000e+00,6.555809080600738525e-02
7.074694037437438965e-01,7.897861003875732422e-01,2.425564825534820557e-01,9.201358556747436523e-01,8.452617526054382324e-01,3.324913606047630310e-02,1.764345169067382812e-01
7.673752307891845703e-01,4.722130596637725830e-01,8.831018805503845215e-01,1.000000000000000000e+00,4.509164392948150635e-01,0.000000000000000000e+00,1.411430630832910538e-02
8.333684802055358887e-01,2.773757278919219971e-01,7.497508525848388672e-01,9.233952760696411133e-01,1.478402614593505859e-01,3.878490254282951355e-02,2.597621874883770943e-03
8.888618350028991699e-01,9.539173841476440430e-01,1.350719034671783447e-01,8.505020737648010254e-01,4.598937630653381348e-01,8.293292671442031860e-02,2.504567988216876984e-02
8.476398587226867676e-01,6.261263489723205566e-01,9.854388833045959473e-01,8.003455996513366699e-01,3.662065863609313965e-01,9.535297751426696777e-02,3.937728330492973328e-02
9.014717340469360352e-01,2.790485918521881104e-01,9.502503275871276855e-01,7.291066646575927734e-01,5.696083903312683105e-01,1.343987584114074707e-01,3.621953073889017105e-03
9.954826235771179199e-01,2.462669089436531067e-02,5.175069570541381836e-01,7.679849863052368164e-01,3.805986940860748291e-01,1.355575323104858398e-01,4.650957882404327393e-03
1.000000000000000000e+00,2.647686004638671875e-01,7.310256361961364746e-01,7.500817775726318359e-01,9.819681048393249512e-01,1.085603758692741394e-01,2.396162890363484621e-04
1.000000000000000000e+00,2.613151669502258301e-01,9.760108590126037598e-01,7.146109342575073242e-01,8.785772919654846191e-01,1.560588032007217407e-01,2.448365557938814163e-04
9.986181259155273438e-01,2.087900489568710327e-01,1.784144788980484009e-01,7.463745474815368652e-01,3.212900459766387939e-02,1.645421981811523438e-01,2.405687700957059860e-03
1.000000000000000000e+00,4.433132708072662354e-01,7.702750563621520996e-01,6.512721776962280273e-01,6.977850794792175293e-01,2.145092934370040894e-01,2.073842566460371017e-03
9.777346253395080566e-01,8.507190346717834473e-01,3.716478943824768066e-01,6.676355600357055664e-01,6.626208126544952393e-02,2.061662524938583374e-01,8.961010724306106567e-03
9.853659272193908691e-01,7.443042397499084473e-01,1.245028078556060791e-01,7.214010953903198242e-01,7.558507919311523438e-01,2.106143534183502197e-01,4.538200795650482178e-03
9.343457818031311035e-01,7.032174468040466309e-01,7.115650177001953125e-01,7.732296586036682129e-01,5.183355212211608887e-01,1.872101873159408569e-01,1.150435302406549454e-02
8.428347706794738770e-01,7.345773577690124512e-01,6.921011805534362793e-01,6.870415806770324707e-01,8.572151511907577515e-02,2.232520729303359985e-01,6.055045500397682190e-02
8.348860144615173340e-01,7.857539057731628418e-01,4.168907403945922852e-01,6.668503284454345703e-01,8.140599131584167480e-01,2.462346702814102173e-01,6.049069762229919434e-02
7.460805177688598633e-01,1.937948763370513916e-01,6.383846402168273926e-01,5.994879603385925293e-01,5.966339111328125000e-01,2.330436110496520996e-01,3.134072571992874146e-02
6.986280083656311035e-01,4.858154356479644775e-01,5.918976068496704102e-01,6.200593113899230957e-01,1.941622793674468994e-01,2.362589538097381592e-01,1.780932992696762085e-01
6.768415570259094238e-01,2.318256050348281860e-01,8.738976120948791504e-01,7.178999185562133789e-01,5.939417481422424316e-01,2.273280173540115356e-01,2.370471507310867310e-02
7.662529945373535156e-01,4.831714332103729248e-01,1.437807977199554443e-01,7.595036029815673828e-01,9.414813518524169922e-01,2.187787145376205444e-01,3.950470313429832458e-02
8.654143214225769043e-01,4.140646457672119141e-01,4.129733741283416748e-01,6.598313450813293457e-01,6.580407023429870605e-01,1.707878112792968750e-01,1.356897130608558655e-02
8.133566379547119141e-01,2.989405095577239990e-01,5.353890657424926758e-01,6.139422059059143066e-01,7.753604650497436523e-01,1.224048957228660583e-01,1.154562551528215408e-02
7.735884189605712891e-01,7.721362709999084473e-01,1.385448873043060303e-01,6.133649349212646484e-01,6.662080883979797363e-01,1.522477567195892334e-01,2.236373126506805420e-01
