evaluation,mape
2.000000000000000000e+00,9.434049384117080272e-01
1.000000000000000000e+01,6.504893296963790705e-01
2.000000000000000000e+01,7.724063634998190597e-01
3.000000000000000000e+01,6.649138014717044243e-01
4.000000000000000000e+01,5.812572199395368289e-01
5.000000000000000000e+01,6.257561363473846949e-01
6.000000000000000000e+01,3.889588147154993680e-01
7.000000000000000000e+01,1.499169812434636984e-01
8.000000000000000000e+01,1.715642212165555403e-01
9.000000000000000000e+01,1.882818322924380561e-01
1.000000000000000000e+02,2.420569866156832839e-01
